ua,lon,lat,uf,bioma,municipio,lote,data,impedimento,status_derivado,fontes
AC_108,-70.92032,-8.45994,AC,Amazônia,Tarauacá,AC-01,2018/10/19 00:00:00,,medido_completo,ua|uso
AC_109,-70.74003,-8.45983,AC,Amazônia,Tarauacá,AC-01,2018/10/30 00:00:00,,medido_completo,ua|uso
AC_110,-70.56035,-8.45966,AC,Amazônia,Feijó,AC-01,2018/09/19 00:00:00,,medido_completo,ua|uso
AC_111,-70.38034,-8.4598,AC,Amazônia,Feijó,AC-01,2018/09/07 00:00:00,,medido_completo,ua|uso
AC_112,-70.20008,-8.46001,AC,Amazônia,Feijó,AC-01,2018/08/31 00:00:00,,medido_completo,ua|uso
AC_113,-70.02039,-8.45968,AC,Amazônia,Feijó,AC-01,2018/09/05 00:00:00,,medido_completo,ua|uso
AC_114,-69.84021,-8.45991,AC,Amazônia,Feijó,,2018/11/30 00:00:00,,medido_biofisico,ua
AC_115,-69.66039,-8.45968,AC,Amazônia,Feijó,AC-01,2019/01/30 00:00:00,,medido_completo,ua|uso
AC_118,-72.90039,-8.6398,AC,Amazônia,Porto Walter,AC-01,2018/11/20 00:00:00,,medido_completo,ua|uso
AC_119,-72.72026,-8.63983,AC,Amazônia,Porto Walter,AC-01,2018/11/21 00:00:00,,medido_completo,ua|uso
AC_128,-71.10033,-8.63987,AC,Amazônia,Tarauacá,AC-01,2018/10/25 00:00:00,,medido_completo,ua|uso
AC_129,-70.92013,-8.63989,AC,Amazônia,Feijó,AC-01,2018/10/27 00:00:00,,medido_completo,ua|uso
AC_13,-72.90009,-7.55995,AC,Amazônia,Mâncio Lima,AC-01,2018/08/30 00:00:00,,medido_completo,ua|uso
AC_130,-70.74032,-8.63996,AC,Amazônia,Feijó,AC-01,2019/01/18 00:00:00,,medido_completo,ua|uso
AC_133,-70.20047,-8.63966,AC,Amazônia,Feijó,AC-01,2018/11/28 00:00:00,,medido_completo,ua|uso
AC_134,-70.02021,-8.64002,AC,Amazônia,Feijó,AC-01,2018/11/27 00:00:00,,medido_completo,ua|uso
AC_135,-69.84047,-8.63964,AC,Amazônia,Feijó,AC-01,2018/09/04 00:00:00,,medido_completo,ua|uso
AC_136,-69.66041,-8.63969,AC,Amazônia,Feijó,AC-01,2018/08/07 00:00:00,,medido_completo,ua|uso
AC_137,-69.48043,-8.63968,AC,Amazônia,Manoel Urbano,,2018/08/29 00:00:00,,medido_biofisico,ua
AC_138,-69.30035,-8.63968,AC,Amazônia,Manoel Urbano,AC-01,2018/08/17 00:00:00,,medido_completo,ua|uso
AC_14,-72.72047,-7.55969,AC,Amazônia,Cruzeiro do Sul,AC-01,2018/08/17 00:00:00,,medido_completo,ua|uso
AC_140,-72.90031,-8.81982,AC,Amazônia,Marechal Thaumaturgo,AC-01,2018/11/23 00:00:00,,medido_completo,ua|uso
AC_141,-72.72046,-8.81964,AC,Amazônia,Marechal Thaumaturgo,AC-01,2018/11/26 00:00:00,,medido_completo,ua|uso
AC_148,-71.46047,-8.81964,AC,Amazônia,Tarauacá,AC-01,2018/11/18 00:00:00,,medido_completo,ua|uso
AC_149,-71.28041,-8.81974,AC,Amazônia,Tarauacá,AC-01,2018/11/19 00:00:00,,medido_completo,ua|uso
AC_15,-72.54021,-7.56,AC,Amazônia,Cruzeiro do Sul,AC-01,2018/09/10 00:00:00,,medido_completo,ua|uso
AC_150,-71.1002,-8.81982,AC,Amazônia,Feijó,AC-01,2018/10/23 00:00:00,,medido_completo,ua|uso
AC_157,-69.84021,-8.82002,AC,Amazônia,Feijó,AC-01,2019/01/29 00:00:00,,medido_completo,ua|uso
AC_158,-69.66,-8.82,AC,Amazônia,Manoel Urbano,AC-01,,,socioambiental,uso
AC_159,-69.48017,-8.81993,AC,Amazônia,Manoel Urbano,AC-01,2018/08/10 00:00:00,,medido_completo,ua|uso
AC_160,-69.30009,-8.81994,AC,Amazônia,Manoel Urbano,AC-01,2018/08/06 00:00:00,,medido_completo,ua|uso
AC_161,-69.12037,-8.81965,AC,Amazônia,Manoel Urbano,AC-01,2018/11/06 00:00:00,,medido_completo,ua|uso
AC_162,-68.94022,-8.81982,AC,Amazônia,Manoel Urbano,AC-01,2018/11/04 00:00:00,,medido_completo,ua|uso
AC_164,-72.72008,-9.00002,AC,Amazônia,Marechal Thaumaturgo,AC-01,2018/11/25 00:00:00,,medido_completo,ua|uso
AC_172,-71.28028,-9.00002,AC,Amazônia,Feijó,AC-01,2018/11/20 00:00:00,,medido_completo,ua|uso
AC_173,-71.1,-9.0,AC,Amazônia,Feijó,AC-01,,,socioambiental,uso
AC_178,-70.2,-9.0,AC,Amazônia,Santa Rosa do Purus,AC-01,,,socioambiental,uso
AC_179,-70.02046,-8.99965,AC,Amazônia,Santa Rosa do Purus,AC-01,2019/02/15 00:00:00,,medido_completo,ua|uso
AC_180,-69.84027,-8.99993,AC,Amazônia,Manoel Urbano,AC-01,2018/12/07 00:00:00,,medido_completo,ua|uso
AC_181,-69.66023,-8.99995,AC,Amazônia,Manoel Urbano,AC-01,2018/12/04 00:00:00,,medido_completo,ua|uso
AC_182,-69.48002,-8.99997,AC,Amazônia,Manoel Urbano,AC-01,2018/12/09 00:00:00,,medido_completo,ua|uso
AC_183,-69.30026,-8.99969,AC,Amazônia,Manoel Urbano,AC-01,2018/11/10 00:00:00,,medido_completo,ua|uso
AC_184,-69.12021,-8.99976,AC,Amazônia,Sena Madureira,AC-01,2018/08/07 00:00:00,,medido_completo,ua|uso
AC_185,-68.94024,-8.9997,AC,Amazônia,Sena Madureira,AC-01,2018/08/03 00:00:00,,medido_completo,ua|uso
AC_186,-68.76027,-8.99969,AC,Amazônia,Sena Madureira,AC-01,2018/07/31 00:00:00,,medido_completo,ua|uso
AC_19,-73.08015,-7.73987,AC,Amazônia,Rodrigues Alves,AC-01,2018/08/24 00:00:00,,medido_completo,ua|uso
AC_192,-72.00028,-9.17968,AC,Amazônia,Jordão,AC-01,2018/11/03 00:00:00,,medido_completo,ua|uso
AC_193,-71.82034,-9.17975,AC,Amazônia,Jordão,AC-01,2018/11/09 00:00:00,,medido_completo,ua|uso
AC_194,-71.64036,-9.17967,AC,Amazônia,Jordão,AC-01,2019/01/23 00:00:00,,medido_completo,ua|uso
AC_20,-72.90043,-7.73961,AC,Amazônia,Rodrigues Alves,AC-01,2018/08/22 00:00:00,,medido_completo,ua|uso
AC_205,-69.66,-9.18,AC,Amazônia,Manoel Urbano,AC-01,,,socioambiental,uso
AC_206,-69.48,-9.18,AC,Amazônia,Sena Madureira,AC-01,,,socioambiental,uso
AC_208,-69.12042,-9.17977,AC,Amazônia,Sena Madureira,AC-01,2018/12/12 00:00:00,,medido_completo,ua|uso
AC_209,-68.94012,-9.17995,AC,Amazônia,Sena Madureira,AC-01,2018/08/16 00:00:00,,medido_completo,ua|uso
AC_21,-72.72045,-7.73965,AC,Amazônia,Rodrigues Alves,AC-01,2018/08/20 00:00:00,,medido_completo,ua|uso
AC_210,-68.76047,-9.17966,AC,Amazônia,Sena Madureira,AC-01,2018/08/01 00:00:00,,medido_completo,ua|uso
AC_211,-68.58013,-9.17988,AC,Amazônia,Sena Madureira,AC-01,2018/08/10 00:00:00,,medido_completo,ua|uso
AC_212,-68.40036,-9.17969,AC,Amazônia,Sena Madureira,AC-01,2018/08/03 00:00:00,,medido_completo,ua|uso
AC_22,-72.54036,-7.73971,AC,Amazônia,Cruzeiro do Sul,AC-01,2018/08/31 00:00:00,Área alagada,medido_completo,ua|uso
AC_220,-71.82023,-9.35985,AC,Amazônia,Jordão,AC-01,2018/11/06 00:00:00,,medido_completo,ua|uso
AC_227,-70.56029,-9.35968,AC,Amazônia,Santa Rosa do Purus,AC-01,2019/02/11 00:00:00,,medido_completo,ua|uso
AC_23,-72.36038,-7.73969,AC,Amazônia,Cruzeiro do Sul,AC-01,2018/08/27 00:00:00,,medido_completo,ua|uso
AC_236,-68.94016,-9.36001,AC,Amazônia,Sena Madureira,AC-01,2018/08/19 00:00:00,,medido_completo,ua|uso
AC_237,-68.76047,-9.35965,AC,Amazônia,Sena Madureira,AC-01,2018/09/05 00:00:00,,medido_completo,ua|uso
AC_238,-68.58008,-9.35998,AC,Amazônia,Sena Madureira,AC-01,2018/08/08 00:00:00,,medido_completo,ua|uso
AC_239,-68.40031,-9.35979,AC,Amazônia,Sena Madureira,AC-01,2018/07/31 00:00:00,,medido_completo,ua|uso
AC_240,-68.22046,-9.35967,AC,Amazônia,Bujari,AC-01,2018/08/02 00:00:00,,medido_completo,ua|uso
AC_241,-68.0403,-9.36,AC,Amazônia,Porto Acre,AC-01,2018/10/03 00:00:00,,medido_completo,ua|uso
AC_25,-72.00046,-7.73965,AC,Amazônia,Cruzeiro do Sul,AC-01,2018/09/03 00:00:00,,medido_completo,ua|uso
AC_252,-70.3804,-9.53981,AC,Amazônia,Santa Rosa do Purus,AC-01,2019/02/08 00:00:00,,medido_completo,ua|uso
AC_259,-69.12,-9.54,AC,Amazônia,Sena Madureira,AC-01,,,socioambiental,uso
AC_26,-71.82034,-7.73991,AC,Amazônia,Tarauacá,AC-01,2019/01/18 00:00:00,,medido_completo,ua|uso
AC_260,-68.94047,-9.53967,AC,Amazônia,Sena Madureira,AC-01,2018/08/18 00:00:00,,medido_completo,ua|uso
AC_261,-68.76047,-9.53966,AC,Amazônia,Sena Madureira,AC-01,2018/09/04 00:00:00,,medido_completo,ua|uso
AC_262,-68.58005,-9.54001,AC,Amazônia,Sena Madureira,AC-01,2018/08/09 00:00:00,,medido_completo,ua|uso
AC_263,-68.40018,-9.53979,AC,Amazônia,Bujari,AC-01,2018/08/14 00:00:00,,medido_completo,ua|uso
AC_264,-68.2201,-9.53991,AC,Amazônia,Bujari,AC-01,2018/06/01 00:00:00,,medido_completo,ua|uso
AC_265,-68.04045,-9.53967,AC,Amazônia,Porto Acre,,2018/07/27 00:00:00,,medido_biofisico,ua
AC_266,-67.8601,-9.53998,AC,Amazônia,Porto Acre,AC-01,2018/07/17 00:00:00,,medido_completo,ua|uso
AC_267,-67.68047,-9.53971,AC,Amazônia,Porto Acre,AC-01,2018/07/09 00:00:00,,medido_completo,ua|uso
AC_27,-71.64019,-7.73986,AC,Amazônia,Tarauacá,AC-01,2018/11/16 00:00:00,,medido_completo,ua|uso
AC_283,-69.12047,-9.71966,AC,Amazônia,Sena Madureira,AC-01,2019/02/17 00:00:00,,medido_completo,ua|uso
AC_284,-68.94045,-9.71969,AC,Amazônia,Sena Madureira,AC-01,2018/08/31 00:00:00,,medido_completo,ua|uso
AC_285,-68.76044,-9.71971,AC,Amazônia,Sena Madureira,AC-01,2018/07/20 00:00:00,,medido_completo,ua|uso
AC_286,-68.58048,-9.71966,AC,Amazônia,Rio Branco,AC-01,2018/07/19 00:00:00,,medido_completo,ua|uso
AC_287,-68.40048,-9.71964,AC,Amazônia,Bujari,AC-01,2018/09/25 00:00:00,,medido_completo,ua|uso
AC_288,-68.22048,-9.71967,AC,Amazônia,Bujari,AC-01,2018/06/06 00:00:00,,medido_completo,ua|uso
AC_289,-68.04,-9.72,AC,Amazônia,Bujari,AC-01,,,socioambiental,uso
AC_290,-67.86034,-9.71988,AC,Amazônia,Porto Acre,AC-01,2018/05/22 00:00:00,,medido_completo,ua|uso
AC_291,-67.68023,-9.71995,AC,Amazônia,Porto Acre,AC-01,2018/05/23 00:00:00,,medido_completo,ua|uso
AC_292,-67.50035,-9.71969,AC,Amazônia,Porto Acre,AC-01,2018/09/26 00:00:00,,medido_completo,ua|uso
AC_293,-67.32026,-9.71976,AC,Amazônia,Senador Guiomard,AC-01,2018/06/08 00:00:00,,medido_completo,ua|uso
AC_294,-67.14031,-9.71979,AC,Amazônia,Acrelândia,AC-01,2018/06/12 00:00:00,,medido_completo,ua|uso
AC_308,-69.12005,-9.90001,AC,Amazônia,Sena Madureira,AC-01,2019/02/15 00:00:00,,medido_completo,ua|uso
AC_309,-68.94008,-9.89995,AC,Amazônia,Sena Madureira,AC-01,2018/08/27 00:00:00,,medido_completo,ua|uso
AC_310,-68.76039,-9.89967,AC,Amazônia,Sena Madureira,AC-01,2018/10/11 00:00:00,,medido_completo,ua|uso
AC_311,-68.58046,-9.89965,AC,Amazônia,Rio Branco,AC-01,2018/07/24 00:00:00,,medido_completo,ua|uso
AC_312,-68.40048,-9.89966,AC,Amazônia,Rio Branco,AC-01,2018/05/30 00:00:00,,medido_completo,ua|uso
AC_313,-68.22021,-9.89979,AC,Amazônia,Rio Branco,AC-01,2018/06/05 00:00:00,,medido_completo,ua|uso
AC_314,-68.04009,-9.89991,AC,Amazônia,Rio Branco,AC-01,2018/06/04 00:00:00,,medido_completo,ua|uso
AC_315,-67.86021,-9.89972,AC,Amazônia,Rio Branco,AC-01,2018/06/18 00:00:00,,medido_completo,ua|uso
AC_316,-67.68043,-9.89965,AC,Amazônia,Rio Branco,AC-01,2018/07/10 00:00:00,,medido_completo,ua|uso
AC_317,-67.50015,-9.89982,AC,Amazônia,Porto Acre,AC-01,2018/06/22 00:00:00,,medido_completo,ua|uso
AC_318,-67.32,-9.9,AC,Amazônia,Senador Guiomard,AC-01,2018/06/19 00:00:00,,medido_completo,ua|uso
AC_319,-67.14024,-9.89978,AC,Amazônia,Senador Guiomard,AC-01,2018/06/13 00:00:00,,medido_completo,ua|uso
AC_320,-66.96036,-9.89968,AC,Amazônia,Acrelândia,AC-01,2018/06/11 00:00:00,,medido_completo,ua|uso
AC_321,-66.78009,-9.89979,AC,Amazônia,Acrelândia,AC-01,2018/06/11 00:00:00,,medido_completo,ua|uso
AC_328,-69.48,-10.08,AC,Amazônia,Sena Madureira,AC-01,,,socioambiental,uso
AC_329,-69.30036,-10.07966,AC,Amazônia,Sena Madureira,AC-01,2018/08/24 00:00:00,,medido_completo,ua|uso
AC_330,-69.12006,-10.08013,AC,Amazônia,Sena Madureira,AC-01,2018/08/25 00:00:00,,medido_completo,ua|uso
AC_331,-68.94046,-10.07966,AC,Amazônia,Sena Madureira,AC-01,2018/10/10 00:00:00,,medido_completo,ua|uso
AC_332,-68.7601,-10.07986,AC,Amazônia,Rio Branco,AC-01,2018/10/10 00:00:00,,medido_completo,ua|uso
AC_333,-68.58015,-10.07987,AC,Amazônia,Rio Branco,AC-01,2018/10/04 00:00:00,,medido_completo,ua|uso
AC_334,-68.40029,-10.07969,AC,Amazônia,Rio Branco,AC-01,2019/02/22 00:00:00,,medido_completo,ua|uso
AC_335,-68.22035,-10.0797,AC,Amazônia,Rio Branco,AC-01,2018/10/02 00:00:00,,medido_completo,ua|uso
AC_336,-68.04016,-10.08,AC,Amazônia,Rio Branco,AC-01,2018/07/16 00:00:00,,medido_completo,ua|uso
AC_337,-67.86049,-10.07967,AC,Amazônia,Rio Branco,AC-01,2018/07/24 00:00:00,,medido_completo,ua|uso
AC_338,-67.68036,-10.0797,AC,Amazônia,Rio Branco,AC-01,2018/07/18 00:00:00,,medido_completo,ua|uso
AC_339,-67.50011,-10.07989,AC,Amazônia,Senador Guiomard,AC-01,2018/07/11 00:00:00,,medido_completo,ua|uso
AC_340,-67.32047,-10.07966,AC,Amazônia,Plácido de Castro,AC-01,2018/06/07 00:00:00,,medido_completo,ua|uso
AC_341,-67.14049,-10.07968,AC,Amazônia,Plácido de Castro,AC-01,2018/06/12 00:00:00,,medido_completo,ua|uso
AC_342,-66.96032,-10.07983,AC,Amazônia,Acrelândia,AC-01,2018/06/13 00:00:00,,medido_completo,ua|uso
AC_349,-69.48032,-10.25966,AC,Amazônia,Sena Madureira,AC-01,2018/08/17 00:00:00,,medido_completo,ua|uso
AC_350,-69.30022,-10.25976,AC,Amazônia,Sena Madureira,AC-01,2018/08/21 00:00:00,,medido_completo,ua|uso
AC_351,-69.12034,-10.25996,AC,Amazônia,Sena Madureira,AC-01,2018/10/09 00:00:00,,medido_completo,ua|uso
AC_352,-68.94,-10.26,AC,Amazônia,Rio Branco,AC-01,,,socioambiental,uso
AC_353,-68.76,-10.26,AC,Amazônia,Rio Branco,AC-01,,,socioambiental,uso
AC_354,-68.58024,-10.25996,AC,Amazônia,Rio Branco,AC-01,2018/09/25 00:00:00,,medido_completo,ua|uso
AC_355,-68.40041,-10.2597,AC,Amazônia,Rio Branco,AC-01,2018/10/03 00:00:00,,medido_completo,ua|uso
AC_356,-68.22029,-10.25995,AC,Amazônia,Rio Branco,AC-01,2018/07/28 00:00:00,,medido_completo,ua|uso
AC_357,-68.0405,-10.25969,AC,Amazônia,Rio Branco,AC-01,2018/07/26 00:00:00,,medido_completo,ua|uso
AC_358,-67.86018,-10.2599,AC,Amazônia,Rio Branco,AC-01,2018/07/17 00:00:00,,medido_completo,ua|uso
AC_359,-67.68017,-10.25981,AC,Amazônia,Senador Guiomard,AC-01,2018/05/25 00:00:00,,medido_completo,ua|uso
AC_36,-72.72023,-7.91984,AC,Amazônia,Cruzeiro do Sul,AC-01,2018/11/28 00:00:00,,medido_completo,ua|uso
AC_360,-67.50047,-10.25967,AC,Amazônia,Plácido de Castro,AC-01,2018/06/22 00:00:00,,medido_completo,ua|uso
AC_361,-67.32001,-10.26014,AC,Amazônia,Plácido de Castro,AC-01,2018/06/14 00:00:00,,medido_completo,ua|uso
AC_362,-67.14049,-10.25973,AC,Amazônia,Plácido de Castro,AC-01,2018/07/13 00:00:00,,medido_completo,ua|uso
AC_368,-69.66046,-10.43964,AC,Amazônia,Assis Brasil,AC-01,2018/08/09 00:00:00,,medido_completo,ua|uso
AC_369,-69.48016,-10.44,AC,Amazônia,Sena Madureira,AC-01,2018/09/19 00:00:00,,medido_completo,ua|uso
AC_37,-72.54029,-7.9198,AC,Amazônia,Cruzeiro do Sul,AC-01,2018/08/28 00:00:00,,medido_completo,ua|uso
AC_370,-69.3,-10.44001,AC,Amazônia,Rio Branco,AC-01,2018/09/26 00:00:00,,medido_completo,ua|uso
AC_371,-69.12007,-10.44001,AC,Amazônia,Xapuri,AC-01,2018/09/27 00:00:00,,medido_completo,ua|uso
AC_372,-68.94008,-10.43997,AC,Amazônia,Xapuri,AC-01,2018/09/27 00:00:00,,medido_completo,ua|uso
AC_373,-68.7602,-10.43973,AC,Amazônia,Xapuri,AC-01,2018/09/18 00:00:00,,medido_completo,ua|uso
AC_374,-68.58033,-10.43999,AC,Amazônia,Xapuri,AC-01,2018/09/13 00:00:00,,medido_completo,ua|uso
AC_375,-68.40046,-10.43967,AC,Amazônia,Xapuri,AC-01,2018/09/19 00:00:00,,medido_completo,ua|uso
AC_376,-68.22028,-10.43994,AC,Amazônia,Xapuri,AC-01,2018/09/29 00:00:00,,medido_completo,ua|uso
AC_377,-68.04032,-10.43992,AC,Amazônia,Capixaba,AC-01,2018/09/20 00:00:00,,medido_completo,ua|uso
AC_378,-67.86048,-10.43968,AC,Amazônia,Capixaba,AC-01,2018/05/24 00:00:00,,medido_completo,ua|uso
AC_379,-67.68041,-10.43968,AC,Amazônia,Plácido de Castro,AC-01,2018/05/31 00:00:00,,medido_completo,ua|uso
AC_38,-72.36037,-7.91965,AC,Amazônia,Cruzeiro do Sul,AC-01,2018/08/20 00:00:00,,medido_completo,ua|uso
AC_380,-67.50049,-10.43969,AC,Amazônia,Plácido de Castro,AC-01,2018/06/07 00:00:00,,medido_completo,ua|uso
AC_386,-69.66045,-10.61968,AC,Amazônia,Assis Brasil,AC-01,2018/09/13 00:00:00,,medido_completo,ua|uso
AC_387,-69.4804,-10.61967,AC,Amazônia,Brasiléia,AC-01,2018/09/18 00:00:00,,medido_completo,ua|uso
AC_388,-69.30008,-10.62001,AC,Amazônia,Brasiléia,AC-01,2018/09/12 00:00:00,,medido_completo,ua|uso
AC_389,-69.12051,-10.61961,AC,Amazônia,Brasiléia,AC-01,2018/09/19 00:00:00,,medido_completo,ua|uso
AC_390,-68.94045,-10.61973,AC,Amazônia,Brasiléia,AC-01,2018/09/27 00:00:00,,medido_completo,ua|uso
AC_391,-68.76053,-10.61965,AC,Amazônia,Xapuri,AC-01,2018/09/25 00:00:00,,medido_completo,ua|uso
AC_392,-68.58009,-10.61999,AC,Amazônia,Xapuri,AC-01,2018/09/14 00:00:00,,medido_completo,ua|uso
AC_393,-68.4005,-10.61968,AC,Amazônia,Xapuri,AC-01,2018/09/21 00:00:00,,medido_completo,ua|uso
AC_394,-68.22032,-10.6197,AC,Amazônia,Xapuri,AC-01,2018/09/21 00:00:00,,medido_completo,ua|uso
AC_395,-68.04036,-10.61988,AC,Amazônia,Xapuri,AC-01,2018/05/18 00:00:00,,medido_completo,ua|uso
AC_396,-67.86048,-10.61967,AC,Amazônia,Capixaba,AC-01,2018/05/28 00:00:00,,medido_completo,ua|uso
AC_40,-72.00051,-7.91955,AC,Amazônia,Tarauacá,AC-01,2018/11/21 00:00:00,,medido_completo,ua|uso
AC_402,-69.66047,-10.79965,AC,Amazônia,Brasiléia,AC-01,2018/09/14 00:00:00,,medido_completo,ua|uso
AC_403,-69.48,-10.8,AC,Amazônia,Assis Brasil,AC-01,2018/09/11 00:00:00,,medido_completo,ua|uso
AC_404,-69.3004,-10.79967,AC,Amazônia,Brasiléia,AC-01,2018/08/06 00:00:00,,medido_completo,ua|uso
AC_405,-69.12031,-10.79964,AC,Amazônia,Brasiléia,AC-01,2018/08/06 00:00:00,,medido_completo,ua|uso
AC_406,-68.9403,-10.79979,AC,Amazônia,Brasiléia,AC-01,2018/09/17 00:00:00,,medido_completo,ua|uso
AC_407,-68.7602,-10.79991,AC,Amazônia,Epitaciolândia,AC-01,2018/09/21 00:00:00,,medido_completo,ua|uso
AC_408,-68.58036,-10.79968,AC,Amazônia,Epitaciolândia,AC-01,2018/09/26 00:00:00,,medido_completo,ua|uso
AC_409,-68.40044,-10.79962,AC,Amazônia,Xapuri,AC-01,2018/09/20 00:00:00,,medido_completo,ua|uso
AC_41,-71.82021,-7.91972,AC,Amazônia,Tarauacá,AC-01,2018/09/05 00:00:00,,medido_completo,ua|uso
AC_410,-68.22032,-10.79972,AC,Amazônia,Xapuri,AC-01,2018/05/18 00:00:00,,medido_completo,ua|uso
AC_414,-68.76027,-10.9796,AC,Amazônia,Brasiléia,AC-01,2018/08/07 00:00:00,,medido_completo,ua|uso
AC_415,-68.5802,-10.97971,AC,Amazônia,Epitaciolândia,AC-01,2018/09/17 00:00:00,,medido_completo,ua|uso
AC_416,-68.40047,-10.97966,AC,Amazônia,Xapuri,AC-01,2018/09/25 00:00:00,,medido_completo,ua|uso
AC_42,-71.6404,-7.91966,AC,Amazônia,Tarauacá,AC-01,2018/09/01 00:00:00,,medido_completo,ua|uso
AC_43,-71.46044,-7.91964,AC,Amazônia,Tarauacá,AC-01,2018/09/03 00:00:00,,medido_completo,ua|uso
AC_44,-71.28,-7.92,AC,Amazônia,Tarauacá,AC-01,,,socioambiental,uso
AC_45,-71.10001,-7.92001,AC,Amazônia,Tarauacá,AC-01,2019/02/05 00:00:00,,medido_completo,ua|uso
AC_46,-70.92042,-7.91964,AC,Amazônia,Tarauacá,AC-01,2018/11/01 00:00:00,,medido_completo,ua|uso
AC_47,-70.74047,-7.91966,AC,Amazônia,Tarauacá,AC-01,2018/10/26 00:00:00,,medido_completo,ua|uso
AC_48,-70.56039,-7.91979,AC,Amazônia,Feijó,AC-01,2018/10/24 00:00:00,,medido_completo,ua|uso
AC_49,-70.38,-7.92,AC,Amazônia,Feijó,AC-01,,,socioambiental,uso
AC_50,-70.20027,-7.91982,AC,Amazônia,Feijó,AC-01,2018/09/13 00:00:00,,medido_completo,ua|uso
AC_51,-70.02026,-7.91976,AC,Amazônia,Feijó,AC-01,2018/09/12 00:00:00,,medido_completo,ua|uso
AC_56,-72.72,-8.1,AC,Amazônia,Cruzeiro do Sul,AC-01,,,socioambiental,uso
AC_57,-72.54007,-8.09992,AC,Amazônia,Cruzeiro do Sul,AC-01,2018/09/06 00:00:00,,medido_completo,ua|uso
AC_58,-72.36018,-8.10004,AC,Amazônia,Cruzeiro do Sul,AC-01,2018/09/12 00:00:00,,medido_completo,ua|uso
AC_59,-72.18,-8.1,AC,Amazônia,Tarauacá,AC-01,,,socioambiental,uso
AC_6,-73.0802,-7.3797,AC,Amazônia,Mâncio Lima,AC-01,2018/08/22 00:00:00,,medido_completo,ua|uso
AC_62,-71.64034,-8.09967,AC,Amazônia,Tarauacá,AC-01,2018/11/14 00:00:00,,medido_completo,ua|uso
AC_63,-71.46026,-8.1,AC,Amazônia,Tarauacá,AC-01,2018/11/04 00:00:00,,medido_completo,ua|uso
AC_64,-71.28035,-8.09967,AC,Amazônia,Tarauacá,AC-01,2018/11/05 00:00:00,,medido_completo,ua|uso
AC_65,-71.10044,-8.09974,AC,Amazônia,Tarauacá,AC-01,2018/08/28 00:00:00,,medido_completo,ua|uso
AC_66,-70.92029,-8.09994,AC,Amazônia,Tarauacá,AC-01,2018/08/31 00:00:00,,medido_completo,ua|uso
AC_67,-70.74046,-8.09966,AC,Amazônia,Tarauacá,AC-01,2018/08/27 00:00:00,,medido_completo,ua|uso
AC_68,-70.56039,-8.09967,AC,Amazônia,Feijó,AC-01,2018/11/08 00:00:00,,medido_completo,ua|uso
AC_70,-70.20017,-8.09992,AC,Amazônia,Feijó,AC-01,2018/08/28 00:00:00,,medido_completo,ua|uso
AC_71,-70.0202,-8.10002,AC,Amazônia,Feijó,AC-01,2018/12/06 00:00:00,,medido_completo,ua|uso
AC_77,-72.72031,-8.27971,AC,Amazônia,Porto Walter,AC-01,2018/11/29 00:00:00,,medido_completo,ua|uso
AC_78,-72.5401,-8.27997,AC,Amazônia,Porto Walter,AC-01,2018/12/01 00:00:00,,medido_completo,ua|uso
AC_86,-71.10047,-8.27966,AC,Amazônia,Tarauacá,AC-01,2018/10/18 00:00:00,,medido_completo,ua|uso
AC_87,-70.92018,-8.28,AC,Amazônia,Tarauacá,AC-01,2018/10/17 00:00:00,,medido_completo,ua|uso
AC_89,-70.56042,-8.27963,AC,Amazônia,Feijó,AC-01,2018/09/21 00:00:00,,medido_completo,ua|uso
AC_90,-70.38034,-8.27967,AC,Amazônia,Feijó,AC-01,2018/08/27 00:00:00,,medido_completo,ua|uso
AC_91,-70.20011,-8.27995,AC,Amazônia,Feijó,AC-01,2018/08/30 00:00:00,,medido_completo,ua|uso
AC_92,-70.02047,-8.27966,AC,Amazônia,Feijó,AC-01,2018/12/04 00:00:00,,medido_completo,ua|uso
AC_93,-69.84007,-8.27975,AC,Amazônia,Feijó,AC-01,2018/12/01 00:00:00,,medido_completo,ua|uso
AC_97,-72.9004,-8.45982,AC,Amazônia,Porto Walter,AC-01,2018/11/17 00:00:00,,medido_completo,ua|uso
AC_98,-72.72039,-8.45964,AC,Amazônia,Porto Walter,AC-01,2018/11/15 00:00:00,,medido_completo,ua|uso
BA_948,-46.26006,-13.32009,GO,Cerrado,São Domingos,,2017/07/27 00:00:00,,medido_biofisico,ua
GO_1,-50.40033,-12.78007,GO,Cerrado,São Miguel do Araguaia,,2018/05/23 00:00:00,,medido_biofisico,ua
GO_10,-50.40059,-13.14031,GO,Cerrado,São Miguel do Araguaia,GO-03,2018/05/23 00:00:00,,medido_completo,ua|uso
GO_100,-50.58038,-13.86003,GO,Cerrado,Nova Crixás,GO-03,2018/05/23 00:00:00,,medido_completo,ua|uso
GO_104,-49.86018,-13.86007,GO,Cerrado,Amaralina,GO-01,2018/05/08 00:00:00,,medido_completo,ua|uso
GO_105,-49.68004,-13.8601,GO,Cerrado,Mara Rosa,GO-01,2018/05/10 00:00:00,,medido_completo,ua|uso
GO_106,-49.50048,-13.86007,GO,Cerrado,Amaralina,GO-01,2018/05/22 00:00:00,,medido_completo,ua|uso
GO_107,-49.32039,-13.86014,GO,Cerrado,Mutunópolis,GO-01,2018/05/03 00:00:00,,medido_completo,ua|uso
