tipo,codigo,nome,nome_norm,uf,area_ha,detalhe,sul,oeste,norte,leste
conservacao,0455.33.1783,APA DA FAZENDA DA TAQUARA,apa da fazenda da taquara,RJ,8.69,Área de Proteção Ambiental · Municipal,-22.92446,-43.38559,-22.92148,-43.38098
conservacao,1501.43.4618,APA DA LAGOA DE ITAPEVA,apa da lagoa de itapeva,RS,437.11,Área de Proteção Ambiental · Municipal,-29.42778,-49.8357,-29.37212,-49.77801
conservacao,0455.33.1793,APA DA ORLA MARÍTIMA,apa da orla maritima,RJ,268.3,Área de Proteção Ambiental · Municipal,-23.02382,-43.44808,-22.96302,-43.16562
conservacao,0455.33.1777,APA DA ORLA MARÍTIMA DA BAÍA DE SEPETIBA,apa da orla maritima da baia de sepetiba,RJ,11611.75,Área de Proteção Ambiental · Municipal,-23.08339,-43.79516,-22.898,-43.5301
conservacao,0455.33.1791,APA DA PAISAGEM E DO AREAL DA PRAIA DO PONTAL,apa da paisagem e do areal da praia do pontal,RJ,24.45,Área de Proteção Ambiental · Municipal,-23.03426,-43.48619,-23.0308,-43.47112
conservacao,0455.33.1795,APA DA PEDRA BRANCA,apa da pedra branca,RJ,5387.74,Área de Proteção Ambiental · Municipal,-23.06993,-43.5602,-22.89451,-43.37481
conservacao,0455.33.1796,APA DA PRAINHA,apa da prainha,RJ,157.47,Área de Proteção Ambiental · Municipal,-23.04893,-43.51555,-23.03522,-43.49435
conservacao,0455.33.1764,APA DA SERRA DA CAPOEIRA GRANDE,apa da serra da capoeira grande,RJ,479.02,Área de Proteção Ambiental · Municipal,-22.99416,-43.65247,-22.96886,-43.61292
conservacao,0455.33.1797,APA DA SERRA DOS PRETOS FORROS,apa da serra dos pretos forros,RJ,2715.3,Área de Proteção Ambiental · Municipal,-22.93306,-43.36212,-22.88267,-43.28236
conservacao,0455.33.1824,APA DAS PONTAS DE COPACABANA E ARPOADOR E SEUS ENTORNOS,apa das pontas de copacabana e arpoador e seus entornos,RJ,30.09,Área de Proteção Ambiental · Municipal,-22.99131,-43.1952,-22.98601,-43.1839
conservacao,0455.33.1787,APA DAS TABEBUIAS,apa das tabebuias,RJ,61.76,Área de Proteção Ambiental · Municipal,-23.00572,-43.43461,-22.99709,-43.42089
conservacao,0455.33.1823,APA DE GRUMARI,apa de grumari,RJ,966.56,Área de Proteção Ambiental · Municipal,-23.07681,-43.55895,-23.03353,-43.50286
conservacao,0455.33.1825,APA DE SÃO JOSÉ,apa de sao jose,RJ,108.88,Área de Proteção Ambiental · Municipal,-22.93739,-43.20002,-22.92467,-43.17968
conservacao,0455.33.1784,APA DO BAIRRO DA FREGUESIA,apa do bairro da freguesia,RJ,379.52,Área de Proteção Ambiental · Municipal,-22.95879,-43.35976,-22.9367,-43.33705
conservacao,0455.33.1817,APA DO MORRO DA SAUDADE,apa do morro da saudade,RJ,59.46,Área de Proteção Ambiental · Municipal,-22.96684,-43.20228,-22.95936,-43.19087
conservacao,0455.33.1799,APA DO MORRO DO LEME,apa do morro do leme,RJ,123.52,Área de Proteção Ambiental · Municipal,-22.96735,-43.16583,-22.95771,-43.14771
conservacao,0455.33.1766,APA DO MORRO DO SILVÉRIO,apa do morro do silverio,RJ,150.17,Área de Proteção Ambiental · Municipal,-23.00246,-43.65103,-22.9908,-43.63483
conservacao,0455.33.1782,APA DO MORRO DO VALQUEIRE,apa do morro do valqueire,RJ,166.1,Área de Proteção Ambiental · Municipal,-22.90691,-43.38177,-22.88991,-43.36833
conservacao,0455.33.1816,APA DO MORRO DOS CABRITOS,apa do morro dos cabritos,RJ,135.46,Área de Proteção Ambiental · Municipal,-22.9772,-43.20836,-22.96486,-43.19073
conservacao,3157.50.5281,APA DO RIO IGUATEMI,apa do rio iguatemi,MS,90963.13,Área de Proteção Ambiental · Municipal,-23.56953,-55.56212,-23.17492,-55.15359
conservacao,0455.33.1822,APA DO VÁRZEA COUNTRY CLUB,apa do varzea country club,RJ,10.3,Área de Proteção Ambiental · Municipal,-22.91054,-43.31926,-22.90674,-43.31554
conservacao,0455.33.1798,APA DOS MORROS DA BABILÔNIA E DE SÃO JOÃO,apa dos morros da babilonia e de sao joao,RJ,112.66,Área de Proteção Ambiental · Municipal,-22.9665,-43.18966,-22.95568,-43.16308
conservacao,0000.35.1723,APA MARINHA DO LITORAL CENTRO,apa marinha do litoral centro,SP,455858.18,Área de Proteção Ambiental · Estadual,-24.63555,-47.07721,-23.73409,-45.80015
conservacao,0000.35.1724,APA MARINHA DO LITORAL SUL,apa marinha do litoral sul,SP,368394.87,Área de Proteção Ambiental · Estadual,-25.48732,-48.09492,-24.44544,-46.95864
conservacao,3157.50.5289,APA NASCENTE DO RIO AMAMBAI,apa nascente do rio amambai,MS,9454.31,Área de Proteção Ambiental · Municipal,-23.24972,-55.49642,-23.09026,-55.39415
conservacao,0205.11.4601,APA PARQUE DAS MANGUEIRAS,apa parque das mangueiras,RO,7.14,Área de Proteção Ambiental · Municipal,-8.75691,-63.86256,-8.75329,-63.85922
conservacao,3404.31.5247,APA PEDRA ITAÚNA,apa pedra itauna,MG,367.31,Área de Proteção Ambiental · Municipal,-19.8175,-42.135,-19.79075,-42.115
conservacao,2502.31.5144,APA QUEBRA-PÉ,apa quebra-pe,MG,40154.73,Área de Proteção Ambiental · Municipal,-18.57059,-44.10396,-18.3225,-43.81495
conservacao,3903.15.4456,ÁREA  DE PROTEÇÃO AMBIENTAL JARÁ,area  de protecao ambiental jara,PA,4852.91,Área de Proteção Ambiental · Municipal,-2.19413,-56.09355,-2.11202,-56.01511
conservacao,1550.52.3594,ÁREA DE PRESERVAÇÃO AMBIENTAL DO CÓRREGO DA LAGOA,area de preservacao ambiental do corrego da lagoa,GO,1806.56,Área de Proteção Ambiental · Municipal,-18.23294,-47.83752,-18.16343,-47.80504
conservacao,5702.31.4752,ÁREA DE PRESERVAÇÃO AMBIENTAL RIO PIRACICABA,area de preservacao ambiental rio piracicaba,MG,7157.67,Área de Proteção Ambiental · Municipal,-20.00457,-43.17063,-19.92652,-43.05089
conservacao,0330.33.3965,ÁREA DE PROTEÇÃO AMBIENTAL  DA FORTALEZA DE SANTA CRUZ E DOS FORTES DO PICO E DO RIO BRANCO,area de protecao ambiental  da fortaleza de santa cruz e dos fortes do pico e do rio branco,RJ,124.9,Área de Proteção Ambiental · Municipal,-22.9393,-43.13539,-22.92753,-43.11335
conservacao,0100.33.4999,ÁREA DE PROTEÇÃO AMBIENTAL - APA DA BACIA HIDROGRÁFICA DO RIO JAPUÍBA,area de protecao ambiental - apa da bacia hidrografica do rio japuiba,RJ,2596.49,Área de Proteção Ambiental · Municipal,-22.97838,-44.28113,-22.91699,-44.20905
conservacao,0410.33.3000,ÁREA DE PROTEÇÃO AMBIENTAL - APA DA PERDIÇÃO,area de protecao ambiental - apa da perdicao,RJ,6131.14,Área de Proteção Ambiental · Municipal,-21.02299,-42.15131,-20.93558,-42.03883
conservacao,4144.33.4726,ÁREA DE PROTEÇÃO AMBIENTAL - HORTO MUNICIPAL LUIZ GONZAGA DE MACEDO,area de protecao ambiental - horto municipal luiz gonzaga de macedo,RJ,8.28,Área de Proteção Ambiental · Municipal,-22.70342,-43.57454,-22.70067,-43.56974
conservacao,2390.35.3434,AREA DE PROTEÇÃO AMBIENTAL - PEDREGULHO,area de protecao ambiental - pedregulho,SP,7496.79,Área de Proteção Ambiental · Municipal,-23.26243,-47.26067,-23.18686,-47.11642
conservacao,0082.52.4299,ÁREA DE PROTEÇÃO AMBIENTAL ÁGUA FRIA,area de protecao ambiental agua fria,GO,1331.58,Área de Proteção Ambiental · Municipal,-13.75331,-49.96364,-13.68154,-49.90214
conservacao,6920.31.1527,ÁREA DE PROTEÇÃO AMBIENTAL ÁGUA SANTA DE MINAS,area de protecao ambiental agua santa de minas,MG,16095.06,Área de Proteção Ambiental · Municipal,-20.97913,-42.18768,-20.80505,-42.04223
conservacao,1680.52.4313,ÁREA DE PROTEÇÃO AMBIENTAL ÁGUAS CLARAS,area de protecao ambiental aguas claras,GO,2655.63,Área de Proteção Ambiental · Municipal,-16.17279,-49.33595,-16.09325,-49.27612
conservacao,0803.52.5217,ÁREA DE PROTEÇÃO AMBIENTAL ÁGUAS DA SERRA,area de protecao ambiental aguas da serra,GO,85463.17,Área de Proteção Ambiental · Municipal,-14.82447,-46.71744,-14.4643,-46.3681
conservacao,0000.26.1928,ÁREA DE PROTEÇÃO AMBIENTAL ALDEIA-BEBERIBE,area de protecao ambiental aldeia-beberibe,PE,31661.75,Área de Proteção Ambiental · Estadual,-8.01588,-35.14482,-7.78049,-34.89879
conservacao,0456.33.5161,ÁREA DE PROTEÇÃO AMBIENTAL ALTO IGUAÇU,area de protecao ambiental alto iguacu,RJ,996.55,Área de Proteção Ambiental · Municipal,-22.71773,-43.41654,-22.69319,-43.31917
conservacao,4409.33.4961,ÁREA DE PROTEÇÃO AMBIENTAL ALTO PIRAÍ - APA ALTO PIRAÍ,area de protecao ambiental alto pirai - apa alto pirai,RJ,34332.9,Área de Proteção Ambiental · Municipal,-22.93179,-44.31806,-22.68161,-43.87933
conservacao,2420.31.2906,ÁREA DE PROTEÇÃO AMBIENTAL ALTO TABOÃO,area de protecao ambiental alto taboao,MG,0.0,Área de Proteção Ambiental · Municipal,-20.61382,-42.07734,-20.51577,-41.97706
conservacao,0000.00.0001,ÁREA DE PROTEÇÃO AMBIENTAL ANHATOMIRIM,area de protecao ambiental anhatomirim,SC,4436.52,Área de Proteção Ambiental · Federal,-27.45098,-48.6063,-27.36534,-48.53345
conservacao,1740.42.4099,ÁREA DE PROTEÇÃO AMBIENTAL ARROIO MACACO,area de protecao ambiental arroio macaco,SC,1616.89,Área de Proteção Ambiental · Municipal,-26.35024,-49.14638,-26.29214,-49.09935
conservacao,0000.29.0321,ÁREA DE PROTEÇÃO AMBIENTAL BACIA DO COBRE / SÃO BARTOLOMEU,area de protecao ambiental bacia do cobre / sao bartolomeu,BA,1152.97,Área de Proteção Ambiental · Estadual,-12.90663,-38.47755,-12.84501,-38.44083
conservacao,0000.00.1521,ÁREA DE PROTEÇÃO AMBIENTAL BACIA DO PARAÍBA DO SUL,area de protecao ambiental bacia do paraiba do sul,"MG, RJ, SP",292595.93,Área de Proteção Ambiental · Federal,-23.59404,-46.43333,-22.42257,-44.34105
conservacao,0000.29.0305,ÁREA DE PROTEÇÃO AMBIENTAL BACIA DO RIO DE JANEIRO,area de protecao ambiental bacia do rio de janeiro,BA,352731.55,Área de Proteção Ambiental · Estadual,-12.13975,-46.37637,-11.62243,-45.14286
conservacao,0000.31.0355,ÁREA DE PROTEÇÃO AMBIENTAL BACIA DO RIO PANDEIROS,area de protecao ambiental bacia do rio pandeiros,MG,396401.47,Área de Proteção Ambiental · Estadual,-15.71812,-45.46141,-14.99999,-44.52025
conservacao,0530.32.3815,AREA DE PROTEÇÃO AMBIENTAL BAÍA DAS TARTARUGAS,area de protecao ambiental baia das tartarugas,ES,1686.07,Área de Proteção Ambiental · Municipal,-20.31823,-40.29094,-20.26417,-40.2471
conservacao,0000.29.0328,ÁREA DE PROTEÇÃO AMBIENTAL BAÍA DE CAMAMU,area de protecao ambiental baia de camamu,BA,122689.44,Área de Proteção Ambiental · Estadual,-14.35054,-39.27085,-13.85036,-38.92779
conservacao,0000.29.0320,ÁREA DE PROTEÇÃO AMBIENTAL BAÍA DE TODOS OS SANTOS,area de protecao ambiental baia de todos os santos,BA,138507.33,Área de Proteção Ambiental · Estadual,-13.14559,-38.93888,-12.57849,-38.42514
conservacao,0520.50.3861,ÁREA DE PROTEÇÃO AMBIENTAL BAÍA NEGRA,area de protecao ambiental baia negra,MS,5990.49,Área de Proteção Ambiental · Municipal,-19.09164,-57.59899,-19.0067,-57.46729
conservacao,5070.35.3577,ÁREA DE PROTEÇÃO AMBIENTAL BALEIA SAHY,area de protecao ambiental baleia sahy,SP,392.54,Área de Proteção Ambiental · Municipal,-23.77708,-45.69424,-23.74443,-45.6594
conservacao,0000.35.3885,AREA DE PROTEÇÃO AMBIENTAL BARREIRO RICO,area de protecao ambiental barreiro rico,SP,30100.73,Área de Proteção Ambiental · Estadual,-22.75904,-48.35163,-22.59924,-47.87813
conservacao,0600.33.3747,ÁREA DE PROTEÇÃO AMBIENTAL BEMPOSTA,area de protecao ambiental bemposta,RJ,19620.54,Área de Proteção Ambiental · Municipal,-22.20697,-43.16795,-22.03778,-42.95534
conservacao,0000.23.4640,ÁREA DE PROTEÇÃO AMBIENTAL BERÇÁRIOS DA VIDA MARINHA,area de protecao ambiental bercarios da vida marinha,CE,13230.89,Área de Proteção Ambiental · Estadual,-4.69087,-37.4771,-4.55735,-37.33206
conservacao,2200.31.1528,ÁREA DE PROTEÇÃO AMBIENTAL BOM JESUS,area de protecao ambiental bom jesus,MG,4566.34,Área de Proteção Ambiental · Municipal,-20.60281,-42.35941,-20.53587,-42.23452
conservacao,7802.31.4864,ÁREA DE PROTEÇÃO AMBIENTAL BOM JESUS,area de protecao ambiental bom jesus,MG,30014.82,Área de Proteção Ambiental · Municipal,-19.8299,-42.52613,-19.5247,-42.29188
conservacao,0000.24.1471,ÁREA DE PROTEÇÃO AMBIENTAL BONFIM/GUARAÍRA,area de protecao ambiental bonfim/guaraira,RN,42470.09,Área de Proteção Ambiental · Estadual,-6.28656,-35.30948,-5.9518,-35.0346
conservacao,5030.35.1961,ÁREA DE PROTEÇÃO AMBIENTAL BORORÉ-COLÔNIA,area de protecao ambiental borore-colonia,SP,8961.06,Área de Proteção Ambiental · Municipal,-23.8656,-46.73856,-23.75633,-46.6228
conservacao,0000.35.1695,ÁREA DE PROTEÇÃO AMBIENTAL CABREUVA,area de protecao ambiental cabreuva,SP,37007.81,Área de Proteção Ambiental · Estadual,-23.40405,-47.2479,-23.15737,-46.95862
conservacao,0000.31.0399,ÁREA DE PROTEÇÃO AMBIENTAL CACHOEIRA DAS ANDORINHAS,area de protecao ambiental cachoeira das andorinhas,MG,14269.36,Área de Proteção Ambiental · Estadual,-20.37649,-43.65376,-20.19389,-43.46056
conservacao,0000.35.1696,ÁREA DE PROTEÇÃO AMBIENTAL CAJAMAR,area de protecao ambiental cajamar,SP,13102.34,Área de Proteção Ambiental · Estadual,-23.43003,-46.93992,-23.27793,-46.81942
conservacao,0000.35.1697,ÁREA DE PROTEÇÃO AMBIENTAL CAJATI,area de protecao ambiental cajati,SP,2972.26,Área de Proteção Ambiental · Estadual,-24.88968,-48.27206,-24.78679,-48.20342
conservacao,0000.29.0301,ÁREA DE PROTEÇÃO AMBIENTAL CAMINHOS ECOLÓGICOS DA BOA ESPERANÇA,area de protecao ambiental caminhos ecologicos da boa esperanca,BA,232003.47,Área de Proteção Ambiental · Estadual,-13.77313,-39.81417,-13.20406,-38.93235
conservacao,0000.35.1698,ÁREA DE PROTEÇÃO AMBIENTAL CAMPOS DO JORDÃO,area de protecao ambiental campos do jordao,SP,28887.09,Área de Proteção Ambiental · Estadual,-22.79686,-45.67577,-22.58897,-45.39975
conservacao,0000.29.0310,ÁREA DE PROTEÇÃO AMBIENTAL CARAÍVA/ TRANCOSO,area de protecao ambiental caraiva/ trancoso,BA,31926.82,Área de Proteção Ambiental · Estadual,-16.85059,-39.23467,-16.58842,-39.05623
conservacao,0412.33.2956,ÁREA DE PROTEÇÃO AMBIENTAL CARAPIÁ,area de protecao ambiental carapia,RJ,3488.23,Área de Proteção Ambiental · Municipal,-22.48622,-44.29353,-22.30129,-44.18186
conservacao,0000.00.0020,ÁREA DE PROTEÇÃO AMBIENTAL CARSTE DE LAGOA SANTA,area de protecao ambiental carste de lagoa santa,MG,37735.31,Área de Proteção Ambiental · Federal,-19.68799,-44.10996,-19.39664,-43.89164
conservacao,0505.52.4155,ÁREA DE PROTEÇÃO AMBIENTAL CASTELANDIA,area de protecao ambiental castelandia,GO,52.1,Área de Proteção Ambiental · Municipal,-18.09796,-50.23125,-18.09099,-50.2202
conservacao,0000.00.0002,ÁREA DE PROTEÇÃO AMBIENTAL CAVERNAS DO PERUAÇU,area de protecao ambiental cavernas do peruacu,MG,143353.29,Área de Proteção Ambiental · Federal,-15.25241,-44.81868,-14.83809,-44.10205
conservacao,1160.26.4288,ÁREA DE PROTEÇÃO AMBIENTAL CAXANGÁ,area de protecao ambiental caxanga,PE,107.77,Área de Proteção Ambiental · Municipal,-8.03086,-34.95727,-8.02057,-34.94289
conservacao,0000.31.0894,ÁREA DE PROTEÇÃO AMBIENTAL COCHÁ E GIBÃO,area de protecao ambiental cocha e gibao,MG,285547.5,Área de Proteção Ambiental · Estadual,-15.08736,-45.62048,-14.46328,-44.68892
conservacao,0000.32.0336,ÁREA DE PROTEÇÃO AMBIENTAL CONCEIÇÃO DA BARRA,area de protecao ambiental conceicao da barra,ES,7906.97,Área de Proteção Ambiental · Estadual,-18.72145,-39.81868,-18.56705,-39.72824
conservacao,0000.29.0308,ÁREA DE PROTEÇÃO AMBIENTAL COROA VERMELHA,area de protecao ambiental coroa vermelha,BA,3810.13,Área de Proteção Ambiental · Estadual,-16.38864,-39.06854,-16.31905,-38.99786
conservacao,6805.31.4231,ÁREA DE PROTEÇÃO AMBIENTAL CORREDEIRAS,area de protecao ambiental corredeiras,MG,0.0,Área de Proteção Ambiental · Municipal,-19.77027,-41.68859,-19.66746,-41.49485
conservacao,0440.43.4293,ÁREA DE PROTEÇÃO AMBIENTAL CORREDORES DE BIODIVERSIDADE DE CANELA,area de protecao ambiental corredores de biodiversidade de canela,RS,2690.14,Área de Proteção Ambiental · Municipal,-29.35869,-50.8901,-29.24757,-50.75672
conservacao,5800.31.3026,AREA DE PROTECAO AMBIENTAL CORREGO DA MATA,area de protecao ambiental corrego da mata,MG,0.0,Área de Proteção Ambiental · Municipal,-19.56548,-43.19457,-19.38937,-43.05596
conservacao,2050.52.4321,ÁREA DE PROTEÇÃO AMBIENTAL CÓRREGO DA MORANGA.,area de protecao ambiental corrego da moranga.,GO,155.15,Área de Proteção Ambiental · Municipal,-18.32048,-51.99041,-18.24616,-51.94284
conservacao,2056.33.4989,ÁREA DE PROTEÇÃO AMBIENTAL CÓRREGO DO MARIMBONDO,area de protecao ambiental corrego do marimbondo,RJ,357.76,Área de Proteção Ambiental · Municipal,-21.44224,-41.61903,-21.41265,-41.59792
conservacao,0300.51.4907,ÁREA DE PROTEÇÃO AMBIENTAL CÓRREGOS GORDURA E BOIADEIRO,area de protecao ambiental corregos gordura e boiadeiro,MT,9224.45,Área de Proteção Ambiental · Municipal,-17.42705,-53.40754,-17.2961,-53.22412
conservacao,0000.00.1912,ÁREA DE PROTEÇÃO AMBIENTAL COSTA DAS ALGAS,area de protecao ambiental costa das algas,ES,114994.94,Área de Proteção Ambiental · Federal,-20.23385,-40.18441,-19.85937,-39.70538
conservacao,0000.29.0309,ÁREA DE PROTEÇÃO AMBIENTAL COSTA DE ITACARÉ/ SERRA GRANDE,area de protecao ambiental costa de itacare/ serra grande,BA,62607.88,Área de Proteção Ambiental · Estadual,-14.533,-39.28163,-14.21819,-38.98013
conservacao,0000.00.0009,ÁREA DE PROTEÇÃO AMBIENTAL COSTA DOS CORAIS,area de protecao ambiental costa dos corais,"AL, PE",495077.14,Área de Proteção Ambiental · Federal,-9.82815,-35.63542,-8.70442,-34.76686
conservacao,6404.52.4564,ÁREA DE PROTEÇÃO AMBIENTAL CRIXÁS,area de protecao ambiental crixas,GO,36.35,Área de Proteção Ambiental · Municipal,-14.57678,-50.00488,-14.55972,-49.98337
conservacao,0000.35.1700,ÁREA DE PROTEÇÃO AMBIENTAL CUESTA CORUMBATAÍ,area de protecao ambiental cuesta corumbatai,SP,274897.68,Área de Proteção Ambiental · Estadual,-22.665,-48.49697,-22.04517,-47.54996
conservacao,0000.35.1972,ÁREA DE PROTEÇÃO AMBIENTAL CUESTA GUARANI,area de protecao ambiental cuesta guarani,SP,214576.18,Área de Proteção Ambiental · Estadual,-23.38812,-48.96586,-22.73511,-48.12872
conservacao,0000.35.1973,ÁREA DE PROTEÇÃO AMBIENTAL CUESTA PARAPANEMA,area de protecao ambiental cuesta parapanema,SP,142544.45,Área de Proteção Ambiental · Estadual,-23.68614,-49.71769,-23.11264,-49.27271
conservacao,0000.00.3696,ÁREA DE PROTEÇÃO AMBIENTAL DA ARARINHA AZUL,area de protecao ambiental da ararinha azul,BA,90640.26,Área de Proteção Ambiental · Federal,-9.42597,-39.98264,-9.01712,-39.58865
conservacao,1480.52.3787,AREA DE PROTECAO AMBIENTAL DA BACIA DO CORREGO CAPAO GRANDE,area de protecao ambiental da bacia do corrego capao grande,GO,800.36,Área de Proteção Ambiental · Municipal,-18.06071,-48.29215,-18.02797,-48.25298
conservacao,2704.50.4797,ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO CÓRREGO CEROULA - APA DO CEROULA,area de protecao ambiental da bacia do corrego ceroula - apa do ceroula,MS,56547.24,Área de Proteção Ambiental · Municipal,-20.47648,-54.92305,-20.16558,-54.59351
conservacao,8807.31.4563,ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO CÓRREGO DA VELHA,area de protecao ambiental da bacia do corrego da velha,MG,4003.5,Área de Proteção Ambiental · Municipal,-19.82052,-45.80787,-19.76213,-45.67696
conservacao,0060.50.4333,ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO IGUATEMI NO MUNICÍPIO DE AMAMBAI,area de protecao ambiental da bacia do iguatemi no municipio de amambai,MS,141066.41,Área de Proteção Ambiental · Municipal,-23.56533,-55.38395,-23.13482,-54.79976
conservacao,0000.00.0003,ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO DESCOBERTO,area de protecao ambiental da bacia do rio descoberto,"DF, GO",41783.33,Área de Proteção Ambiental · Federal,-15.80215,-48.29093,-15.59362,-48.04556
conservacao,0000.33.0736,ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO DOS FRADES,area de protecao ambiental da bacia do rio dos frades,RJ,2871.73,Área de Proteção Ambiental · Estadual,-22.37967,-42.82667,-22.31309,-42.73515
conservacao,0770.50.4326,ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO IGUATEMI,area de protecao ambiental da bacia do rio iguatemi,MS,82523.93,Área de Proteção Ambiental · Municipal,-24.00134,-55.27856,-23.73249,-54.68728
conservacao,4809.50.4459,ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO IGUATEMI DO MUNICÍPIO DE JAPORÃ-MS,area de protecao ambiental da bacia do rio iguatemi do municipio de japora-ms,MS,41660.54,Área de Proteção Ambiental · Municipal,-23.93109,-54.70983,-23.71851,-54.3621
conservacao,0770.50.4328,ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO IGUATEMI DO MUNICÍPIO DE MUNDO NOVO,area de protecao ambiental da bacia do rio iguatemi do municipio de mundo novo,MS,16897.11,Área de Proteção Ambiental · Municipal,-23.97182,-54.42572,-23.82564,-54.14333
conservacao,0795.50.4329,ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO IGUATEMI DO MUNICÍPIO DE TACURU,area de protecao ambiental da bacia do rio iguatemi do municipio de tacuru,MS,178505.81,Área de Proteção Ambiental · Municipal,-23.89262,-55.27153,-23.37642,-54.64867
conservacao,0430.50.4331,ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO IGUATEMI NO MUNICÍPIO DE IGUATEMI,area de protecao ambiental da bacia do rio iguatemi no municipio de iguatemi,MS,115354.92,Área de Proteção Ambiental · Municipal,-23.79312,-54.8813,-23.30477,-54.35436
conservacao,0635.50.4330,ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO IGUATEMI NO MUNICIPIO DE PARANHOS,area de protecao ambiental da bacia do rio iguatemi no municipio de paranhos,MS,130135.58,Área de Proteção Ambiental · Municipal,-23.99563,-55.56167,-23.45669,-55.12859
conservacao,0000.33.0737,ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO MACACU,area de protecao ambiental da bacia do rio macacu,RJ,19502.14,Área de Proteção Ambiental · Estadual,-22.69957,-43.06071,-22.35955,-42.55177
conservacao,0000.53.1637,ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO SÃO BARTOLOMEU,area de protecao ambiental da bacia do rio sao bartolomeu,DF,83310.25,Área de Proteção Ambiental · Estadual,-15.96923,-47.85949,-15.56649,-47.5058
conservacao,0000.00.0005,ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO SÃO JOÃO - MICO-LEÃO-DOURADO,area de protecao ambiental da bacia do rio sao joao - mico-leao-dourado,RJ,150372.42,Área de Proteção Ambiental · Federal,-22.74483,-42.66002,-22.40156,-41.98105
conservacao,0000.31.1771,ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA HIDROGRÁFICA DO RIO MACHADO,area de protecao ambiental da bacia hidrografica do rio machado,MG,117371.25,Área de Proteção Ambiental · Estadual,-22.10202,-46.15614,-21.40702,-45.76509
conservacao,0000.31.1772,ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA HIDROGRÁFICA DO RIO UBERABA,area de protecao ambiental da bacia hidrografica do rio uberaba,MG,45492.46,Área de Proteção Ambiental · Estadual,-19.7202,-47.97988,-19.51932,-47.64999
conservacao,0380.33.3524,ÁREA DE PROTEÇÃO AMBIENTAL DA BAÍA DE PARATY,area de protecao ambiental da baia de paraty,RJ,6460.56,Área de Proteção Ambiental · Municipal,-23.30236,-44.72108,-23.13049,-44.59639
conservacao,0000.21.1887,ÁREA DE PROTEÇÃO AMBIENTAL DA BAIXADA MARANHENSE,area de protecao ambiental da baixada maranhense,MA,1728296.91,Área de Proteção Ambiental · Estadual,-4.00038,-45.53277,-1.9837,-44.40039
conservacao,0000.00.0006,ÁREA DE PROTEÇÃO AMBIENTAL DA BALEIA FRANCA,area de protecao ambiental da baleia franca,SC,154867.71,Área de Proteção Ambiental · Federal,-28.83592,-49.24511,-27.7697,-48.40819
conservacao,0000.00.0007,ÁREA DE PROTEÇÃO AMBIENTAL DA BARRA DO RIO MAMANGUAPE,area de protecao ambiental da barra do rio mamanguape,PB,14918.26,Área de Proteção Ambiental · Federal,-6.88624,-35.08756,-6.70874,-34.88885
conservacao,0000.23.0954,ÁREA DE PROTEÇÃO AMBIENTAL DA BICA DO IPÚ,area de protecao ambiental da bica do ipu,CE,3469.68,Área de Proteção Ambiental · Estadual,-4.33129,-40.76244,-4.23779,-40.70429
conservacao,0605.33.4825,ÁREA DE PROTEÇÃO AMBIENTAL DA CACHOEIRA DA FUMAÇA,area de protecao ambiental da cachoeira da fumaca,RJ,30.26,Área de Proteção Ambiental · Municipal,-21.02919,-41.72575,-21.02034,-41.71533
conservacao,0000.22.4841,ÁREA DE PROTEÇÃO AMBIENTAL DA CACHOEIRA DO URUBU,area de protecao ambiental da cachoeira do urubu,PI,3057.87,Área de Proteção Ambiental · Estadual,-3.93223,-42.1758,-3.88582,-42.07288
conservacao,0605.33.4824,ÁREA DE PROTEÇÃO AMBIENTAL DA CACHOEIRA SANTA ROSA,area de protecao ambiental da cachoeira santa rosa,RJ,17.01,Área de Proteção Ambiental · Municipal,-21.12872,-41.71113,-21.12068,-41.70326
conservacao,0093.33.3629,ÁREA DE PROTEÇÃO AMBIENTAL DA CARAPEBA BOA,area de protecao ambiental da carapeba boa,RJ,1561.64,Área de Proteção Ambiental · Municipal,-22.22563,-41.68306,-22.17127,-41.59156
conservacao,0500.33.4300,ÁREA DE PROTEÇÃO AMBIENTAL DA CEHAB,area de protecao ambiental da cehab,RJ,64.51,Área de Proteção Ambiental · Municipal,-21.62945,-41.03141,-21.61887,-41.01531
