tipo,codigo,nome,nome_norm,uf,area_ha,detalhe,sul,oeste,norte,leste
conservacao,0000.29.2703,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL DEMUNER,reserva particular do patrimonio natural demuner,BA,80.46,Reserva Particular do Patrimônio Natural · Estadual,-17.03179,-39.37015,-17.01496,-39.3511
conservacao,0000.31.4747,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL DIADORIM,reserva particular do patrimonio natural diadorim,MG,1832.94,Reserva Particular do Patrimônio Natural · Estadual,-17.12589,-43.51536,-17.08112,-43.42144
conservacao,0000.52.5225,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL DIAMANTE,reserva particular do patrimonio natural diamante,GO,369.04,Reserva Particular do Patrimônio Natural · Estadual,-14.06752,-47.25426,-14.04277,-47.22967
conservacao,0000.31.2399,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL DO BOM FIM,reserva particular do patrimonio natural do bom fim,MG,2.71,Reserva Particular do Patrimônio Natural · Estadual,-20.6563,-41.85587,-20.65503,-41.85322
conservacao,0000.29.4674,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL DO BOQUEIRÃO DA MATA,reserva particular do patrimonio natural do boqueirao da mata,BA,26.82,Reserva Particular do Patrimônio Natural · Estadual,-18.07464,-39.73504,-18.06991,-39.72241
conservacao,0000.00.2095,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL DO CAJU,reserva particular do patrimonio natural do caju,SE,762.24,Reserva Particular do Patrimônio Natural · Federal,-11.15475,-37.21685,-11.09615,-37.17555
conservacao,0000.29.3201,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL DO JEQUITIBÁ,reserva particular do patrimonio natural do jequitiba,BA,615.19,Reserva Particular do Patrimônio Natural · Estadual,-12.23952,-37.98939,-12.20282,-37.95738
conservacao,0000.00.2183,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL DO TOMBADOR,reserva particular do patrimonio natural do tombador,GO,8717.48,Reserva Particular do Patrimônio Natural · Federal,-13.71597,-47.87579,-13.59004,-47.74342
conservacao,0000.29.4665,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL DO VALDEMAR E DA VITÓRIA,reserva particular do patrimonio natural do valdemar e da vitoria,BA,20.33,Reserva Particular do Patrimônio Natural · Estadual,-18.07004,-39.73702,-18.06655,-39.73046
conservacao,0000.32.3453,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL DOIS IRMÃOS,reserva particular do patrimonio natural dois irmaos,ES,2.15,Reserva Particular do Patrimônio Natural · Estadual,-20.20018,-40.59584,-20.19939,-40.59302
conservacao,0000.33.2640,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL DOIS PEÕES,reserva particular do patrimonio natural dois peoes,RJ,60.02,Reserva Particular do Patrimônio Natural · Estadual,-22.39908,-44.58408,-22.38954,-44.5747
conservacao,0000.32.3261,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL DOM PEDRO,reserva particular do patrimonio natural dom pedro,ES,3.33,Reserva Particular do Patrimônio Natural · Estadual,-19.9689,-40.7344,-19.96772,-40.73073
conservacao,0000.27.4937,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL DOMÍCIO SILVA,reserva particular do patrimonio natural domicio silva,AL,10.17,Reserva Particular do Patrimônio Natural · Estadual,-9.3309,-37.82266,-9.32681,-37.81855
conservacao,0000.00.2097,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL DONA BENTA E SEU CABOCLO,reserva particular do patrimonio natural dona benta e seu caboclo,SE,24.06,Reserva Particular do Patrimônio Natural · Federal,-10.65887,-36.78549,-10.65403,-36.77848
conservacao,0000.31.4703,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL DORES DE GUANHÃES,reserva particular do patrimonio natural dores de guanhaes,MG,17.94,Reserva Particular do Patrimônio Natural · Estadual,-18.98343,-42.99561,-18.97819,-42.98822
conservacao,0000.00.1306,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL DOS FEIXOS,reserva particular do patrimonio natural dos feixos,MG,2.09,Reserva Particular do Patrimônio Natural · Federal,-20.0553,-43.94845,-20.05382,-43.94689
conservacao,0000.33.2286,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL DOUGLAS VIEIRA SOARES,reserva particular do patrimonio natural douglas vieira soares,RJ,17.59,Reserva Particular do Patrimônio Natural · Estadual,-20.93755,-41.85006,-20.93264,-41.84507
conservacao,0000.50.2759,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL DOURADINHO,reserva particular do patrimonio natural douradinho,MS,978.84,Reserva Particular do Patrimônio Natural · Estadual,-21.65289,-53.32193,-21.58485,-53.26401
conservacao,0000.31.4721,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL DOUTOR BENEDICTO JÚLIO VALLADARES,reserva particular do patrimonio natural doutor benedicto julio valladares,MG,1087.95,Reserva Particular do Patrimônio Natural · Estadual,-16.59882,-41.16601,-16.52923,-41.12207
conservacao,0000.31.3993,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL DOUTOR NORBERTO CUSTÓDIO FERREIRA,reserva particular do patrimonio natural doutor norberto custodio ferreira,MG,217.0,Reserva Particular do Patrimônio Natural · Estadual,-21.32687,-42.55103,-21.30595,-42.52774
conservacao,0000.33.2777,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL DR. CARLOS DE OLIVEIRA RAMOS,reserva particular do patrimonio natural dr. carlos de oliveira ramos,RJ,25.32,Reserva Particular do Patrimônio Natural · Estadual,-20.91785,-41.8907,-20.91257,-41.88195
conservacao,0000.00.1450,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL DR. DAISAKU IKEDA,reserva particular do patrimonio natural dr. daisaku ikeda,AM,50.03,Reserva Particular do Patrimônio Natural · Federal,-3.11877,-59.91116,-3.11165,-59.90384
conservacao,0000.35.4073,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL DUAS CACHOEIRAS,reserva particular do patrimonio natural duas cachoeiras,SP,6.3,Reserva Particular do Patrimônio Natural · Estadual,-22.75845,-46.8107,-22.75442,-46.80616
conservacao,0000.33.2288,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL DUAS PEDRAS,reserva particular do patrimonio natural duas pedras,RJ,1.51,Reserva Particular do Patrimônio Natural · Estadual,-22.24937,-42.55401,-22.24731,-42.55209
conservacao,0000.50.1663,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL DUAS PEDRAS,reserva particular do patrimonio natural duas pedras,MS,152.86,Reserva Particular do Patrimônio Natural · Estadual,-19.67931,-54.52352,-19.66918,-54.50345
conservacao,0000.27.4202,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL DUBINHA GUIMARÃES,reserva particular do patrimonio natural dubinha guimaraes,AL,630.43,Reserva Particular do Patrimônio Natural · Estadual,-9.79149,-36.24892,-9.75308,-36.21995
conservacao,0000.00.1405,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL DUNAS DE SANTO ANTÔNIO,reserva particular do patrimonio natural dunas de santo antonio,BA,362.72,Reserva Particular do Patrimônio Natural · Federal,-12.46438,-37.94742,-12.4186,-37.9242
conservacao,0000.00.3687,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL DUNAS DOURADAS,reserva particular do patrimonio natural dunas douradas,RN,166.19,Reserva Particular do Patrimônio Natural · Federal,-5.63405,-35.24709,-5.6196,-35.22782
conservacao,0000.32.3455,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL DUTRA PIMENTA,reserva particular do patrimonio natural dutra pimenta,ES,13.9,Reserva Particular do Patrimônio Natural · Estadual,-20.07011,-41.19825,-20.06768,-41.1919
conservacao,0000.31.2402,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ECOCERRADO BRASIL,reserva particular do patrimonio natural ecocerrado brasil,MG,39.38,Reserva Particular do Patrimônio Natural · Estadual,-19.61561,-47.1448,-19.60857,-47.13575
conservacao,0000.31.3994,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ECOLIFE,reserva particular do patrimonio natural ecolife,MG,1.16,Reserva Particular do Patrimônio Natural · Estadual,-20.77594,-42.88089,-20.77418,-42.87981
conservacao,0000.00.1419,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ECOPARQUE DE UNA,reserva particular do patrimonio natural ecoparque de una,BA,82.38,Reserva Particular do Patrimônio Natural · Federal,-15.17374,-39.05712,-15.16448,-39.04754
conservacao,0000.29.4035,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ECOTERRA TICO TINGA,reserva particular do patrimonio natural ecoterra tico tinga,BA,41.73,Reserva Particular do Patrimônio Natural · Estadual,-13.54444,-39.1708,-13.53442,-39.16367
conservacao,0000.31.3995,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ECOVIVE - ESTÂNCIA ECOLÓGICA VIVA VERDE,reserva particular do patrimonio natural ecovive - estancia ecologica viva verde,MG,38.78,Reserva Particular do Patrimônio Natural · Estadual,-17.84462,-41.71284,-17.83781,-41.70343
conservacao,0000.00.1074,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ECOWORLD,reserva particular do patrimonio natural ecoworld,SP,51.05,Reserva Particular do Patrimônio Natural · Federal,-23.17249,-46.53684,-23.16519,-46.52895
conservacao,0000.29.4410,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL EDGARD NAVARRO SAMPAIO,reserva particular do patrimonio natural edgard navarro sampaio,BA,307.85,Reserva Particular do Patrimônio Natural · Estadual,-11.58641,-41.33715,-11.56301,-41.31031
conservacao,0000.29.4408,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL EDNA MARIA TOURINHO SAMPAIO NAVARRO,reserva particular do patrimonio natural edna maria tourinho sampaio navarro,BA,104.53,Reserva Particular do Patrimônio Natural · Estadual,-11.53599,-41.34793,-11.52187,-41.33854
conservacao,0000.00.1160,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL EL NAGUAL,reserva particular do patrimonio natural el nagual,RJ,17.08,Reserva Particular do Patrimônio Natural · Federal,-22.54581,-43.06848,-22.54159,-43.06393
conservacao,0000.33.5066,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL EL SHAMMAH,reserva particular do patrimonio natural el shammah,RJ,6.36,Reserva Particular do Patrimônio Natural · Estadual,-22.34126,-42.58508,-22.33721,-42.58151
conservacao,0000.00.4506,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ELDORADO,reserva particular do patrimonio natural eldorado,RJ,140.01,Reserva Particular do Patrimônio Natural · Federal,-22.8692,-42.66858,-22.85576,-42.64718
conservacao,0000.00.2098,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ELIAS ANDRADE,reserva particular do patrimonio natural elias andrade,CE,208.07,Reserva Particular do Patrimônio Natural · Federal,-4.01497,-39.51656,-3.99988,-39.49982
conservacao,0000.00.2099,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL EMILIO EINSFELD FILHO,reserva particular do patrimonio natural emilio einsfeld filho,SC,6333.78,Reserva Particular do Patrimônio Natural · Federal,-28.08814,-50.92518,-27.91728,-50.74485
conservacao,0000.00.1081,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL EMILIO FIORENTINO BATTISTELLA,reserva particular do patrimonio natural emilio fiorentino battistella,SC,1156.49,Reserva Particular do Patrimônio Natural · Federal,-26.42826,-49.37766,-26.38203,-49.34355
conservacao,0000.00.4517,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ENCONTRO DAS ÁGUAS,reserva particular do patrimonio natural encontro das aguas,PR,17.85,Reserva Particular do Patrimônio Natural · Federal,-25.73073,-48.59579,-25.72466,-48.58858
conservacao,0000.29.2057,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ENGELHARDT,reserva particular do patrimonio natural engelhardt,BA,392.92,Reserva Particular do Patrimônio Natural · Estadual,-17.03968,-39.36704,-17.01496,-39.3324
conservacao,0000.26.5153,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ENGENHO DE SANTA RITA,reserva particular do patrimonio natural engenho de santa rita,PE,113.52,Reserva Particular do Patrimônio Natural · Estadual,-8.69192,-35.49922,-8.67334,-35.4817
conservacao,0000.29.4403,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ENGENHO FAZENDA LIMOEIRO,reserva particular do patrimonio natural engenho fazenda limoeiro,BA,47.6,Reserva Particular do Patrimônio Natural · Estadual,-14.09342,-44.22709,-14.08179,-44.21869
conservacao,0000.00.1206,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ENGENHO GARGAÚ,reserva particular do patrimonio natural engenho gargau,PB,1036.01,Reserva Particular do Patrimônio Natural · Federal,-7.03233,-34.97106,-6.99963,-34.93784
conservacao,0000.52.5234,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ENGENHO NOVO,reserva particular do patrimonio natural engenho novo,GO,32.9,Reserva Particular do Patrimônio Natural · Estadual,-18.26259,-51.38985,-18.24771,-51.36818
conservacao,0000.35.5178,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ENTRE RIOS,reserva particular do patrimonio natural entre rios,SP,305.72,Reserva Particular do Patrimônio Natural · Estadual,-23.27047,-48.44569,-23.24824,-48.42542
conservacao,0000.50.4036,RESERVA PARTICULAR DO PATRIMONIO NATURAL ERNESTO VARGAS BATISTA,reserva particular do patrimonio natural ernesto vargas batista,MS,14.48,Reserva Particular do Patrimônio Natural · Estadual,-23.81207,-54.10331,-23.80623,-54.09837
conservacao,0000.00.1347,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESCARPAS DO PARAÍSO,reserva particular do patrimonio natural escarpas do paraiso,GO,82.09,Reserva Particular do Patrimônio Natural · Federal,-14.18896,-47.81852,-14.1797,-47.80902
conservacao,0000.00.2100,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESPERANÇA,reserva particular do patrimonio natural esperanca,RN,534.07,Reserva Particular do Patrimônio Natural · Federal,-5.23986,-36.88984,-5.20202,-36.82409
conservacao,0000.29.3412,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESPINITA,reserva particular do patrimonio natural espinita,BA,29.17,Reserva Particular do Patrimônio Natural · Estadual,-13.878,-39.16116,-13.87279,-39.15369
conservacao,0000.00.2101,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTAÇÃO VERACEL,reserva particular do patrimonio natural estacao veracel,BA,2535.37,Reserva Particular do Patrimônio Natural · Federal,-16.35456,-39.16141,-16.30407,-39.10774
conservacao,0000.42.5177,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTADUAL   DE PAULO  BERNARDO  SCHMITT  &  AMÉLIA  SCHMITT,reserva particular do patrimonio natural estadual   de paulo  bernardo  schmitt  &  amelia  schmitt,SC,0.36,Reserva Particular do Patrimônio Natural · Estadual,-26.93545,-48.94262,-26.935,-48.94196
conservacao,0000.42.5111,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTADUAL ADÉLIO MURAKAMI,reserva particular do patrimonio natural estadual adelio murakami,SC,3.01,Reserva Particular do Patrimônio Natural · Estadual,-27.30692,-48.79318,-27.30456,-48.79155
conservacao,0000.42.3953,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTADUAL AROEIRA VERMELHA,reserva particular do patrimonio natural estadual aroeira vermelha,SC,15.19,Reserva Particular do Patrimônio Natural · Estadual,-26.9376,-48.6394,-26.93332,-48.62788
conservacao,0000.43.3753,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTADUAL BARBA,reserva particular do patrimonio natural estadual barba,RS,2381.39,Reserva Particular do Patrimônio Natural · Estadual,-30.44335,-51.25604,-30.29856,-51.09534
conservacao,0000.42.4898,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTADUAL CANELA PRETA,reserva particular do patrimonio natural estadual canela preta,SC,3.0,Reserva Particular do Patrimônio Natural · Estadual,-27.20985,-49.60754,-27.20875,-49.60498
conservacao,0000.42.3516,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTADUAL CB - CARTONAGEM BATISTENSE,reserva particular do patrimonio natural estadual cb - cartonagem batistense,SC,5.0,Reserva Particular do Patrimônio Natural · Estadual,-27.22103,-48.94941,-27.21922,-48.94487
conservacao,0000.42.3960,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTADUAL COMPLEXO SERRA DA FAROFA,reserva particular do patrimonio natural estadual complexo serra da farofa,SC,5255.23,Reserva Particular do Patrimônio Natural · Estadual,-28.03251,-49.90517,-27.87718,-49.68476
conservacao,0000.42.5110,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTADUAL COOPER A1,reserva particular do patrimonio natural estadual cooper a1,SC,17.77,Reserva Particular do Patrimônio Natural · Estadual,-27.02472,-53.7245,-27.02006,-53.71766
conservacao,0000.32.2361,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTADUAL CÓRREGO CASCATA,reserva particular do patrimonio natural estadual corrego cascata,ES,6.68,Reserva Particular do Patrimônio Natural · Estadual,-19.96184,-41.13057,-19.95876,-41.12266
conservacao,0000.42.4996,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTADUAL COSTA ESMERALDA,reserva particular do patrimonio natural estadual costa esmeralda,SC,2.84,Reserva Particular do Patrimônio Natural · Estadual,-27.16201,-48.53345,-27.15987,-48.53124
conservacao,0000.42.3211,RESERVA PARTICULAR DO PATRIMONIO NATURAL ESTADUAL DAS CASCATAS,reserva particular do patrimonio natural estadual das cascatas,SC,21.44,Reserva Particular do Patrimônio Natural · Estadual,-27.42108,-49.36055,-27.41194,-49.35618
conservacao,0000.42.4897,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTADUAL DO SISSIAL,reserva particular do patrimonio natural estadual do sissial,SC,27.77,Reserva Particular do Patrimônio Natural · Estadual,-27.35304,-48.54172,-27.34672,-48.53291
conservacao,0000.42.4578,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTADUAL DONA AUGUSTA,reserva particular do patrimonio natural estadual dona augusta,SC,14.64,Reserva Particular do Patrimônio Natural · Estadual,-26.23526,-48.8271,-26.22985,-48.8195
conservacao,0000.42.4642,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTADUAL DONA BLANKA,reserva particular do patrimonio natural estadual dona blanka,SC,2.02,Reserva Particular do Patrimônio Natural · Estadual,-26.97148,-48.63142,-26.97043,-48.62856
conservacao,0000.42.5302,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTADUAL FRANCISCO RECH,reserva particular do patrimonio natural estadual francisco rech,SC,2.43,Reserva Particular do Patrimônio Natural · Estadual,-27.3709,-49.60158,-27.36963,-49.59904
conservacao,0000.42.4344,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTADUAL FRIOESTE,reserva particular do patrimonio natural estadual frioeste,SC,17.95,Reserva Particular do Patrimônio Natural · Estadual,-26.78371,-53.65866,-26.77813,-53.65165
conservacao,0000.42.4900,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTADUAL HERMÍNIO GIRARDI,reserva particular do patrimonio natural estadual herminio girardi,SC,9.49,Reserva Particular do Patrimônio Natural · Estadual,-27.16317,-49.7198,-27.16002,-49.71555
conservacao,0000.42.4358,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTADUAL ICAP - INDUSTRIA E COMÉRCIO CATARINENSE DE PESCADOS LTDA,reserva particular do patrimonio natural estadual icap - industria e comercio catarinense de pescados ltda,SC,5.05,Reserva Particular do Patrimônio Natural · Estadual,-27.19704,-48.59554,-27.19308,-48.59063
conservacao,0000.42.5176,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTADUAL INIDAVI,reserva particular do patrimonio natural estadual inidavi,SC,2.51,Reserva Particular do Patrimônio Natural · Estadual,-27.25721,-49.64783,-27.25656,-49.64372
conservacao,0000.42.4579,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTADUAL ITUTUPÃ,reserva particular do patrimonio natural estadual itutupa,SC,8.0,Reserva Particular do Patrimônio Natural · Estadual,-27.9519,-49.06686,-27.94515,-49.06372
conservacao,0000.42.3958,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTADUAL JARDIM DAS COLINAS,reserva particular do patrimonio natural estadual jardim das colinas,SC,7.68,Reserva Particular do Patrimônio Natural · Estadual,-27.51552,-49.25844,-27.51153,-49.25523
conservacao,0000.42.3951,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTADUAL JOÃO HEYSE SOBRINHO,reserva particular do patrimonio natural estadual joao heyse sobrinho,SC,5.58,Reserva Particular do Patrimônio Natural · Estadual,-26.1772,-49.88408,-26.17455,-49.88118
conservacao,0000.42.5303,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTADUAL MIGUEL MOCHON,reserva particular do patrimonio natural estadual miguel mochon,SC,0.53,Reserva Particular do Patrimônio Natural · Estadual,-27.48947,-48.49958,-27.48864,-48.49864
conservacao,0000.42.4899,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTADUAL MIRANTE DA AGRONÔMICA,reserva particular do patrimonio natural estadual mirante da agronomica,SC,5.49,Reserva Particular do Patrimônio Natural · Estadual,-27.26521,-49.73803,-27.26248,-49.73412
conservacao,0000.43.3754,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTADUAL MO'Ã,reserva particular do patrimonio natural estadual mo'a,RS,21.0,Reserva Particular do Patrimônio Natural · Estadual,-29.62925,-53.74224,-29.62332,-53.7355
conservacao,0000.42.3950,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTADUAL MORRO DO MOREIRA,reserva particular do patrimonio natural estadual morro do moreira,SC,0.71,Reserva Particular do Patrimônio Natural · Estadual,-27.15615,-48.53501,-27.15521,-48.53392
conservacao,0000.42.4148,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTADUAL NATUREZA VIVA BRF,reserva particular do patrimonio natural estadual natureza viva brf,SC,16.83,Reserva Particular do Patrimônio Natural · Estadual,-26.99841,-51.18102,-26.99453,-51.17452
conservacao,0000.42.4359,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTADUAL PALEOTOCA SERRA LAURENTINO,reserva particular do patrimonio natural estadual paleotoca serra laurentino,SC,2.09,Reserva Particular do Patrimônio Natural · Estadual,-27.17748,-49.72043,-27.17634,-49.71777
conservacao,0000.42.3954,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTADUAL PARQUE DAS ARAUCÁRIAS,reserva particular do patrimonio natural estadual parque das araucarias,SC,35.06,Reserva Particular do Patrimônio Natural · Estadual,-26.48083,-49.59477,-26.47457,-49.58527
conservacao,0000.42.4361,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTADUAL PARQUE DAS BORBOLETAS,reserva particular do patrimonio natural estadual parque das borboletas,SC,8.15,Reserva Particular do Patrimônio Natural · Estadual,-27.21917,-49.66577,-27.21471,-49.66191
conservacao,0000.43.4697,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTADUAL PASSO DO BURACO,reserva particular do patrimonio natural estadual passo do buraco,RS,0.28,Reserva Particular do Patrimônio Natural · Estadual,-28.28849,-50.83574,-28.28788,-50.83474
conservacao,0000.42.3210,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTADUAL PEDRA BRANCA,reserva particular do patrimonio natural estadual pedra branca,SC,10.57,Reserva Particular do Patrimônio Natural · Estadual,-27.80804,-49.33074,-27.80412,-49.32483
conservacao,0000.42.4360,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTADUAL PICO DA BANDEIRA,reserva particular do patrimonio natural estadual pico da bandeira,SC,15.14,Reserva Particular do Patrimônio Natural · Estadual,-27.23434,-49.63124,-27.22949,-49.62435
conservacao,0000.42.3957,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTADUAL PROF. YARA C. NICOLETTI,reserva particular do patrimonio natural estadual prof. yara c. nicoletti,SC,285.18,Reserva Particular do Patrimônio Natural · Estadual,-26.90671,-51.78378,-26.87986,-51.76585
conservacao,0000.42.3959,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTADUAL RESERVA AMBIENTAL S. SANTOS,reserva particular do patrimonio natural estadual reserva ambiental s. santos,SC,12.87,Reserva Particular do Patrimônio Natural · Estadual,-27.32248,-49.19878,-27.318,-49.19496
conservacao,0000.42.3212,RESERVA PARTICULAR DO PATRIMONIO NATURAL ESTADUAL RESERVA DE FONTES E VERDES,reserva particular do patrimonio natural estadual reserva de fontes e verdes,SC,130.19,Reserva Particular do Patrimônio Natural · Estadual,-26.60828,-49.29182,-26.59144,-49.28047
conservacao,0000.42.5301,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTADUAL RIBEIRÃO AREIA,reserva particular do patrimonio natural estadual ribeirao areia,SC,7.0,Reserva Particular do Patrimônio Natural · Estadual,-27.34158,-49.66987,-27.33845,-49.66736
conservacao,0000.42.3956,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTADUAL RIO BONITO,reserva particular do patrimonio natural estadual rio bonito,SC,11.94,Reserva Particular do Patrimônio Natural · Estadual,-26.42575,-50.89099,-26.41959,-50.88772
conservacao,0000.42.2876,RESERVA PARTICULAR DO PATRIMONIO NATURAL ESTADUAL RIO DA PRATA BUGIU,reserva particular do patrimonio natural estadual rio da prata bugiu,SC,15.0,Reserva Particular do Patrimônio Natural · Estadual,-27.85127,-49.12598,-27.84649,-49.12092
conservacao,0000.42.3955,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTADUAL RIO DOS PARDOS,reserva particular do patrimonio natural estadual rio dos pardos,SC,18.38,Reserva Particular do Patrimônio Natural · Estadual,-26.43452,-50.98058,-26.42828,-50.97507
conservacao,0000.43.4028,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTADUAL SALTO FORQUETA,reserva particular do patrimonio natural estadual salto forqueta,RS,45.49,Reserva Particular do Patrimônio Natural · Estadual,-29.07981,-52.22627,-29.07361,-52.21312
conservacao,0000.42.5163,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTADUAL SÍTIO AMOR VERDADEIRO,reserva particular do patrimonio natural estadual sitio amor verdadeiro,SC,33.34,Reserva Particular do Patrimônio Natural · Estadual,-27.18779,-48.57544,-27.17578,-48.56883
conservacao,0000.42.5162,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTADUAL SÍTIO DUNKA ROSA,reserva particular do patrimonio natural estadual sitio dunka rosa,SC,6.31,Reserva Particular do Patrimônio Natural · Estadual,-26.51601,-49.94498,-26.51058,-49.94277
conservacao,0000.42.4146,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTADUAL SONHO AZUL,reserva particular do patrimonio natural estadual sonho azul,SC,1.57,Reserva Particular do Patrimônio Natural · Estadual,-27.78346,-48.63439,-27.78237,-48.63255
conservacao,0000.42.4147,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTADUAL VALDIR BALDIN,reserva particular do patrimonio natural estadual valdir baldin,SC,6.58,Reserva Particular do Patrimônio Natural · Estadual,-27.1733,-52.48463,-27.16813,-52.48166
conservacao,0000.00.2102,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTÂNCIA CAIMAN,reserva particular do patrimonio natural estancia caiman,MS,5511.72,Reserva Particular do Patrimônio Natural · Federal,-19.95561,-56.41126,-19.87064,-56.30212
conservacao,0000.00.1231,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTÂNCIA ECOLÓGICA SESC - PANTANAL,reserva particular do patrimonio natural estancia ecologica sesc - pantanal,MT,9275.01,Reserva Particular do Patrimônio Natural · Federal,-16.7853,-56.22972,-16.68527,-56.12967
