ponto_id,conglomerado,regiao,uf,municipio,lon,lat,bioma
14024,PA_776,Norte,PA,Alenquer,-55.259998,-1.440000,Amazônia
14025,PA_777,Norte,PA,Alenquer,-55.079998,-1.440000,Amazônia
14026,PA_778,Norte,PA,Alenquer,-54.900002,-1.440000,Amazônia
14027,PA_779,Norte,PA,Alenquer,-54.720001,-1.440000,Amazônia
14114,PA_840,Norte,PA,Alenquer,-55.079998,-1.620000,Amazônia
14115,PA_841,Norte,PA,Alenquer,-54.900002,-1.620000,Amazônia
14116,PA_842,Norte,PA,Alenquer,-54.720001,-1.620000,Amazônia
14117,PA_843,Norte,PA,Alenquer,-54.540001,-1.620000,Amazônia
14205,PA_902,Norte,PA,Alenquer,-54.900002,-1.800001,Amazônia
14206,PA_903,Norte,PA,Alenquer,-54.720001,-1.800001,Amazônia
14207,PA_904,Norte,PA,Alenquer,-54.540001,-1.800001,Amazônia
14281,PA_963,Norte,PA,Alenquer,-54.720001,-1.980001,Amazônia
14282,PA_964,Norte,PA,Alenquer,-54.540001,-1.980001,Amazônia
13461,PA_111,Norte,PA,Almeirim,-53.999999,1.259999,Amazônia
13462,PA_112,Norte,PA,Almeirim,-53.819999,1.259999,Amazônia
13463,PA_113,Norte,PA,Almeirim,-53.639998,1.259999,Amazônia
13484,PA_143,Norte,PA,Almeirim,-53.639998,1.079999,Amazônia
13485,PA_144,Norte,PA,Almeirim,-53.460002,1.079999,Amazônia
13506,PA_175,Norte,PA,Almeirim,-53.460002,0.899998,Amazônia
13529,PA_207,Norte,PA,Almeirim,-53.280001,0.720002,Amazônia
13554,PA_239,Norte,PA,Almeirim,-53.280001,0.540002,Amazônia
13580,PA_271,Norte,PA,Almeirim,-53.819999,0.360001,Amazônia
13581,PA_274,Norte,PA,Almeirim,-53.280001,0.360001,Amazônia
13605,PA_305,Norte,PA,Almeirim,-53.999999,0.180001,Amazônia
13606,PA_306,Norte,PA,Almeirim,-53.819999,0.180001,Amazônia
13607,PA_307,Norte,PA,Almeirim,-53.639998,0.180001,Amazônia
13608,PA_309,Norte,PA,Almeirim,-53.280001,0.180001,Amazônia
13609,PA_310,Norte,PA,Almeirim,-53.100001,0.180001,Amazônia
13637,PA_344,Norte,PA,Almeirim,-53.999999,0.000000,Amazônia
13638,PA_345,Norte,PA,Almeirim,-53.819999,0.000000,Amazônia
13639,PA_346,Norte,PA,Almeirim,-53.639998,0.000000,Amazônia
13640,PA_349,Norte,PA,Almeirim,-53.100001,0.000000,Amazônia
13667,PA_387,Norte,PA,Almeirim,-53.819999,-0.180001,Amazônia
13668,PA_388,Norte,PA,Almeirim,-53.639998,-0.180001,Amazônia
13669,PA_391,Norte,PA,Almeirim,-53.100001,-0.180001,Amazônia
13670,PA_392,Norte,PA,Almeirim,-52.920000,-0.180001,Amazônia
13705,PA_432,Norte,PA,Almeirim,-53.819999,-0.360001,Amazônia
13706,PA_433,Norte,PA,Almeirim,-53.639998,-0.360001,Amazônia
13707,PA_434,Norte,PA,Almeirim,-53.460002,-0.360001,Amazônia
13708,PA_438,Norte,PA,Almeirim,-52.740000,-0.360001,Amazônia
13741,PA_483,Norte,PA,Almeirim,-53.819999,-0.540002,Amazônia
13742,PA_484,Norte,PA,Almeirim,-53.639998,-0.540002,Amazônia
13743,PA_485,Norte,PA,Almeirim,-53.460002,-0.540002,Amazônia
13744,PA_486,Norte,PA,Almeirim,-53.280001,-0.540002,Amazônia
13745,PA_488,Norte,PA,Almeirim,-52.920000,-0.540002,Amazônia
13746,PA_489,Norte,PA,Almeirim,-52.740000,-0.540002,Amazônia
13788,PA_536,Norte,PA,Almeirim,-53.639998,-0.720002,Amazônia
13789,PA_537,Norte,PA,Almeirim,-53.460002,-0.720002,Amazônia
13790,PA_538,Norte,PA,Almeirim,-53.280001,-0.720002,Amazônia
13791,PA_539,Norte,PA,Almeirim,-53.100001,-0.720002,Amazônia
13792,PA_540,Norte,PA,Almeirim,-52.920000,-0.720002,Amazônia
13793,PA_541,Norte,PA,Almeirim,-52.740000,-0.720002,Amazônia
13794,PA_542,Norte,PA,Almeirim,-52.559999,-0.720002,Amazônia
13429,PA_55,Norte,PA,Almeirim,-54.720001,1.620000,Amazônia
13430,PA_58,Norte,PA,Almeirim,-54.180000,1.620000,Amazônia
13849,PA_596,Norte,PA,Almeirim,-53.280001,-0.899998,Amazônia
13850,PA_597,Norte,PA,Almeirim,-53.100001,-0.899998,Amazônia
13851,PA_598,Norte,PA,Almeirim,-52.920000,-0.899998,Amazônia
13852,PA_599,Norte,PA,Almeirim,-52.740000,-0.899998,Amazônia
13853,PA_600,Norte,PA,Almeirim,-52.559999,-0.899998,Amazônia
13909,PA_658,Norte,PA,Almeirim,-53.280001,-1.079999,Amazônia
13910,PA_659,Norte,PA,Almeirim,-53.100001,-1.079999,Amazônia
13911,PA_660,Norte,PA,Almeirim,-52.920000,-1.079999,Amazônia
13912,PA_661,Norte,PA,Almeirim,-52.740000,-1.079999,Amazônia
13913,PA_662,Norte,PA,Almeirim,-52.559999,-1.079999,Amazônia
13914,PA_663,Norte,PA,Almeirim,-52.379999,-1.079999,Amazônia
13969,PA_721,Norte,PA,Almeirim,-53.460002,-1.259999,Amazônia
13970,PA_722,Norte,PA,Almeirim,-53.280001,-1.259999,Amazônia
13971,PA_723,Norte,PA,Almeirim,-53.100001,-1.259999,Amazônia
13972,PA_724,Norte,PA,Almeirim,-52.920000,-1.259999,Amazônia
13973,PA_725,Norte,PA,Almeirim,-52.740000,-1.259999,Amazônia
13974,PA_726,Norte,PA,Almeirim,-52.559999,-1.259999,Amazônia
13975,PA_727,Norte,PA,Almeirim,-52.379999,-1.259999,Amazônia
13976,PA_728,Norte,PA,Almeirim,-52.199998,-1.259999,Amazônia
13977,PA_729,Norte,PA,Almeirim,-52.020002,-1.259999,Amazônia
14034,PA_786,Norte,PA,Almeirim,-53.460002,-1.440000,Amazônia
14035,PA_787,Norte,PA,Almeirim,-53.280001,-1.440000,Amazônia
14036,PA_788,Norte,PA,Almeirim,-53.100001,-1.440000,Amazônia
14037,PA_789,Norte,PA,Almeirim,-52.920000,-1.440000,Amazônia
14038,PA_790,Norte,PA,Almeirim,-52.740000,-1.440000,Amazônia
14039,PA_791,Norte,PA,Almeirim,-52.559999,-1.440000,Amazônia
14040,PA_792,Norte,PA,Almeirim,-52.379999,-1.440000,Amazônia
14041,PA_793,Norte,PA,Almeirim,-52.199998,-1.440000,Amazônia
13440,PA_83,Norte,PA,Almeirim,-54.180000,1.440000,Amazônia
13441,PA_84,Norte,PA,Almeirim,-53.999999,1.440000,Amazônia
14124,PA_850,Norte,PA,Almeirim,-53.280001,-1.620000,Amazônia
14125,PA_851,Norte,PA,Almeirim,-53.100001,-1.620000,Amazônia
14126,PA_852,Norte,PA,Almeirim,-52.920000,-1.620000,Amazônia
14721,PA_1367,Norte,PA,Altamira,-52.379999,-3.240001,Amazônia
14722,PA_1368,Norte,PA,Altamira,-52.199998,-3.240001,Amazônia
14783,PA_1423,Norte,PA,Altamira,-52.379999,-3.420001,Amazônia
14784,PA_1424,Norte,PA,Altamira,-52.199998,-3.420001,Amazônia
14785,PA_1425,Norte,PA,Altamira,-52.020002,-3.420001,Amazônia
14836,PA_1479,Norte,PA,Altamira,-52.379999,-3.600002,Amazônia
14837,PA_1480,Norte,PA,Altamira,-52.199998,-3.600002,Amazônia
14904,PA_1534,Norte,PA,Altamira,-52.379999,-3.779998,Amazônia
15064,PA_1694,Norte,PA,Altamira,-53.460002,-4.319999,Amazônia
15065,PA_1695,Norte,PA,Altamira,-53.280001,-4.319999,Amazônia
15112,PA_1741,Norte,PA,Altamira,-54.900002,-4.500000,Amazônia
15113,PA_1747,Norte,PA,Altamira,-53.819999,-4.500000,Amazônia
15114,PA_1748,Norte,PA,Altamira,-53.639998,-4.500000,Amazônia
15115,PA_1749,Norte,PA,Altamira,-53.460002,-4.500000,Amazônia
15116,PA_1753,Norte,PA,Altamira,-52.740000,-4.500000,Amazônia
15163,PA_1795,Norte,PA,Altamira,-55.079998,-4.680000,Amazônia
15164,PA_1796,Norte,PA,Altamira,-54.900002,-4.680000,Amazônia
15165,PA_1799,Norte,PA,Altamira,-54.360000,-4.680000,Amazônia
15166,PA_1800,Norte,PA,Altamira,-54.180000,-4.680000,Amazônia
15167,PA_1801,Norte,PA,Altamira,-53.999999,-4.680000,Amazônia
15168,PA_1802,Norte,PA,Altamira,-53.819999,-4.680000,Amazônia
15169,PA_1803,Norte,PA,Altamira,-53.639998,-4.680000,Amazônia
15170,PA_1804,Norte,PA,Altamira,-53.460002,-4.680000,Amazônia
15171,PA_1807,Norte,PA,Altamira,-52.920000,-4.680000,Amazônia
15223,PA_1846,Norte,PA,Altamira,-55.439999,-4.860001,Amazônia
15224,PA_1847,Norte,PA,Altamira,-55.259998,-4.860001,Amazônia
15225,PA_1849,Norte,PA,Altamira,-54.900002,-4.860001,Amazônia
15226,PA_1850,Norte,PA,Altamira,-54.720001,-4.860001,Amazônia
15227,PA_1851,Norte,PA,Altamira,-54.540001,-4.860001,Amazônia
15228,PA_1852,Norte,PA,Altamira,-54.360000,-4.860001,Amazônia
15229,PA_1853,Norte,PA,Altamira,-54.180000,-4.860001,Amazônia
15230,PA_1856,Norte,PA,Altamira,-53.639998,-4.860001,Amazônia
15231,PA_1859,Norte,PA,Altamira,-53.100001,-4.860001,Amazônia
15232,PA_1860,Norte,PA,Altamira,-52.920000,-4.860001,Amazônia
15284,PA_1900,Norte,PA,Altamira,-55.259998,-5.040002,Amazônia
15285,PA_1903,Norte,PA,Altamira,-54.720001,-5.040002,Amazônia
15286,PA_1904,Norte,PA,Altamira,-54.540001,-5.040002,Amazônia
15287,PA_1905,Norte,PA,Altamira,-54.360000,-5.040002,Amazônia
15288,PA_1906,Norte,PA,Altamira,-54.180000,-5.040002,Amazônia
15289,PA_1907,Norte,PA,Altamira,-53.999999,-5.040002,Amazônia
15290,PA_1908,Norte,PA,Altamira,-53.819999,-5.040002,Amazônia
15291,PA_1911,Norte,PA,Altamira,-53.280001,-5.040002,Amazônia
15292,PA_1912,Norte,PA,Altamira,-53.100001,-5.040002,Amazônia
15336,PA_1951,Norte,PA,Altamira,-55.439999,-5.220002,Amazônia
15337,PA_1957,Norte,PA,Altamira,-54.360000,-5.220002,Amazônia
15338,PA_1958,Norte,PA,Altamira,-54.180000,-5.220002,Amazônia
15339,PA_1959,Norte,PA,Altamira,-53.999999,-5.220002,Amazônia
15340,PA_1960,Norte,PA,Altamira,-53.819999,-5.220002,Amazônia
15341,PA_1961,Norte,PA,Altamira,-53.639998,-5.220002,Amazônia
15342,PA_1962,Norte,PA,Altamira,-53.460002,-5.220002,Amazônia
15343,PA_1963,Norte,PA,Altamira,-53.280001,-5.220002,Amazônia
15344,PA_1964,Norte,PA,Altamira,-53.100001,-5.220002,Amazônia
15345,PA_1965,Norte,PA,Altamira,-52.920000,-5.220002,Amazônia
15384,PA_2008,Norte,PA,Altamira,-54.360000,-5.399998,Amazônia
15385,PA_2009,Norte,PA,Altamira,-54.180000,-5.399998,Amazônia
15386,PA_2011,Norte,PA,Altamira,-53.819999,-5.399998,Amazônia
15387,PA_2012,Norte,PA,Altamira,-53.639998,-5.399998,Amazônia
15388,PA_2013,Norte,PA,Altamira,-53.460002,-5.399998,Amazônia
15389,PA_2014,Norte,PA,Altamira,-53.280001,-5.399998,Amazônia
15390,PA_2015,Norte,PA,Altamira,-53.100001,-5.399998,Amazônia
15391,PA_2016,Norte,PA,Altamira,-52.920000,-5.399998,Amazônia
15427,PA_2059,Norte,PA,Altamira,-54.360000,-5.579999,Amazônia
15428,PA_2060,Norte,PA,Altamira,-54.180000,-5.579999,Amazônia
15429,PA_2064,Norte,PA,Altamira,-53.460002,-5.579999,Amazônia
15430,PA_2065,Norte,PA,Altamira,-53.280001,-5.579999,Amazônia
15431,PA_2066,Norte,PA,Altamira,-53.100001,-5.579999,Amazônia
15432,PA_2067,Norte,PA,Altamira,-52.920000,-5.579999,Amazônia
15433,PA_2068,Norte,PA,Altamira,-52.740000,-5.579999,Amazônia
15468,PA_2113,Norte,PA,Altamira,-54.360000,-5.759999,Amazônia
15469,PA_2114,Norte,PA,Altamira,-54.180000,-5.759999,Amazônia
15470,PA_2117,Norte,PA,Altamira,-53.639998,-5.759999,Amazônia
15471,PA_2118,Norte,PA,Altamira,-53.460002,-5.759999,Amazônia
15472,PA_2119,Norte,PA,Altamira,-53.280001,-5.759999,Amazônia
15473,PA_2120,Norte,PA,Altamira,-53.100001,-5.759999,Amazônia
15510,PA_2164,Norte,PA,Altamira,-54.900002,-5.940000,Amazônia
15511,PA_2166,Norte,PA,Altamira,-54.540001,-5.940000,Amazônia
15512,PA_2167,Norte,PA,Altamira,-54.360000,-5.940000,Amazônia
15513,PA_2168,Norte,PA,Altamira,-54.180000,-5.940000,Amazônia
15514,PA_2169,Norte,PA,Altamira,-53.999999,-5.940000,Amazônia
15515,PA_2170,Norte,PA,Altamira,-53.819999,-5.940000,Amazônia
15516,PA_2171,Norte,PA,Altamira,-53.639998,-5.940000,Amazônia
15517,PA_2172,Norte,PA,Altamira,-53.460002,-5.940000,Amazônia
15518,PA_2173,Norte,PA,Altamira,-53.280001,-5.940000,Amazônia
15552,PA_2217,Norte,PA,Altamira,-55.259998,-6.120000,Amazônia
15553,PA_2218,Norte,PA,Altamira,-55.079998,-6.120000,Amazônia
15554,PA_2219,Norte,PA,Altamira,-54.900002,-6.120000,Amazônia
15555,PA_2220,Norte,PA,Altamira,-54.720001,-6.120000,Amazônia
15556,PA_2221,Norte,PA,Altamira,-54.540001,-6.120000,Amazônia
15557,PA_2222,Norte,PA,Altamira,-54.360000,-6.120000,Amazônia
15558,PA_2223,Norte,PA,Altamira,-54.180000,-6.120000,Amazônia
15559,PA_2224,Norte,PA,Altamira,-53.999999,-6.120000,Amazônia
15560,PA_2225,Norte,PA,Altamira,-53.819999,-6.120000,Amazônia
15561,PA_2226,Norte,PA,Altamira,-53.639998,-6.120000,Amazônia
15562,PA_2227,Norte,PA,Altamira,-53.460002,-6.120000,Amazônia
15605,PA_2272,Norte,PA,Altamira,-55.259998,-6.300001,Amazônia
15606,PA_2273,Norte,PA,Altamira,-55.079998,-6.300001,Amazônia
15607,PA_2274,Norte,PA,Altamira,-54.900002,-6.300001,Amazônia
15608,PA_2275,Norte,PA,Altamira,-54.720001,-6.300001,Amazônia
15609,PA_2276,Norte,PA,Altamira,-54.540001,-6.300001,Amazônia
15610,PA_2277,Norte,PA,Altamira,-54.360000,-6.300001,Amazônia
15611,PA_2278,Norte,PA,Altamira,-54.180000,-6.300001,Amazônia
15612,PA_2279,Norte,PA,Altamira,-53.999999,-6.300001,Amazônia
15613,PA_2280,Norte,PA,Altamira,-53.819999,-6.300001,Amazônia
15614,PA_2281,Norte,PA,Altamira,-53.639998,-6.300001,Amazônia
15615,PA_2282,Norte,PA,Altamira,-53.460002,-6.300001,Amazônia
15616,PA_2283,Norte,PA,Altamira,-53.280001,-6.300001,Amazônia
15666,PA_2328,Norte,PA,Altamira,-55.079998,-6.480001,Amazônia
15667,PA_2329,Norte,PA,Altamira,-54.900002,-6.480001,Amazônia
15668,PA_2331,Norte,PA,Altamira,-54.540001,-6.480001,Amazônia
15669,PA_2333,Norte,PA,Altamira,-54.180000,-6.480001,Amazônia
15670,PA_2334,Norte,PA,Altamira,-53.999999,-6.480001,Amazônia
15671,PA_2335,Norte,PA,Altamira,-53.819999,-6.480001,Amazônia
15672,PA_2336,Norte,PA,Altamira,-53.639998,-6.480001,Amazônia
15673,PA_2337,Norte,PA,Altamira,-53.460002,-6.480001,Amazônia
15716,PA_2382,Norte,PA,Altamira,-55.079998,-6.660002,Amazônia
15717,PA_2387,Norte,PA,Altamira,-54.180000,-6.660002,Amazônia
15718,PA_2388,Norte,PA,Altamira,-53.999999,-6.660002,Amazônia
15719,PA_2389,Norte,PA,Altamira,-53.819999,-6.660002,Amazônia
15720,PA_2390,Norte,PA,Altamira,-53.639998,-6.660002,Amazônia
15762,PA_2436,Norte,PA,Altamira,-55.079998,-6.839998,Amazônia
15763,PA_2442,Norte,PA,Altamira,-53.999999,-6.839998,Amazônia
15764,PA_2443,Norte,PA,Altamira,-53.819999,-6.839998,Amazônia
15765,PA_2444,Norte,PA,Altamira,-53.639998,-6.839998,Amazônia
15766,PA_2445,Norte,PA,Altamira,-53.460002,-6.839998,Amazônia
15767,PA_2446,Norte,PA,Altamira,-53.280001,-6.839998,Amazônia
15809,PA_2487,Norte,PA,Altamira,-55.079998,-7.019998,Amazônia
15810,PA_2494,Norte,PA,Altamira,-53.819999,-7.019998,Amazônia
15811,PA_2495,Norte,PA,Altamira,-53.639998,-7.019998,Amazônia
15812,PA_2496,Norte,PA,Altamira,-53.460002,-7.019998,Amazônia
15855,PA_2537,Norte,PA,Altamira,-55.079998,-7.199999,Amazônia
15856,PA_2544,Norte,PA,Altamira,-53.819999,-7.199999,Amazônia
15857,PA_2545,Norte,PA,Altamira,-53.639998,-7.199999,Amazônia
15899,PA_2586,Norte,PA,Altamira,-55.079998,-7.380000,Amazônia
15989,PA_2683,Norte,PA,Altamira,-54.900002,-7.740001,Amazônia
16021,PA_2731,Norte,PA,Altamira,-54.900002,-7.920001,Amazônia
16048,PA_2777,Norte,PA,Altamira,-55.079998,-8.100002,Amazônia
16049,PA_2778,Norte,PA,Altamira,-54.900002,-8.100002,Amazônia
16071,PA_2824,Norte,PA,Altamira,-55.079998,-8.280002,Amazônia
16072,PA_2825,Norte,PA,Altamira,-54.900002,-8.280002,Amazônia
16073,PA_2826,Norte,PA,Altamira,-54.720001,-8.280002,Amazônia
16096,PA_2871,Norte,PA,Altamira,-55.079998,-8.459998,Amazônia
16097,PA_2872,Norte,PA,Altamira,-54.900002,-8.459998,Amazônia
16098,PA_2873,Norte,PA,Altamira,-54.720001,-8.459998,Amazônia
16122,PA_2917,Norte,PA,Altamira,-55.079998,-8.639999,Amazônia
16123,PA_2918,Norte,PA,Altamira,-54.900002,-8.639999,Amazônia
16124,PA_2919,Norte,PA,Altamira,-54.720001,-8.639999,Amazônia
16141,PA_2961,Norte,PA,Altamira,-55.079998,-8.819999,Amazônia
16142,PA_2962,Norte,PA,Altamira,-54.900002,-8.819999,Amazônia
16143,PA_2963,Norte,PA,Altamira,-54.720001,-8.819999,Amazônia
16144,PA_2964,Norte,PA,Altamira,-54.540001,-8.819999,Amazônia
16161,PA_3003,Norte,PA,Altamira,-55.079998,-9.000000,Amazônia
16162,PA_3004,Norte,PA,Altamira,-54.900002,-9.000000,Amazônia
16163,PA_3005,Norte,PA,Altamira,-54.720001,-9.000000,Amazônia
16164,PA_3006,Norte,PA,Altamira,-54.540001,-9.000000,Amazônia
16192,PA_3047,Norte,PA,Altamira,-54.540001,-9.180000,Amazônia
16221,PA_3084,Norte,PA,Altamira,-54.720001,-9.360001,Amazônia
16222,PA_3085,Norte,PA,Altamira,-54.540001,-9.360001,Amazônia
16246,PA_3110,Norte,PA,Altamira,-54.540001,-9.540001,Amazônia
13718,PA_445,Norte,PA,Anajás,-50.220001,-0.360001,Amazônia
13757,PA_497,Norte,PA,Anajás,-50.220001,-0.540002,Amazônia
13758,PA_498,Norte,PA,Anajás,-50.040001,-0.540002,Amazônia
13805,PA_549,Norte,PA,Anajás,-50.400002,-0.720002,Amazônia
13806,PA_550,Norte,PA,Anajás,-50.220001,-0.720002,Amazônia
13807,PA_551,Norte,PA,Anajás,-50.040001,-0.720002,Amazônia
13808,PA_552,Norte,PA,Anajás,-49.860000,-0.720002,Amazônia
13865,PA_608,Norte,PA,Anajás,-50.400002,-0.899998,Amazônia
13866,PA_609,Norte,PA,Anajás,-50.220001,-0.899998,Amazônia
13867,PA_610,Norte,PA,Anajás,-50.040001,-0.899998,Amazônia
13868,PA_611,Norte,PA,Anajás,-49.860000,-0.899998,Amazônia
13926,PA_673,Norte,PA,Anajás,-50.040001,-1.079999,Amazônia
13927,PA_674,Norte,PA,Anajás,-49.860000,-1.079999,Amazônia
13994,PA_749,Norte,PA,Ananindeua,-48.420000,-1.259999,Amazônia
14602,PA_1260,Norte,PA,Anapu,-51.660001,-2.880000,Amazônia
14603,PA_1261,Norte,PA,Anapu,-51.480001,-2.880000,Amazônia
14667,PA_1315,Norte,PA,Anapu,-51.660001,-3.060000,Amazônia
14668,PA_1316,Norte,PA,Anapu,-51.480001,-3.060000,Amazônia
14669,PA_1317,Norte,PA,Anapu,-51.300000,-3.060000,Amazônia
14726,PA_1372,Norte,PA,Anapu,-51.480001,-3.240001,Amazônia
14727,PA_1373,Norte,PA,Anapu,-51.300000,-3.240001,Amazônia
14786,PA_1427,Norte,PA,Anapu,-51.660001,-3.420001,Amazônia
14787,PA_1428,Norte,PA,Anapu,-51.480001,-3.420001,Amazônia
14788,PA_1429,Norte,PA,Anapu,-51.300000,-3.420001,Amazônia
14840,PA_1484,Norte,PA,Anapu,-51.480001,-3.600002,Amazônia
14841,PA_1485,Norte,PA,Anapu,-51.300000,-3.600002,Amazônia
14909,PA_1540,Norte,PA,Anapu,-51.300000,-3.779998,Amazônia
15117,PA_1763,Norte,PA,Anapu,-50.939999,-4.500000,Amazônia
15172,PA_1818,Norte,PA,Anapu,-50.939999,-4.680000,Amazônia
15233,PA_1871,Norte,PA,Anapu,-50.939999,-4.860001,Amazônia
15293,PA_1924,Norte,PA,Anapu,-50.939999,-5.040002,Amazônia
5560,PA_692,Norte,PA,Augusto Corrêa,-46.620000,-1.079999,Amazônia
4982,PA_1059,Norte,PA,Aurora do Pará,-47.699998,-2.160002,Amazônia
4983,PA_1060,Norte,PA,Aurora do Pará,-47.519998,-2.160002,Amazônia
5002,PA_1116,Norte,PA,Aurora do Pará,-47.519998,-2.339998,Amazônia
14705,PA_1350,Norte,PA,Aveiro,-55.439999,-3.240001,Amazônia
14760,PA_1400,Norte,PA,Aveiro,-56.520002,-3.420001,Amazônia
14761,PA_1401,Norte,PA,Aveiro,-56.340002,-3.420001,Amazônia
14762,PA_1402,Norte,PA,Aveiro,-56.160001,-3.420001,Amazônia
14763,PA_1403,Norte,PA,Aveiro,-55.980001,-3.420001,Amazônia
14764,PA_1404,Norte,PA,Aveiro,-55.800000,-3.420001,Amazônia
14765,PA_1405,Norte,PA,Aveiro,-55.619999,-3.420001,Amazônia
14766,PA_1406,Norte,PA,Aveiro,-55.439999,-3.420001,Amazônia
14767,PA_1407,Norte,PA,Aveiro,-55.259998,-3.420001,Amazônia
14822,PA_1460,Norte,PA,Aveiro,-55.800000,-3.600002,Amazônia
14823,PA_1461,Norte,PA,Aveiro,-55.619999,-3.600002,Amazônia
14824,PA_1462,Norte,PA,Aveiro,-55.439999,-3.600002,Amazônia
14825,PA_1463,Norte,PA,Aveiro,-55.259998,-3.600002,Amazônia
14890,PA_1513,Norte,PA,Aveiro,-56.160001,-3.779998,Amazônia
14891,PA_1514,Norte,PA,Aveiro,-55.980001,-3.779998,Amazônia
14892,PA_1515,Norte,PA,Aveiro,-55.800000,-3.779998,Amazônia
14893,PA_1516,Norte,PA,Aveiro,-55.619999,-3.779998,Amazônia
14894,PA_1517,Norte,PA,Aveiro,-55.439999,-3.779998,Amazônia
14895,PA_1518,Norte,PA,Aveiro,-55.259998,-3.779998,Amazônia
14957,PA_1568,Norte,PA,Aveiro,-56.340002,-3.959998,Amazônia
14958,PA_1569,Norte,PA,Aveiro,-56.160001,-3.959998,Amazônia
14960,PA_1571,Norte,PA,Aveiro,-55.800000,-3.959998,Amazônia
14961,PA_1572,Norte,PA,Aveiro,-55.619999,-3.959998,Amazônia
14962,PA_1573,Norte,PA,Aveiro,-55.439999,-3.959998,Amazônia
15008,PA_1622,Norte,PA,Aveiro,-56.520002,-4.139999,Amazônia
15009,PA_1623,Norte,PA,Aveiro,-56.340002,-4.139999,Amazônia
14367,PA_1044,Norte,PA,Bagre,-50.400002,-2.160002,Amazônia
14368,PA_1045,Norte,PA,Bagre,-50.220001,-2.160002,Amazônia
14430,PA_1101,Norte,PA,Bagre,-50.220001,-2.339998,Amazônia
14488,PA_1157,Norte,PA,Bagre,-50.220001,-2.519999,Amazônia
14489,PA_1158,Norte,PA,Bagre,-50.040001,-2.519999,Amazônia
14550,PA_1214,Norte,PA,Bagre,-50.040001,-2.699999,Amazônia
14611,PA_1269,Norte,PA,Bagre,-50.040001,-2.880000,Amazônia
14612,PA_1270,Norte,PA,Bagre,-49.860000,-2.880000,Amazônia
14301,PA_987,Norte,PA,Bagre,-50.400002,-1.980001,Amazônia
14302,PA_988,Norte,PA,Bagre,-50.220001,-1.980001,Amazônia
5024,PA_1217,Norte,PA,Baião,-49.499999,-2.699999,Amazônia
5039,PA_1272,Norte,PA,Baião,-49.499999,-2.880000,Amazônia
5054,PA_1325,Norte,PA,Baião,-49.860000,-3.060000,Amazônia
5055,PA_1326,Norte,PA,Baião,-49.680000,-3.060000,Amazônia
5069,PA_1381,Norte,PA,Baião,-49.860000,-3.240001,Amazônia
5070,PA_1382,Norte,PA,Baião,-49.680000,-3.240001,Amazônia
5087,PA_1438,Norte,PA,Baião,-49.680000,-3.420001,Amazônia
5103,PA_1493,Norte,PA,Baião,-49.860000,-3.600002,Amazônia
5410,PA_2610,Norte,PA,Bannach,-50.759998,-7.380000,Amazônia
5411,PA_2611,Norte,PA,Bannach,-50.579998,-7.380000,Amazônia
5412,PA_2612,Norte,PA,Bannach,-50.400002,-7.380000,Amazônia
5419,PA_2658,Norte,PA,Bannach,-50.939999,-7.560000,Amazônia
5420,PA_2659,Norte,PA,Bannach,-50.759998,-7.560000,Amazônia
5421,PA_2660,Norte,PA,Bannach,-50.579998,-7.560000,Amazônia
5422,PA_2661,Norte,PA,Bannach,-50.400002,-7.560000,Amazônia
13993,PA_748,Norte,PA,Barcarena,-48.600001,-1.259999,Amazônia
14061,PA_813,Norte,PA,Barcarena,-48.600001,-1.440000,Amazônia
14148,PA_876,Norte,PA,Barcarena,-48.600001,-1.620000,Amazônia
14524,PA_1186,Norte,PA,Belterra,-55.079998,-2.699999,Amazônia
14525,PA_1187,Norte,PA,Belterra,-54.900002,-2.699999,Amazônia
14583,PA_1241,Norte,PA,Belterra,-55.079998,-2.880000,Amazônia
14584,PA_1242,Norte,PA,Belterra,-54.900002,-2.880000,Amazônia
14707,PA_1353,Norte,PA,Belterra,-54.900002,-3.240001,Amazônia
14768,PA_1408,Norte,PA,Belterra,-55.079998,-3.420001,Amazônia
14769,PA_1409,Norte,PA,Belterra,-54.900002,-3.420001,Amazônia
13933,PA_682,Norte,PA,Belém,-48.420000,-1.079999,Amazônia
14062,PA_814,Norte,PA,Belém,-48.420000,-1.440000,Amazônia
5222,PA_1883,Norte,PA,Bom Jesus do Tocantins,-48.780002,-4.860001,Amazônia
5223,PA_1884,Norte,PA,Bom Jesus do Tocantins,-48.600001,-4.860001,Amazônia
5232,PA_1936,Norte,PA,Bom Jesus do Tocantins,-48.780002,-5.040002,Amazônia
5233,PA_1937,Norte,PA,Bom Jesus do Tocantins,-48.600001,-5.040002,Amazônia
5246,PA_1988,Norte,PA,Bom Jesus do Tocantins,-48.780002,-5.220002,Amazônia
5247,PA_1989,Norte,PA,Bom Jesus do Tocantins,-48.600001,-5.220002,Amazônia
5571,PA_820,Norte,PA,Bonito,-47.340002,-1.440000,Amazônia
5559,PA_691,Norte,PA,Bragança,-46.800000,-1.079999,Amazônia
5565,PA_757,Norte,PA,Bragança,-46.980001,-1.259999,Amazônia
5566,PA_758,Norte,PA,Bragança,-46.800000,-1.259999,Amazônia
5567,PA_759,Norte,PA,Bragança,-46.620000,-1.259999,Amazônia
5574,PA_823,Norte,PA,Bragança,-46.800000,-1.440000,Amazônia
14596,PA_1254,Norte,PA,Brasil Novo,-52.740000,-2.880000,Amazônia
