ponto_id,conglomerado,regiao,uf,municipio,lon,lat,bioma
13541,AP_270,,,,-50.220001,0.720002,Amazônia
13417,AP_99,,,,-50.579998,2.160002,Amazônia
1715,ES_81,,,,-40.139998,-19.980001,
13764,PA_507,,,,-48.420000,-0.540002,Amazônia
13814,PA_560,,,,-48.420000,-0.720002,Amazônia
13874,PA_619,,,,-48.420000,-0.899998,Amazônia
8145,RS_379,,,,-49.860000,-29.519998,
9191,SC_9,,,,-48.600001,-26.100001,
98,AC_294,Norte,AC,Acrelândia,-67.139998,-9.720002,Amazônia
113,AC_320,Norte,AC,Acrelândia,-66.960002,-9.899998,Amazônia
114,AC_321,Norte,AC,Acrelândia,-66.780001,-9.899998,Amazônia
131,AC_342,Norte,AC,Acrelândia,-66.960002,-10.079999,Amazônia
149,AC_368,Norte,AC,Assis Brasil,-69.660001,-10.440000,Amazônia
164,AC_386,Norte,AC,Assis Brasil,-69.660001,-10.620000,Amazônia
177,AC_403,Norte,AC,Assis Brasil,-69.480000,-10.800001,Amazônia
165,AC_387,Norte,AC,Brasiléia,-69.480000,-10.620000,Amazônia
166,AC_388,Norte,AC,Brasiléia,-69.300000,-10.620000,Amazônia
167,AC_389,Norte,AC,Brasiléia,-69.119999,-10.620000,Amazônia
168,AC_390,Norte,AC,Brasiléia,-68.939999,-10.620000,Amazônia
176,AC_402,Norte,AC,Brasiléia,-69.660001,-10.800001,Amazônia
178,AC_404,Norte,AC,Brasiléia,-69.300000,-10.800001,Amazônia
179,AC_405,Norte,AC,Brasiléia,-69.119999,-10.800001,Amazônia
180,AC_406,Norte,AC,Brasiléia,-68.939999,-10.800001,Amazônia
186,AC_414,Norte,AC,Brasiléia,-68.759998,-10.980001,Amazônia
72,AC_240,Norte,AC,Bujari,-68.220001,-9.360001,Amazônia
81,AC_263,Norte,AC,Bujari,-68.400002,-9.540001,Amazônia
82,AC_264,Norte,AC,Bujari,-68.220001,-9.540001,Amazônia
91,AC_287,Norte,AC,Bujari,-68.400002,-9.720002,Amazônia
92,AC_288,Norte,AC,Bujari,-68.220001,-9.720002,Amazônia
93,AC_289,Norte,AC,Bujari,-68.040001,-9.720002,Amazônia
159,AC_377,Norte,AC,Capixaba,-68.040001,-10.440000,Amazônia
160,AC_378,Norte,AC,Capixaba,-67.860000,-10.440000,Amazônia
174,AC_396,Norte,AC,Capixaba,-67.860000,-10.620000,Amazônia
23,AC_14,Norte,AC,Cruzeiro do Sul,-72.720001,-7.560000,Amazônia
28,AC_15,Norte,AC,Cruzeiro do Sul,-72.540000,-7.560000,Amazônia
63,AC_22,Norte,AC,Cruzeiro do Sul,-72.540000,-7.740001,Amazônia
66,AC_23,Norte,AC,Cruzeiro do Sul,-72.360000,-7.740001,Amazônia
74,AC_25,Norte,AC,Cruzeiro do Sul,-71.999999,-7.740001,Amazônia
145,AC_36,Norte,AC,Cruzeiro do Sul,-72.720001,-7.920001,Amazônia
151,AC_37,Norte,AC,Cruzeiro do Sul,-72.540000,-7.920001,Amazônia
162,AC_38,Norte,AC,Cruzeiro do Sul,-72.360000,-7.920001,Amazônia
200,AC_54,Norte,AC,Cruzeiro do Sul,-73.080002,-8.100002,Amazônia
201,AC_56,Norte,AC,Cruzeiro do Sul,-72.720001,-8.100002,Amazônia
202,AC_57,Norte,AC,Cruzeiro do Sul,-72.540000,-8.100002,Amazônia
203,AC_58,Norte,AC,Cruzeiro do Sul,-72.360000,-8.100002,Amazônia
215,AC_75,Norte,AC,Cruzeiro do Sul,-73.080002,-8.280002,Amazônia
181,AC_407,Norte,AC,Epitaciolândia,-68.759998,-10.800001,Amazônia
182,AC_408,Norte,AC,Epitaciolândia,-68.580002,-10.800001,Amazônia
187,AC_415,Norte,AC,Epitaciolândia,-68.580002,-10.980001,Amazônia
4,AC_110,Norte,AC,Feijó,-70.559999,-8.459998,Amazônia
5,AC_111,Norte,AC,Feijó,-70.379999,-8.459998,Amazônia
6,AC_112,Norte,AC,Feijó,-70.199998,-8.459998,Amazônia
7,AC_113,Norte,AC,Feijó,-70.020002,-8.459998,Amazônia
8,AC_114,Norte,AC,Feijó,-69.840001,-8.459998,Amazônia
9,AC_115,Norte,AC,Feijó,-69.660001,-8.459998,Amazônia
14,AC_129,Norte,AC,Feijó,-70.920000,-8.639999,Amazônia
16,AC_130,Norte,AC,Feijó,-70.740000,-8.639999,Amazônia
17,AC_133,Norte,AC,Feijó,-70.199998,-8.639999,Amazônia
18,AC_134,Norte,AC,Feijó,-70.020002,-8.639999,Amazônia
19,AC_135,Norte,AC,Feijó,-69.840001,-8.639999,Amazônia
20,AC_136,Norte,AC,Feijó,-69.660001,-8.639999,Amazônia
29,AC_150,Norte,AC,Feijó,-71.100001,-8.819999,Amazônia
30,AC_157,Norte,AC,Feijó,-69.840001,-8.819999,Amazônia
38,AC_172,Norte,AC,Feijó,-71.280001,-9.000000,Amazônia
39,AC_173,Norte,AC,Feijó,-71.100001,-9.000000,Amazônia
195,AC_48,Norte,AC,Feijó,-70.559999,-7.920001,Amazônia
196,AC_49,Norte,AC,Feijó,-70.379999,-7.920001,Amazônia
198,AC_50,Norte,AC,Feijó,-70.199998,-7.920001,Amazônia
199,AC_51,Norte,AC,Feijó,-70.020002,-7.920001,Amazônia
212,AC_68,Norte,AC,Feijó,-70.559999,-8.100002,Amazônia
213,AC_70,Norte,AC,Feijó,-70.199998,-8.100002,Amazônia
214,AC_71,Norte,AC,Feijó,-70.020002,-8.100002,Amazônia
221,AC_89,Norte,AC,Feijó,-70.559999,-8.280002,Amazônia
222,AC_90,Norte,AC,Feijó,-70.379999,-8.280002,Amazônia
223,AC_91,Norte,AC,Feijó,-70.199998,-8.280002,Amazônia
224,AC_92,Norte,AC,Feijó,-70.020002,-8.280002,Amazônia
225,AC_93,Norte,AC,Feijó,-69.840001,-8.280002,Amazônia
226,AC_94,Norte,AC,Feijó,-69.660001,-8.280002,Amazônia
51,AC_192,Norte,AC,Jordão,-71.999999,-9.180000,Amazônia
52,AC_193,Norte,AC,Jordão,-71.819998,-9.180000,Amazônia
53,AC_194,Norte,AC,Jordão,-71.639998,-9.180000,Amazônia
64,AC_220,Norte,AC,Jordão,-71.819998,-9.360001,Amazônia
21,AC_137,Norte,AC,Manoel Urbano,-69.480000,-8.639999,Amazônia
22,AC_138,Norte,AC,Manoel Urbano,-69.300000,-8.639999,Amazônia
31,AC_158,Norte,AC,Manoel Urbano,-69.660001,-8.819999,Amazônia
32,AC_159,Norte,AC,Manoel Urbano,-69.480000,-8.819999,Amazônia
33,AC_160,Norte,AC,Manoel Urbano,-69.300000,-8.819999,Amazônia
34,AC_161,Norte,AC,Manoel Urbano,-69.119999,-8.819999,Amazônia
35,AC_162,Norte,AC,Manoel Urbano,-68.939999,-8.819999,Amazônia
43,AC_180,Norte,AC,Manoel Urbano,-69.840001,-9.000000,Amazônia
44,AC_181,Norte,AC,Manoel Urbano,-69.660001,-9.000000,Amazônia
45,AC_182,Norte,AC,Manoel Urbano,-69.480000,-9.000000,Amazônia
46,AC_183,Norte,AC,Manoel Urbano,-69.300000,-9.000000,Amazônia
55,AC_205,Norte,AC,Manoel Urbano,-69.660001,-9.180000,Amazônia
24,AC_140,Norte,AC,Marechal Thaumaturgo,-72.900002,-8.819999,Amazônia
25,AC_141,Norte,AC,Marechal Thaumaturgo,-72.720001,-8.819999,Amazônia
36,AC_164,Norte,AC,Marechal Thaumaturgo,-72.720001,-9.000000,Amazônia
3,AC_11,Norte,AC,Mâncio Lima,-73.259998,-7.560000,Amazônia
15,AC_13,Norte,AC,Mâncio Lima,-72.900002,-7.560000,Amazônia
37,AC_17,Norte,AC,Mâncio Lima,-73.439999,-7.740001,Amazônia
42,AC_18,Norte,AC,Mâncio Lima,-73.259998,-7.740001,Amazônia
197,AC_5,Norte,AC,Mâncio Lima,-73.259998,-7.380000,Amazônia
205,AC_6,Norte,AC,Mâncio Lima,-73.080002,-7.380000,Amazônia
129,AC_340,Norte,AC,Plácido de Castro,-67.319998,-10.079999,Amazônia
130,AC_341,Norte,AC,Plácido de Castro,-67.139998,-10.079999,Amazônia
146,AC_360,Norte,AC,Plácido de Castro,-67.499999,-10.259999,Amazônia
147,AC_361,Norte,AC,Plácido de Castro,-67.319998,-10.259999,Amazônia
148,AC_362,Norte,AC,Plácido de Castro,-67.139998,-10.259999,Amazônia
161,AC_379,Norte,AC,Plácido de Castro,-67.679999,-10.440000,Amazônia
163,AC_380,Norte,AC,Plácido de Castro,-67.499999,-10.440000,Amazônia
73,AC_241,Norte,AC,Porto Acre,-68.040001,-9.360001,Amazônia
83,AC_265,Norte,AC,Porto Acre,-68.040001,-9.540001,Amazônia
84,AC_266,Norte,AC,Porto Acre,-67.860000,-9.540001,Amazônia
85,AC_267,Norte,AC,Porto Acre,-67.679999,-9.540001,Amazônia
94,AC_290,Norte,AC,Porto Acre,-67.860000,-9.720002,Amazônia
95,AC_291,Norte,AC,Porto Acre,-67.679999,-9.720002,Amazônia
96,AC_292,Norte,AC,Porto Acre,-67.499999,-9.720002,Amazônia
109,AC_317,Norte,AC,Porto Acre,-67.499999,-9.899998,Amazônia
10,AC_118,Norte,AC,Porto Walter,-72.900002,-8.639999,Amazônia
11,AC_119,Norte,AC,Porto Walter,-72.720001,-8.639999,Amazônia
12,AC_120,Norte,AC,Porto Walter,-72.540000,-8.639999,Amazônia
216,AC_76,Norte,AC,Porto Walter,-72.900002,-8.280002,Amazônia
217,AC_77,Norte,AC,Porto Walter,-72.720001,-8.280002,Amazônia
218,AC_78,Norte,AC,Porto Walter,-72.540000,-8.280002,Amazônia
227,AC_97,Norte,AC,Porto Walter,-72.900002,-8.459998,Amazônia
228,AC_98,Norte,AC,Porto Walter,-72.720001,-8.459998,Amazônia
90,AC_286,Norte,AC,Rio Branco,-68.580002,-9.720002,Amazônia
103,AC_311,Norte,AC,Rio Branco,-68.580002,-9.899998,Amazônia
104,AC_312,Norte,AC,Rio Branco,-68.400002,-9.899998,Amazônia
105,AC_313,Norte,AC,Rio Branco,-68.220001,-9.899998,Amazônia
106,AC_314,Norte,AC,Rio Branco,-68.040001,-9.899998,Amazônia
107,AC_315,Norte,AC,Rio Branco,-67.860000,-9.899998,Amazônia
108,AC_316,Norte,AC,Rio Branco,-67.679999,-9.899998,Amazônia
120,AC_332,Norte,AC,Rio Branco,-68.759998,-10.079999,Amazônia
121,AC_333,Norte,AC,Rio Branco,-68.580002,-10.079999,Amazônia
122,AC_334,Norte,AC,Rio Branco,-68.400002,-10.079999,Amazônia
123,AC_335,Norte,AC,Rio Branco,-68.220001,-10.079999,Amazônia
124,AC_336,Norte,AC,Rio Branco,-68.040001,-10.079999,Amazônia
125,AC_337,Norte,AC,Rio Branco,-67.860000,-10.079999,Amazônia
126,AC_338,Norte,AC,Rio Branco,-67.679999,-10.079999,Amazônia
137,AC_352,Norte,AC,Rio Branco,-68.939999,-10.259999,Amazônia
138,AC_353,Norte,AC,Rio Branco,-68.759998,-10.259999,Amazônia
139,AC_354,Norte,AC,Rio Branco,-68.580002,-10.259999,Amazônia
140,AC_355,Norte,AC,Rio Branco,-68.400002,-10.259999,Amazônia
141,AC_356,Norte,AC,Rio Branco,-68.220001,-10.259999,Amazônia
142,AC_357,Norte,AC,Rio Branco,-68.040001,-10.259999,Amazônia
143,AC_358,Norte,AC,Rio Branco,-67.860000,-10.259999,Amazônia
152,AC_370,Norte,AC,Rio Branco,-69.300000,-10.440000,Amazônia
50,AC_19,Norte,AC,Rodrigues Alves,-73.080002,-7.740001,Amazônia
54,AC_20,Norte,AC,Rodrigues Alves,-72.900002,-7.740001,Amazônia
59,AC_21,Norte,AC,Rodrigues Alves,-72.720001,-7.740001,Amazônia
101,AC_31,Norte,AC,Rodrigues Alves,-73.619999,-7.920001,Amazônia
112,AC_32,Norte,AC,Rodrigues Alves,-73.439999,-7.920001,Amazônia
117,AC_33,Norte,AC,Rodrigues Alves,-73.259998,-7.920001,Amazônia
128,AC_34,Norte,AC,Rodrigues Alves,-73.080002,-7.920001,Amazônia
134,AC_35,Norte,AC,Rodrigues Alves,-72.900002,-7.920001,Amazônia
40,AC_178,Norte,AC,Santa Rosa do Purus,-70.199998,-9.000000,Amazônia
41,AC_179,Norte,AC,Santa Rosa do Purus,-70.020002,-9.000000,Amazônia
65,AC_227,Norte,AC,Santa Rosa do Purus,-70.559999,-9.360001,Amazônia
75,AC_252,Norte,AC,Santa Rosa do Purus,-70.379999,-9.540001,Amazônia
47,AC_184,Norte,AC,Sena Madureira,-69.119999,-9.000000,Amazônia
48,AC_185,Norte,AC,Sena Madureira,-68.939999,-9.000000,Amazônia
49,AC_186,Norte,AC,Sena Madureira,-68.759998,-9.000000,Amazônia
56,AC_206,Norte,AC,Sena Madureira,-69.480000,-9.180000,Amazônia
57,AC_208,Norte,AC,Sena Madureira,-69.119999,-9.180000,Amazônia
58,AC_209,Norte,AC,Sena Madureira,-68.939999,-9.180000,Amazônia
60,AC_210,Norte,AC,Sena Madureira,-68.759998,-9.180000,Amazônia
61,AC_211,Norte,AC,Sena Madureira,-68.580002,-9.180000,Amazônia
62,AC_212,Norte,AC,Sena Madureira,-68.400002,-9.180000,Amazônia
67,AC_235,Norte,AC,Sena Madureira,-69.119999,-9.360001,Amazônia
68,AC_236,Norte,AC,Sena Madureira,-68.939999,-9.360001,Amazônia
69,AC_237,Norte,AC,Sena Madureira,-68.759998,-9.360001,Amazônia
70,AC_238,Norte,AC,Sena Madureira,-68.580002,-9.360001,Amazônia
71,AC_239,Norte,AC,Sena Madureira,-68.400002,-9.360001,Amazônia
76,AC_259,Norte,AC,Sena Madureira,-69.119999,-9.540001,Amazônia
78,AC_260,Norte,AC,Sena Madureira,-68.939999,-9.540001,Amazônia
79,AC_261,Norte,AC,Sena Madureira,-68.759998,-9.540001,Amazônia
80,AC_262,Norte,AC,Sena Madureira,-68.580002,-9.540001,Amazônia
87,AC_283,Norte,AC,Sena Madureira,-69.119999,-9.720002,Amazônia
88,AC_284,Norte,AC,Sena Madureira,-68.939999,-9.720002,Amazônia
89,AC_285,Norte,AC,Sena Madureira,-68.759998,-9.720002,Amazônia
99,AC_308,Norte,AC,Sena Madureira,-69.119999,-9.899998,Amazônia
100,AC_309,Norte,AC,Sena Madureira,-68.939999,-9.899998,Amazônia
102,AC_310,Norte,AC,Sena Madureira,-68.759998,-9.899998,Amazônia
115,AC_328,Norte,AC,Sena Madureira,-69.480000,-10.079999,Amazônia
116,AC_329,Norte,AC,Sena Madureira,-69.300000,-10.079999,Amazônia
118,AC_330,Norte,AC,Sena Madureira,-69.119999,-10.079999,Amazônia
119,AC_331,Norte,AC,Sena Madureira,-68.939999,-10.079999,Amazônia
132,AC_348,Norte,AC,Sena Madureira,-69.660001,-10.259999,Amazônia
133,AC_349,Norte,AC,Sena Madureira,-69.480000,-10.259999,Amazônia
135,AC_350,Norte,AC,Sena Madureira,-69.300000,-10.259999,Amazônia
136,AC_351,Norte,AC,Sena Madureira,-69.119999,-10.259999,Amazônia
150,AC_369,Norte,AC,Sena Madureira,-69.480000,-10.440000,Amazônia
97,AC_293,Norte,AC,Senador Guiomard,-67.319998,-9.720002,Amazônia
110,AC_318,Norte,AC,Senador Guiomard,-67.319998,-9.899998,Amazônia
111,AC_319,Norte,AC,Senador Guiomard,-67.139998,-9.899998,Amazônia
127,AC_339,Norte,AC,Senador Guiomard,-67.499999,-10.079999,Amazônia
144,AC_359,Norte,AC,Senador Guiomard,-67.679999,-10.259999,Amazônia
1,AC_108,Norte,AC,Tarauacá,-70.920000,-8.459998,Amazônia
2,AC_109,Norte,AC,Tarauacá,-70.740000,-8.459998,Amazônia
13,AC_128,Norte,AC,Tarauacá,-71.100001,-8.639999,Amazônia
26,AC_148,Norte,AC,Tarauacá,-71.460002,-8.819999,Amazônia
27,AC_149,Norte,AC,Tarauacá,-71.280001,-8.819999,Amazônia
77,AC_26,Norte,AC,Tarauacá,-71.819998,-7.740001,Amazônia
86,AC_27,Norte,AC,Tarauacá,-71.639998,-7.740001,Amazônia
175,AC_40,Norte,AC,Tarauacá,-71.999999,-7.920001,Amazônia
184,AC_41,Norte,AC,Tarauacá,-71.819998,-7.920001,Amazônia
189,AC_42,Norte,AC,Tarauacá,-71.639998,-7.920001,Amazônia
190,AC_43,Norte,AC,Tarauacá,-71.460002,-7.920001,Amazônia
191,AC_44,Norte,AC,Tarauacá,-71.280001,-7.920001,Amazônia
192,AC_45,Norte,AC,Tarauacá,-71.100001,-7.920001,Amazônia
193,AC_46,Norte,AC,Tarauacá,-70.920000,-7.920001,Amazônia
194,AC_47,Norte,AC,Tarauacá,-70.740000,-7.920001,Amazônia
204,AC_59,Norte,AC,Tarauacá,-72.179999,-8.100002,Amazônia
206,AC_62,Norte,AC,Tarauacá,-71.639998,-8.100002,Amazônia
207,AC_63,Norte,AC,Tarauacá,-71.460002,-8.100002,Amazônia
208,AC_64,Norte,AC,Tarauacá,-71.280001,-8.100002,Amazônia
209,AC_65,Norte,AC,Tarauacá,-71.100001,-8.100002,Amazônia
210,AC_66,Norte,AC,Tarauacá,-70.920000,-8.100002,Amazônia
211,AC_67,Norte,AC,Tarauacá,-70.740000,-8.100002,Amazônia
219,AC_86,Norte,AC,Tarauacá,-71.100001,-8.280002,Amazônia
220,AC_87,Norte,AC,Tarauacá,-70.920000,-8.280002,Amazônia
153,AC_371,Norte,AC,Xapuri,-69.119999,-10.440000,Amazônia
154,AC_372,Norte,AC,Xapuri,-68.939999,-10.440000,Amazônia
155,AC_373,Norte,AC,Xapuri,-68.759998,-10.440000,Amazônia
156,AC_374,Norte,AC,Xapuri,-68.580002,-10.440000,Amazônia
157,AC_375,Norte,AC,Xapuri,-68.400002,-10.440000,Amazônia
158,AC_376,Norte,AC,Xapuri,-68.220001,-10.440000,Amazônia
169,AC_391,Norte,AC,Xapuri,-68.759998,-10.620000,Amazônia
170,AC_392,Norte,AC,Xapuri,-68.580002,-10.620000,Amazônia
171,AC_393,Norte,AC,Xapuri,-68.400002,-10.620000,Amazônia
172,AC_394,Norte,AC,Xapuri,-68.220001,-10.620000,Amazônia
173,AC_395,Norte,AC,Xapuri,-68.040001,-10.620000,Amazônia
183,AC_409,Norte,AC,Xapuri,-68.400002,-10.800001,Amazônia
185,AC_410,Norte,AC,Xapuri,-68.220001,-10.800001,Amazônia
188,AC_416,Norte,AC,Xapuri,-68.400002,-10.980001,Amazônia
270,AL_41,Nordeste,AL,Atalaia,-36.180000,-9.540001,Mata Atlântica
275,AL_47,Nordeste,AL,Batalha,-37.079998,-9.720002,Caatinga
281,AL_52,Nordeste,AL,Boca da Mata,-36.180000,-9.720002,Mata Atlântica
235,AL_13_D,Nordeste,AL,Branquinha,-35.954998,-9.180000,Mata Atlântica
230,AL_10,Nordeste,AL,Canapi,-37.439999,-9.180000,Caatinga
300,AL_9,Nordeste,AL,Canapi,-37.620000,-9.180000,Caatinga
292,AL_65,Nordeste,AL,Coruripe,-36.360000,-10.079999,Mata Atlântica
239,AL_17,Nordeste,AL,Delmiro Gouveia,-38.160001,-9.360001,Caatinga
240,AL_18,Nordeste,AL,Delmiro Gouveia,-37.980001,-9.360001,Caatinga
241,AL_18_P44,Nordeste,AL,Delmiro Gouveia,-37.912499,-9.517501,Caatinga
246,AL_23,Nordeste,AL,Dois Riachos,-37.079998,-9.360001,Caatinga
284,AL_57,Nordeste,AL,Feira Grande,-36.720002,-9.899998,Caatinga
294,AL_69,Nordeste,AL,Feliz Deserto,-36.360000,-10.259999,Mata Atlântica
236,AL_14,Nordeste,AL,Flexeiras,-35.819999,-9.180000,Mata Atlântica
277,AL_48,Nordeste,AL,Girau do Ponciano,-36.900002,-9.720002,Caatinga
253,AL_2_E,Nordeste,AL,Ibateguara,-35.865000,-9.000000,Mata Atlântica
254,AL_2_I,Nordeste,AL,Ibateguara,-35.865000,-9.045001,Mata Atlântica
266,AL_38,Nordeste,AL,Igaci,-36.720002,-9.540001,Caatinga
291,AL_64,Nordeste,AL,Igreja Nova,-36.540001,-10.079999,Caatinga
287,AL_60,Nordeste,AL,Jequiá da Praia,-36.180000,-9.899998,Mata Atlântica
255,AL_2_K,Nordeste,AL,Joaquim Gomes,-35.865000,-9.089998,Mata Atlântica
256,AL_3,Nordeste,AL,Joaquim Gomes,-35.819999,-9.000000,Mata Atlântica
268,AL_3_F,Nordeste,AL,Joaquim Gomes,-35.819999,-9.045001,Mata Atlântica
279,AL_50,Nordeste,AL,Limoeiro de Anadia,-36.540001,-9.720002,Caatinga
280,AL_51,Nordeste,AL,Limoeiro de Anadia,-36.360000,-9.720002,Mata Atlântica
272,AL_44,Nordeste,AL,Maceió,-35.639998,-9.540001,Mata Atlântica
264,AL_36,Nordeste,AL,Major Isidoro,-37.079998,-9.540001,Caatinga
265,AL_37,Nordeste,AL,Major Isidoro,-36.900002,-9.540001,Caatinga
286,AL_6,Nordeste,AL,Maragogi,-35.280002,-9.000000,Mata Atlântica
231,AL_11,Nordeste,AL,Maravilha,-37.259999,-9.180000,Caatinga
229,AL_1,Nordeste,AL,Mata Grande,-37.800000,-9.000000,Caatinga
299,AL_8,Nordeste,AL,Mata Grande,-37.800000,-9.180000,Caatinga
5906,PE_231,Nordeste,AL,Mata Grande,-37.620000,-9.000000,Caatinga
238,AL_16,Nordeste,AL,Matriz de Camaragibe,-35.459998,-9.180000,Mata Atlântica
247,AL_24,Nordeste,AL,Minador do Negrão,-36.900002,-9.360001,Caatinga
234,AL_13_A,Nordeste,AL,Murici,-35.910001,-9.180000,Mata Atlântica
252,AL_29,Nordeste,AL,Murici,-35.999999,-9.360001,Mata Atlântica
269,AL_4,Nordeste,AL,Novo Lino,-35.639998,-9.000000,Mata Atlântica
263,AL_35,Nordeste,AL,Olho d'Água das Flores,-37.259999,-9.540001,Caatinga
242,AL_19,Nordeste,AL,Olho d'Água do Casado,-37.800000,-9.360001,Caatinga
258,AL_32,Nordeste,AL,Olho d'Água do Casado,-37.800000,-9.540001,Caatinga
305,AL_SE_1_E,Nordeste,AL,Olho d'Água do Casado,-37.845002,-9.540001,Caatinga
274,AL_46,Nordeste,AL,Palestina,-37.259999,-9.720002,Caatinga
248,AL_25,Nordeste,AL,Palmeira dos Índios,-36.720002,-9.360001,Caatinga
249,AL_26,Nordeste,AL,Palmeira dos Índios,-36.540001,-9.360001,Mata Atlântica
301,AL_PE_242_P12,Nordeste,AL,Pariconha,-38.002501,-9.202501,Caatinga
293,AL_68,Nordeste,AL,Penedo,-36.540001,-10.259999,Mata Atlântica
259,AL_32_A,Nordeste,AL,Piranhas,-37.709998,-9.540001,Caatinga
278,AL_5,Nordeste,AL,Porto Calvo,-35.459998,-9.000000,Mata Atlântica
290,AL_63,Nordeste,AL,Porto Real do Colégio,-36.720002,-10.079999,Caatinga
260,AL_33,Nordeste,AL,Pão de Açúcar,-37.620000,-9.540001,Caatinga
261,AL_33_L,Nordeste,AL,Pão de Açúcar,-37.620000,-9.675001,Caatinga
273,AL_45,Nordeste,AL,Pão de Açúcar,-37.439999,-9.720002,Caatinga
302,AL_PE_246_I,Nordeste,AL,Quebrangulo,-36.405002,-9.225002,Mata Atlântica
303,AL_PE_246_P16,Nordeste,AL,Quebrangulo,-36.382501,-9.225002,Mata Atlântica
304,AL_PE_246_P22,Nordeste,AL,Quebrangulo,-36.427498,-9.247498,Mata Atlântica
271,AL_43,Nordeste,AL,Rio Largo,-35.819999,-9.540001,Mata Atlântica
288,AL_61,Nordeste,AL,Roteiro,-35.999999,-9.899998,Mata Atlântica
244,AL_21,Nordeste,AL,Santana do Ipanema,-37.439999,-9.360001,Caatinga
245,AL_22,Nordeste,AL,Santana do Ipanema,-37.259999,-9.360001,Caatinga
232,AL_12,Nordeste,AL,Santana do Mundaú,-36.180000,-9.180000,Mata Atlântica
243,AL_20,Nordeste,AL,Senador Rui Palmeira,-37.620000,-9.360001,Caatinga
289,AL_62,Nordeste,AL,São Brás,-36.900002,-10.079999,Caatinga
262,AL_34,Nordeste,AL,São José da Tapera,-37.439999,-9.540001,Caatinga
237,AL_15,Nordeste,AL,São Luís do Quitunde,-35.639998,-9.180000,Mata Atlântica
257,AL_31,Nordeste,AL,São Luís do Quitunde,-35.639998,-9.360001,Mata Atlântica
285,AL_58,Nordeste,AL,São Sebastião,-36.540001,-9.899998,Mata Atlântica
267,AL_39,Nordeste,AL,Taquarana,-36.540001,-9.540001,Caatinga
276,AL_47_E,Nordeste,AL,Traipu,-36.944999,-9.720002,Caatinga
282,AL_55,Nordeste,AL,Traipu,-37.079998,-9.899998,Caatinga
283,AL_56,Nordeste,AL,Traipu,-36.900002,-9.899998,Caatinga
233,AL_13,Nordeste,AL,União dos Palmares,-35.999999,-9.180000,Mata Atlântica
250,AL_27,Nordeste,AL,Viçosa,-36.360000,-9.360001,Mata Atlântica
251,AL_28,Nordeste,AL,Viçosa,-36.180000,-9.360001,Mata Atlântica
295,AL_7,Nordeste,AL,Água Branca,-37.980001,-9.180000,Caatinga
296,AL_7_C,Nordeste,AL,Água Branca,-37.889998,-9.269998,Caatinga
297,AL_7_G,Nordeste,AL,Água Branca,-37.935000,-9.225002,Caatinga
298,AL_7_P25,Nordeste,AL,Água Branca,-37.957500,-9.269998,Caatinga
14686,AM_1505,Norte,AM,Alvarães,-64.980000,-3.240001,Amazônia
14745,AM_1577,Norte,AM,Alvarães,-64.980000,-3.420001,Amazônia
14803,AM_1648,Norte,AM,Alvarães,-65.160001,-3.600002,Amazônia
14859,AM_1720,Norte,AM,Alvarães,-65.160001,-3.779998,Amazônia
14679,AM_1485,Norte,AM,Amaturá,-68.580002,-3.240001,Amazônia
14680,AM_1488,Norte,AM,Amaturá,-68.040001,-3.240001,Amazônia
14751,AM_1595,Norte,AM,Anamã,-61.740000,-3.420001,Amazônia
14752,AM_1596,Norte,AM,Anamã,-61.559999,-3.420001,Amazônia
14812,AM_1666,Norte,AM,Anamã,-61.920000,-3.600002,Amazônia
14813,AM_1667,Norte,AM,Anamã,-61.740000,-3.600002,Amazônia
14814,AM_1668,Norte,AM,Anamã,-61.559999,-3.600002,Amazônia
14815,AM_1669,Norte,AM,Anamã,-61.379999,-3.600002,Amazônia
14876,AM_1739,Norte,AM,Anori,-61.740000,-3.779998,Amazônia
14877,AM_1740,Norte,AM,Anori,-61.559999,-3.779998,Amazônia
14943,AM_1811,Norte,AM,Anori,-61.740000,-3.959998,Amazônia
14944,AM_1812,Norte,AM,Anori,-61.559999,-3.959998,Amazônia
14993,AM_1881,Norte,AM,Anori,-61.920000,-4.139999,Amazônia
14994,AM_1882,Norte,AM,Anori,-61.740000,-4.139999,Amazônia
15654,AM_2975,Norte,AM,Apuí,-59.040001,-6.480001,Amazônia
15700,AM_3059,Norte,AM,Apuí,-59.220001,-6.660002,Amazônia
15701,AM_3060,Norte,AM,Apuí,-59.040001,-6.660002,Amazônia
15745,AM_3141,Norte,AM,Apuí,-59.759998,-6.839998,Amazônia
15746,AM_3142,Norte,AM,Apuí,-59.579998,-6.839998,Amazônia
15747,AM_3143,Norte,AM,Apuí,-59.400002,-6.839998,Amazônia
15748,AM_3144,Norte,AM,Apuí,-59.220001,-6.839998,Amazônia
15749,AM_3145,Norte,AM,Apuí,-59.040001,-6.839998,Amazônia
15750,AM_3146,Norte,AM,Apuí,-58.860000,-6.839998,Amazônia
15789,AM_3223,Norte,AM,Apuí,-60.300000,-7.019998,Amazônia
15790,AM_3224,Norte,AM,Apuí,-60.119999,-7.019998,Amazônia
15791,AM_3225,Norte,AM,Apuí,-59.939999,-7.019998,Amazônia
15792,AM_3226,Norte,AM,Apuí,-59.759998,-7.019998,Amazônia
15793,AM_3227,Norte,AM,Apuí,-59.579998,-7.019998,Amazônia
15794,AM_3228,Norte,AM,Apuí,-59.400002,-7.019998,Amazônia
