regiao,uf,municipio,bioma,pontos,lon_min,lat_min,lon_max,lat_max
Sul,PR,Primeiro de Maio,Mata Atlântica,1,-51.1200,-22.8600,-51.1200,-22.8600
Sul,PR,Prudentópolis,Mata Atlântica,7,-51.3000,-25.3800,-50.9400,-24.8400
Sul,PR,Quarto Centenário,Mata Atlântica,2,-53.2800,-24.3000,-53.1000,-24.3000
Sul,PR,Quatro Barras,Mata Atlântica,1,-48.9600,-25.3800,-48.9600,-25.3800
Sul,PR,Quatro Pontes,Mata Atlântica,1,-54.0000,-24.6600,-54.0000,-24.6600
Sul,PR,Quedas do Iguaçu,Mata Atlântica,3,-53.1000,-25.5600,-52.9200,-25.3800
Sul,PR,Querência do Norte,Mata Atlântica,3,-53.6400,-23.2200,-53.4600,-22.8600
Sul,PR,Quitandinha,Mata Atlântica,1,-49.5000,-25.9200,-49.5000,-25.9200
Sul,PR,Rancho Alegre,Mata Atlântica,1,-50.9400,-23.0400,-50.9400,-23.0400
Sul,PR,Rancho Alegre D'Oeste,Mata Atlântica,1,-52.9200,-24.3000,-52.9200,-24.3000
Sul,PR,Rebouças,Mata Atlântica,1,-50.5800,-25.7400,-50.5800,-25.7400
Sul,PR,Renascença,Mata Atlântica,2,-52.9200,-26.2800,-52.9200,-26.1000
Sul,PR,Reserva,Mata Atlântica,4,-51.1200,-24.8400,-50.9400,-24.4800
Sul,PR,Reserva do Iguaçu,Mata Atlântica,2,-52.0200,-25.9200,-51.8400,-25.9200
Sul,PR,Ribeirão Claro,Mata Atlântica,2,-49.8600,-23.2200,-49.6800,-23.2200
Sul,PR,Ribeirão do Pinhal,Mata Atlântica,1,-50.4000,-23.4000,-50.4000,-23.4000
Sul,PR,Rio Azul,Mata Atlântica,1,-50.7600,-25.7400,-50.7600,-25.7400
Sul,PR,Rio Bonito do Iguaçu,Mata Atlântica,2,-52.7400,-25.5600,-52.5600,-25.5600
Sul,PR,Rio Branco do Ivaí,Mata Atlântica,1,-51.3000,-24.3000,-51.3000,-24.3000
Sul,PR,Rio Branco do Sul,Mata Atlântica,2,-49.5000,-25.2000,-49.3200,-25.0200
Sul,PR,Rio Negro,Mata Atlântica,1,-49.6800,-26.1000,-49.6800,-26.1000
Sul,PR,Rolândia,Mata Atlântica,1,-51.4800,-23.2200,-51.4800,-23.2200
Sul,PR,Roncador,Mata Atlântica,1,-52.3800,-24.6600,-52.3800,-24.6600
Sul,PR,Rondon,Mata Atlântica,2,-52.9200,-23.5800,-52.7400,-23.4000
Sul,PR,Rosário do Ivaí,Mata Atlântica,1,-51.1200,-24.3000,-51.1200,-24.3000
Sul,PR,Sabáudia,Mata Atlântica,1,-51.6600,-23.4000,-51.6600,-23.4000
Sul,PR,Salgado Filho,Mata Atlântica,1,-53.4600,-26.1000,-53.4600,-26.1000
Sul,PR,Salto do Lontra,Mata Atlântica,1,-53.2800,-25.7400,-53.2800,-25.7400
Sul,PR,Santa Cruz de Monte Castelo,Mata Atlântica,1,-53.2800,-23.0400,-53.2800,-23.0400
Sul,PR,Santa Fé,Mata Atlântica,1,-51.8400,-23.0400,-51.8400,-23.0400
Sul,PR,Santa Helena,Mata Atlântica,2,-54.3600,-25.0200,-54.3600,-24.8400
Sul,PR,Santa Izabel do Oeste,Mata Atlântica,1,-53.4600,-25.7400,-53.4600,-25.7400
Sul,PR,Santa Maria do Oeste,Mata Atlântica,1,-52.0200,-24.8400,-52.0200,-24.8400
Sul,PR,Santa Mariana,Mata Atlântica,1,-50.5800,-23.0400,-50.5800,-23.0400
Sul,PR,Santa Mônica,Mata Atlântica,1,-53.1000,-23.2200,-53.1000,-23.2200
Sul,PR,Santa Tereza do Oeste,Mata Atlântica,1,-53.6400,-25.0200,-53.6400,-25.0200
Sul,PR,Santana do Itararé,Mata Atlântica,1,-49.6800,-23.7600,-49.6800,-23.7600
Sul,PR,Santo Antônio da Platina,Mata Atlântica,3,-50.2200,-23.4000,-50.0400,-23.2200
Sul,PR,Santo Antônio do Caiuá,Mata Atlântica,1,-52.3800,-22.6800,-52.3800,-22.6800
Sul,PR,Santo Antônio do Sudoeste,Mata Atlântica,1,-53.6400,-26.1000,-53.6400,-26.1000
Sul,PR,Santo Inácio,Mata Atlântica,1,-51.8400,-22.6800,-51.8400,-22.6800
Sul,PR,Sapopema,Mata Atlântica,2,-50.5800,-23.9400,-50.5800,-23.7600
Sul,PR,Sarandi,Mata Atlântica,1,-51.8400,-23.4000,-51.8400,-23.4000
Sul,PR,Saudade do Iguaçu,Mata Atlântica,1,-52.5600,-25.7400,-52.5600,-25.7400
Sul,PR,Sengés,Cerrado,2,-49.5000,-24.3000,-49.5000,-24.1200
Sul,PR,Sengés,Mata Atlântica,1,-49.3200,-24.3000,-49.3200,-24.3000
Sul,PR,Serranópolis do Iguaçu,Mata Atlântica,2,-54.0000,-25.5600,-54.0000,-25.3800
Sul,PR,Sertaneja,Mata Atlântica,1,-50.9400,-22.8600,-50.9400,-22.8600
Sul,PR,Sertanópolis,Mata Atlântica,1,-51.1200,-23.0400,-51.1200,-23.0400
Sul,PR,Siqueira Campos,Mata Atlântica,2,-49.8600,-23.5800,-49.6800,-23.5800
Sul,PR,Sulina,Mata Atlântica,1,-52.7400,-25.7400,-52.7400,-25.7400
Sul,PR,São Jerônimo da Serra,Mata Atlântica,1,-50.7600,-23.7600,-50.7600,-23.7600
Sul,PR,São Jorge d'Oeste,Mata Atlântica,1,-52.9200,-25.7400,-52.9200,-25.7400
Sul,PR,São Jorge do Patrocínio,Mata Atlântica,2,-54.0000,-23.7600,-53.8200,-23.7600
Sul,PR,São José da Boa Vista,Mata Atlântica,1,-49.6800,-23.9400,-49.6800,-23.9400
Sul,PR,São José das Palmeiras,Mata Atlântica,1,-54.1800,-24.8400,-54.1800,-24.8400
Sul,PR,São José dos Pinhais,Mata Atlântica,3,-49.1400,-25.7400,-48.9600,-25.5600
Sul,PR,São João do Caiuá,Mata Atlântica,1,-52.3800,-22.8600,-52.3800,-22.8600
Sul,PR,São João do Ivaí,Mata Atlântica,1,-51.8400,-23.9400,-51.8400,-23.9400
Sul,PR,São João do Triunfo,Mata Atlântica,2,-50.4000,-25.7400,-50.2200,-25.7400
Sul,PR,São Mateus do Sul,Mata Atlântica,3,-50.5800,-25.9200,-50.2200,-25.9200
Sul,PR,São Miguel do Iguaçu,Mata Atlântica,2,-54.3600,-25.3800,-54.1800,-25.3800
Sul,PR,São Pedro do Iguaçu,Mata Atlântica,1,-54.0000,-24.8400,-54.0000,-24.8400
Sul,PR,São Sebastião da Amoreira,Mata Atlântica,1,-50.7600,-23.4000,-50.7600,-23.4000
Sul,PR,São Tomé,Mata Atlântica,1,-52.5600,-23.5800,-52.5600,-23.5800
Sul,PR,Tamarana,Mata Atlântica,2,-51.1200,-23.7600,-50.9400,-23.7600
Sul,PR,Tapejara,Mata Atlântica,2,-52.9200,-23.7600,-52.7400,-23.5800
Sul,PR,Teixeira Soares,Mata Atlântica,2,-50.4000,-25.3800,-50.4000,-25.2000
Sul,PR,Telêmaco Borba,Mata Atlântica,4,-50.5800,-24.3000,-50.4000,-24.1200
Sul,PR,Terra Rica,Mata Atlântica,1,-52.7400,-22.6800,-52.7400,-22.6800
Sul,PR,Terra Roxa,Mata Atlântica,2,-54.0000,-24.3000,-54.0000,-24.1200
Sul,PR,Tibagi,Cerrado,1,-50.2200,-24.4800,-50.2200,-24.4800
Sul,PR,Tibagi,Mata Atlântica,8,-50.7600,-24.8400,-50.2200,-24.4800
Sul,PR,Tijucas do Sul,Mata Atlântica,1,-49.1400,-25.9200,-49.1400,-25.9200
Sul,PR,Toledo,Mata Atlântica,3,-53.8200,-24.6600,-53.6400,-24.4800
Sul,PR,Tomazina,Mata Atlântica,2,-50.0400,-23.7600,-49.8600,-23.5800
Sul,PR,Três Barras do Paraná,Mata Atlântica,1,-53.2800,-25.3800,-53.2800,-25.3800
Sul,PR,Tunas do Paraná,Mata Atlântica,1,-48.9600,-25.0200,-48.9600,-25.0200
Sul,PR,Tuneiras do Oeste,Mata Atlântica,3,-52.9200,-23.9400,-52.7400,-23.7600
Sul,PR,Tupãssi,Mata Atlântica,1,-53.4600,-24.6600,-53.4600,-24.6600
Sul,PR,Turvo,Mata Atlântica,2,-51.6600,-25.0200,-51.4800,-25.0200
Sul,PR,Ubiratã,Mata Atlântica,2,-53.1000,-24.4800,-52.9200,-24.4800
Sul,PR,Umuarama,Mata Atlântica,4,-53.6400,-23.7600,-53.2800,-23.5800
Sul,PR,Uniflor,Mata Atlântica,1,-52.0200,-23.0400,-52.0200,-23.0400
Sul,PR,União da Vitória,Mata Atlântica,2,-51.1200,-26.1000,-50.9400,-26.1000
Sul,PR,Uraí,Mata Atlântica,1,-50.7600,-23.2200,-50.7600,-23.2200
Sul,PR,Ventania,Cerrado,1,-50.2200,-24.3000,-50.2200,-24.3000
Sul,PR,Ventania,Mata Atlântica,1,-50.2200,-24.1200,-50.2200,-24.1200
Sul,PR,Vera Cruz do Oeste,Mata Atlântica,1,-53.8200,-25.0200,-53.8200,-25.0200
Sul,PR,Verê,Mata Atlântica,1,-52.9200,-25.9200,-52.9200,-25.9200
Sul,PR,Virmond,Mata Atlântica,1,-52.2000,-25.3800,-52.2000,-25.3800
Sul,PR,Vitorino,Mata Atlântica,1,-52.7400,-26.2800,-52.7400,-26.2800
Sul,PR,Xambrê,Mata Atlântica,1,-53.6400,-23.7600,-53.6400,-23.7600
Sul,RS,Aceguá,Pampa,5,-54.3600,-31.8600,-54.0000,-31.5000
Sul,RS,Agudo,Mata Atlântica,3,-53.2800,-29.7000,-53.1000,-29.5200
Sul,RS,Ajuricaba,Mata Atlântica,1,-53.8200,-28.2600,-53.8200,-28.2600
Sul,RS,Alegrete,Pampa,22,-56.3400,-30.0600,-55.2600,-29.3400
Sul,RS,Almirante Tamandaré do Sul,Pampa,1,-52.9200,-28.0800,-52.9200,-28.0800
Sul,RS,Alpestre,Mata Atlântica,1,-53.1000,-27.1800,-53.1000,-27.1800
Sul,RS,Alto Feliz,Mata Atlântica,1,-51.3000,-29.3400,-51.3000,-29.3400
Sul,RS,Amaral Ferrador,Pampa,2,-52.3800,-30.7800,-52.2000,-30.7800
Sul,RS,André da Rocha,Mata Atlântica,1,-51.4800,-28.6200,-51.4800,-28.6200
Sul,RS,Anta Gorda,Mata Atlântica,1,-52.0200,-28.9800,-52.0200,-28.9800
Sul,RS,Arambaré,Pampa,1,-51.6600,-30.7800,-51.6600,-30.7800
Sul,RS,Aratiba,Mata Atlântica,1,-52.3800,-27.3600,-52.3800,-27.3600
Sul,RS,Arroio Grande,Pampa,10,-53.2800,-32.4000,-52.5600,-32.0400
Sul,RS,Arroio do Meio,Mata Atlântica,1,-52.0200,-29.3400,-52.0200,-29.3400
Sul,RS,Arroio do Padre,Pampa,1,-52.3800,-31.5000,-52.3800,-31.5000
Sul,RS,Arroio do Tigre,Mata Atlântica,1,-53.1000,-29.3400,-53.1000,-29.3400
Sul,RS,Arroio dos Ratos,Pampa,2,-51.8400,-30.2400,-51.6600,-30.0600
Sul,RS,Augusto Pestana,Mata Atlântica,1,-54.0000,-28.4400,-54.0000,-28.4400
Sul,RS,Augusto Pestana,Pampa,1,-54.0000,-28.6200,-54.0000,-28.6200
Sul,RS,Bagé,Pampa,13,-54.5400,-31.5000,-53.4600,-30.9600
Sul,RS,Barra do Quaraí,Pampa,4,-57.4200,-30.2400,-57.2400,-30.0600
Sul,RS,Barra do Ribeiro,Pampa,3,-51.4800,-30.4200,-51.3000,-30.2400
Sul,RS,Barracão,Mata Atlântica,1,-51.4800,-27.7200,-51.4800,-27.7200
Sul,RS,Barros Cassal,Mata Atlântica,3,-52.7400,-29.1600,-52.5600,-28.9800
Sul,RS,Barão de Cotegipe,Mata Atlântica,1,-52.3800,-27.5400,-52.3800,-27.5400
Sul,RS,Barão do Triunfo,Pampa,1,-51.8400,-30.4200,-51.8400,-30.4200
Sul,RS,Bento Gonçalves,Mata Atlântica,1,-51.4800,-29.1600,-51.4800,-29.1600
Sul,RS,Boa Vista das Missões,Mata Atlântica,1,-53.2800,-27.7200,-53.2800,-27.7200
Sul,RS,Boa Vista do Cadeado,Mata Atlântica,1,-53.8200,-28.6200,-53.8200,-28.6200
Sul,RS,Boa Vista do Cadeado,Pampa,1,-53.8200,-28.8000,-53.8200,-28.8000
Sul,RS,Boa Vista do Incra,Pampa,2,-53.4600,-28.9800,-53.4600,-28.8000
Sul,RS,Boa Vista do Sul,Mata Atlântica,1,-51.6600,-29.3400,-51.6600,-29.3400
Sul,RS,Bom Jesus,Mata Atlântica,8,-50.5800,-28.8000,-50.0400,-28.4400
Sul,RS,Bom Progresso,Mata Atlântica,1,-53.8200,-27.5400,-53.8200,-27.5400
Sul,RS,Boqueirão do Leão,Mata Atlântica,1,-52.3800,-29.3400,-52.3800,-29.3400
Sul,RS,Bossoroca,Pampa,4,-55.0800,-28.8000,-54.7200,-28.6200
Sul,RS,Brochier,Mata Atlântica,1,-51.6600,-29.5200,-51.6600,-29.5200
Sul,RS,Butiá,Pampa,1,-52.0200,-30.2400,-52.0200,-30.2400
Sul,RS,Cacequi,Pampa,8,-55.2600,-30.0600,-54.3600,-29.8800
Sul,RS,Cachoeira do Sul,Pampa,12,-53.2800,-30.6000,-52.7400,-29.8800
Sul,RS,Caibaté,Pampa,1,-54.7200,-28.2600,-54.7200,-28.2600
Sul,RS,Camaquã,Pampa,4,-51.8400,-31.1400,-51.6600,-30.7800
Sul,RS,Camargo,Mata Atlântica,1,-52.2000,-28.6200,-52.2000,-28.6200
Sul,RS,Cambará do Sul,Mata Atlântica,4,-50.2200,-29.1600,-50.0400,-28.9800
Sul,RS,Campestre da Serra,Mata Atlântica,2,-51.1200,-28.8000,-51.1200,-28.6200
Sul,RS,Campinas do Sul,Pampa,1,-52.7400,-27.7200,-52.7400,-27.7200
Sul,RS,Campo Novo,Mata Atlântica,1,-53.8200,-27.7200,-53.8200,-27.7200
Sul,RS,Candelária,Mata Atlântica,3,-52.9200,-29.7000,-52.7400,-29.5200
Sul,RS,Candiota,Pampa,3,-53.8200,-31.6800,-53.6400,-31.5000
Sul,RS,Canela,Mata Atlântica,1,-50.7600,-29.3400,-50.7600,-29.3400
Sul,RS,Canguçu,Pampa,10,-52.9200,-31.5000,-52.3800,-30.9600
Sul,RS,Canoas,Pampa,1,-51.1200,-29.8800,-51.1200,-29.8800
Sul,RS,Canudos do Vale,Mata Atlântica,1,-52.2000,-29.3400,-52.2000,-29.3400
Sul,RS,Capela de Santana,Mata Atlântica,1,-51.3000,-29.7000,-51.3000,-29.7000
Sul,RS,Capivari do Sul,Pampa,1,-50.5800,-30.0600,-50.5800,-30.0600
Sul,RS,Capão Bonito do Sul,Mata Atlântica,2,-51.4800,-28.0800,-51.3000,-28.0800
Sul,RS,Capão do Cipó,Pampa,2,-54.5400,-29.1600,-54.5400,-28.9800
Sul,RS,Capão do Leão,Pampa,1,-52.5600,-31.8600,-52.5600,-31.8600
Sul,RS,Carazinho,Mata Atlântica,1,-53.1000,-28.2600,-53.1000,-28.2600
Sul,RS,Carazinho,Pampa,2,-52.9200,-28.2600,-52.7400,-28.2600
Sul,RS,Carlos Barbosa,Mata Atlântica,1,-51.4800,-29.3400,-51.4800,-29.3400
Sul,RS,Caseiros,Mata Atlântica,1,-51.6600,-28.2600,-51.6600,-28.2600
Sul,RS,Catuípe,Mata Atlântica,1,-54.0000,-28.2600,-54.0000,-28.2600
Sul,RS,Catuípe,Pampa,1,-54.0000,-28.0800,-54.0000,-28.0800
Sul,RS,Caxias do Sul,Mata Atlântica,3,-51.1200,-29.1600,-50.9400,-28.9800
Sul,RS,Caçapava do Sul,Pampa,8,-53.6400,-30.7800,-53.2800,-30.4200
Sul,RS,Centenário,Mata Atlântica,1,-52.0200,-27.7200,-52.0200,-27.7200
Sul,RS,Cerrito,Pampa,2,-52.7400,-31.8600,-52.7400,-31.6800
Sul,RS,Cerro Grande do Sul,Pampa,2,-51.8400,-30.6000,-51.6600,-30.6000
Sul,RS,Cerro Largo,Mata Atlântica,1,-54.7200,-28.0800,-54.7200,-28.0800
Sul,RS,Chapada,Pampa,2,-53.2800,-28.0800,-53.1000,-28.0800
Sul,RS,Charrua,Mata Atlântica,1,-52.0200,-27.9000,-52.0200,-27.9000
Sul,RS,Chuvisca,Pampa,1,-52.0200,-30.7800,-52.0200,-30.7800
Sul,RS,Chuí,Pampa,1,-53.4600,-33.6600,-53.4600,-33.6600
Sul,RS,Cidreira,Pampa,1,-50.2200,-30.0600,-50.2200,-30.0600
Sul,RS,Condor,Pampa,1,-53.4600,-28.0800,-53.4600,-28.0800
Sul,RS,Coqueiros do Sul,Mata Atlântica,1,-52.7400,-28.0800,-52.7400,-28.0800
Sul,RS,Coronel Bicaco,Mata Atlântica,1,-53.6400,-27.7200,-53.6400,-27.7200
Sul,RS,Coronel Bicaco,Pampa,1,-53.6400,-27.9000,-53.6400,-27.9000
Sul,RS,Cotiporã,Mata Atlântica,1,-51.6600,-28.9800,-51.6600,-28.9800
Sul,RS,Coxilha,Mata Atlântica,1,-52.2000,-28.0800,-52.2000,-28.0800
Sul,RS,Coxilha,Pampa,1,-52.3800,-28.0800,-52.3800,-28.0800
Sul,RS,Crissiumal,Mata Atlântica,1,-54.1800,-27.5400,-54.1800,-27.5400
Sul,RS,Cristal,Pampa,3,-52.2000,-31.1400,-52.0200,-30.9600
Sul,RS,Cruz Alta,Mata Atlântica,1,-53.6400,-28.6200,-53.6400,-28.6200
Sul,RS,Cruz Alta,Pampa,2,-53.6400,-28.8000,-53.4600,-28.6200
Sul,RS,Cruzeiro do Sul,Mata Atlântica,1,-52.0200,-29.5200,-52.0200,-29.5200
Sul,RS,Cândido Godói,Mata Atlântica,1,-54.7200,-27.9000,-54.7200,-27.9000
Sul,RS,David Canabarro,Mata Atlântica,1,-51.8400,-28.4400,-51.8400,-28.4400
Sul,RS,Derrubadas,Mata Atlântica,1,-53.8200,-27.1800,-53.8200,-27.1800
Sul,RS,Dezesseis de Novembro,Mata Atlântica,1,-55.0800,-28.2600,-55.0800,-28.2600
Sul,RS,Dilermando de Aguiar,Pampa,2,-54.1800,-29.8800,-54.1800,-29.7000
Sul,RS,Dois Irmãos das Missões,Pampa,1,-53.4600,-27.7200,-53.4600,-27.7200
Sul,RS,Dois Lajeados,Mata Atlântica,1,-51.8400,-28.9800,-51.8400,-28.9800
Sul,RS,Dom Feliciano,Pampa,3,-52.3800,-30.6000,-52.0200,-30.6000
Sul,RS,Dom Pedrito,Pampa,18,-55.0800,-31.3200,-54.1800,-30.6000
Sul,RS,Dom Pedro de Alcântara,Mata Atlântica,1,-49.8600,-29.3400,-49.8600,-29.3400
Sul,RS,Doutor Maurício Cardoso,Mata Atlântica,1,-54.3600,-27.5400,-54.3600,-27.5400
Sul,RS,Eldorado do Sul,Pampa,1,-51.4800,-30.0600,-51.4800,-30.0600
Sul,RS,Encruzilhada do Sul,Pampa,9,-52.9200,-30.7800,-52.3800,-30.4200
Sul,RS,Engenho Velho,Mata Atlântica,1,-52.9200,-27.7200,-52.9200,-27.7200
Sul,RS,Entre Rios do Sul,Pampa,1,-52.7400,-27.5400,-52.7400,-27.5400
Sul,RS,Entre-Ijuís,Pampa,3,-54.3600,-28.6200,-54.1800,-28.4400
Sul,RS,Erechim,Mata Atlântica,1,-52.2000,-27.7200,-52.2000,-27.7200
Sul,RS,Ernestina,Pampa,1,-52.5600,-28.4400,-52.5600,-28.4400
Sul,RS,Erval Grande,Mata Atlântica,1,-52.5600,-27.3600,-52.5600,-27.3600
Sul,RS,Erval Seco,Mata Atlântica,1,-53.4600,-27.5400,-53.4600,-27.5400
Sul,RS,Esmeralda,Mata Atlântica,2,-51.3000,-28.0800,-51.1200,-27.9000
Sul,RS,Esperança do Sul,Mata Atlântica,1,-54.0000,-27.3600,-54.0000,-27.3600
Sul,RS,Espumoso,Mata Atlântica,4,-52.9200,-28.9800,-52.7400,-28.8000
Sul,RS,Estrela Velha,Pampa,1,-53.1000,-29.1600,-53.1000,-29.1600
Sul,RS,Eugênio de Castro,Pampa,1,-54.1800,-28.6200,-54.1800,-28.6200
Sul,RS,Farroupilha,Mata Atlântica,1,-51.3000,-29.1600,-51.3000,-29.1600
Sul,RS,Faxinal do Soturno,Mata Atlântica,1,-53.4600,-29.5200,-53.4600,-29.5200
Sul,RS,Feliz,Mata Atlântica,1,-51.3000,-29.5200,-51.3000,-29.5200
Sul,RS,Fontoura Xavier,Mata Atlântica,1,-52.3800,-28.9800,-52.3800,-28.9800
Sul,RS,Formigueiro,Pampa,1,-53.6400,-30.0600,-53.6400,-30.0600
Sul,RS,Fortaleza dos Valos,Pampa,2,-53.2800,-28.9800,-53.2800,-28.8000
Sul,RS,Frederico Westphalen,Mata Atlântica,1,-53.2800,-27.3600,-53.2800,-27.3600
Sul,RS,Garruchos,Pampa,1,-55.6200,-28.2600,-55.6200,-28.2600
Sul,RS,General Câmara,Pampa,2,-52.0200,-29.8800,-51.8400,-29.8800
Sul,RS,Gentil,Mata Atlântica,1,-52.0200,-28.4400,-52.0200,-28.4400
Sul,RS,Getúlio Vargas,Mata Atlântica,1,-52.2000,-27.9000,-52.2000,-27.9000
Sul,RS,Giruá,Mata Atlântica,1,-54.3600,-27.9000,-54.3600,-27.9000
Sul,RS,Giruá,Pampa,2,-54.3600,-28.0800,-54.1800,-28.0800
Sul,RS,Glorinha,Pampa,1,-50.7600,-29.8800,-50.7600,-29.8800
Sul,RS,Gramado,Mata Atlântica,1,-50.9400,-29.3400,-50.9400,-29.3400
Sul,RS,Gramado Xavier,Mata Atlântica,1,-52.5600,-29.3400,-52.5600,-29.3400
Sul,RS,Gravataí,Pampa,1,-50.9400,-29.8800,-50.9400,-29.8800
Sul,RS,Guabiju,Mata Atlântica,1,-51.6600,-28.6200,-51.6600,-28.6200
Sul,RS,Guarani das Missões,Mata Atlântica,1,-54.5400,-28.2600,-54.5400,-28.2600
Sul,RS,Guaíba,Pampa,1,-51.4800,-30.2400,-51.4800,-30.2400
Sul,RS,Herval,Pampa,4,-53.6400,-32.0400,-53.2800,-31.8600
Sul,RS,Hulha Negra,Pampa,1,-53.8200,-31.3200,-53.8200,-31.3200
Sul,RS,Humaitá,Mata Atlântica,1,-54.0000,-27.5400,-54.0000,-27.5400
Sul,RS,Ibiaçá,Mata Atlântica,2,-51.8400,-28.0800,-51.6600,-28.0800
Sul,RS,Ibiraiaras,Mata Atlântica,1,-51.6600,-28.4400,-51.6600,-28.4400
Sul,RS,Ibirapuitã,Mata Atlântica,1,-52.3800,-28.6200,-52.3800,-28.6200
Sul,RS,Ibirubá,Mata Atlântica,1,-53.1000,-28.6200,-53.1000,-28.6200
Sul,RS,Ibirubá,Pampa,1,-53.2800,-28.6200,-53.2800,-28.6200
Sul,RS,Ijuí,Mata Atlântica,1,-53.8200,-28.4400,-53.8200,-28.4400
Sul,RS,Ijuí,Pampa,1,-53.8200,-28.0800,-53.8200,-28.0800
Sul,RS,Independência,Pampa,1,-54.1800,-27.9000,-54.1800,-27.9000
Sul,RS,Inhacorá,Pampa,1,-54.0000,-27.9000,-54.0000,-27.9000
Sul,RS,Ipiranga do Sul,Pampa,1,-52.3800,-27.9000,-52.3800,-27.9000
Sul,RS,Ipê,Mata Atlântica,2,-51.3000,-28.8000,-51.3000,-28.6200
Sul,RS,Itacurubi,Pampa,3,-55.4400,-28.8000,-55.0800,-28.8000
Sul,RS,Itapuca,Mata Atlântica,1,-52.2000,-28.8000,-52.2000,-28.8000
Sul,RS,Itaqui,Pampa,12,-56.5200,-29.3400,-55.6200,-28.9800
Sul,RS,Ivorá,Mata Atlântica,1,-53.6400,-29.5200,-53.6400,-29.5200
Sul,RS,Jaboticaba,Mata Atlântica,1,-53.2800,-27.5400,-53.2800,-27.5400
Sul,RS,Jacuizinho,Pampa,1,-53.1000,-28.9800,-53.1000,-28.9800
Sul,RS,Jacutinga,Mata Atlântica,1,-52.5600,-27.7200,-52.5600,-27.7200
Sul,RS,Jaguari,Mata Atlântica,2,-54.7200,-29.5200,-54.5400,-29.3400
Sul,RS,Jaguarão,Pampa,7,-53.6400,-32.5800,-53.1000,-32.2200
Sul,RS,Jaquirana,Mata Atlântica,2,-50.5800,-28.9800,-50.4000,-28.8000
Sul,RS,Jari,Pampa,2,-54.3600,-29.3400,-54.1800,-29.3400
Sul,RS,Jóia,Pampa,2,-54.1800,-28.8000,-54.0000,-28.8000
Sul,RS,Júlio de Castilhos,Pampa,7,-53.8200,-29.3400,-53.2800,-29.1600
Sul,RS,Lagoa Vermelha,Mata Atlântica,2,-51.4800,-28.4400,-51.4800,-28.2600
Sul,RS,Lavras do Sul,Pampa,7,-54.5400,-30.9600,-53.8200,-30.6000
Sul,RS,Liberato Salzano,Mata Atlântica,1,-53.1000,-27.5400,-53.1000,-27.5400
Sul,RS,Machadinho,Mata Atlântica,1,-51.6600,-27.5400,-51.6600,-27.5400
Sul,RS,Mampituba,Mata Atlântica,1,-50.0400,-29.3400,-50.0400,-29.3400
Sul,RS,Manoel Viana,Pampa,3,-55.6200,-29.5200,-55.4400,-29.3400
Sul,RS,Maquiné,Mata Atlântica,3,-50.2200,-29.7000,-50.0400,-29.5200
Sul,RS,Marau,Mata Atlântica,2,-52.3800,-28.4400,-52.2000,-28.4400
Sul,RS,Mariana Pimentel,Pampa,1,-51.6600,-30.2400,-51.6600,-30.2400
Sul,RS,Mariano Moro,Mata Atlântica,1,-52.2000,-27.3600,-52.2000,-27.3600
Sul,RS,Mata,Mata Atlântica,1,-54.5400,-29.5200,-54.5400,-29.5200
Sul,RS,Mato Castelhano,Pampa,1,-52.2000,-28.2600,-52.2000,-28.2600
Sul,RS,Maximiliano de Almeida,Mata Atlântica,1,-51.8400,-27.5400,-51.8400,-27.5400
Sul,RS,Maçambará,Pampa,2,-55.9800,-29.1600,-55.4400,-28.9800
Sul,RS,Minas do Leão,Pampa,1,-52.0200,-30.0600,-52.0200,-30.0600
Sul,RS,Monte Alegre dos Campos,Mata Atlântica,2,-50.9400,-28.8000,-50.7600,-28.6200
Sul,RS,Monte Belo do Sul,Mata Atlântica,1,-51.6600,-29.1600,-51.6600,-29.1600
Sul,RS,Montenegro,Mata Atlântica,1,-51.4800,-29.7000,-51.4800,-29.7000
Sul,RS,Morro Redondo,Pampa,1,-52.5600,-31.6800,-52.5600,-31.6800
Sul,RS,Mostardas,Pampa,6,-51.1200,-31.1400,-50.5800,-30.6000
Sul,RS,Muitos Capões,Mata Atlântica,4,-51.3000,-28.4400,-51.1200,-28.2600
Sul,RS,Muliterno,Mata Atlântica,1,-51.8400,-28.2600,-51.8400,-28.2600
Sul,RS,Nonoai,Mata Atlântica,2,-52.9200,-27.3600,-52.7400,-27.3600
Sul,RS,Nova Esperança do Sul,Pampa,1,-54.9000,-29.3400,-54.9000,-29.3400
Sul,RS,Nova Petrópolis,Mata Atlântica,1,-51.1200,-29.3400,-51.1200,-29.3400
Sul,RS,Nova Prata,Mata Atlântica,1,-51.6600,-28.8000,-51.6600,-28.8000
Sul,RS,Nova Pádua,Mata Atlântica,1,-51.3000,-28.9800,-51.3000,-28.9800
Sul,RS,Nova Ramada,Pampa,1,-53.6400,-28.0800,-53.6400,-28.0800
Sul,RS,Nova Santa Rita,Pampa,1,-51.3000,-29.8800,-51.3000,-29.8800
Sul,RS,Novo Barreiro,Mata Atlântica,1,-53.1000,-27.9000,-53.1000,-27.9000
Sul,RS,Novo Hamburgo,Mata Atlântica,1,-51.1200,-29.7000,-51.1200,-29.7000
Sul,RS,Novo Machado,Mata Atlântica,1,-54.5400,-27.5400,-54.5400,-27.5400
Sul,RS,Novo Xingu,Mata Atlântica,1,-53.1000,-27.7200,-53.1000,-27.7200
