regiao,uf,municipio,bioma,pontos,lon_min,lat_min,lon_max,lat_max
Nordeste,CE,Poranga,Caatinga,4,-41.2200,-4.8600,-40.8600,-4.6800
Nordeste,CE,Porteiras,Caatinga,1,-39.0600,-7.5600,-39.0600,-7.5600
Nordeste,CE,Potengi,Caatinga,1,-39.9600,-7.0200,-39.9600,-7.0200
Nordeste,CE,Potiretama,Caatinga,1,-38.1600,-5.7600,-38.1600,-5.7600
Nordeste,CE,Quiterianópolis,Caatinga,2,-40.8600,-5.9400,-40.6800,-5.7600
Nordeste,CE,Quixadá,Caatinga,4,-39.0600,-5.0400,-38.7000,-4.8600
Nordeste,CE,Quixelô,Caatinga,1,-39.0600,-6.1200,-39.0600,-6.1200
Nordeste,CE,Quixeramobim,Caatinga,10,-39.6000,-5.5800,-39.0600,-5.0400
Nordeste,CE,Quixeré,Caatinga,3,-37.9800,-5.2200,-37.8000,-5.0400
Nordeste,CE,Redenção,Caatinga,4,-38.8125,-4.3200,-38.7000,-4.1850
Nordeste,CE,Reriutaba,Caatinga,1,-40.6800,-4.1400,-40.6800,-4.1400
Nordeste,CE,Russas,Caatinga,3,-38.1600,-4.8600,-37.9800,-4.6800
Nordeste,CE,Saboeiro,Caatinga,5,-39.9600,-6.6600,-39.7800,-6.3000
Nordeste,CE,Salitre,Caatinga,3,-40.5000,-7.2000,-40.1400,-7.0200
Nordeste,CE,Santa Quitéria,Caatinga,13,-40.3200,-4.6800,-39.7800,-3.9600
Nordeste,CE,Santana do Acaraú,Caatinga,2,-40.1400,-3.6000,-40.1400,-3.4200
Nordeste,CE,Santana do Cariri,Caatinga,1,-39.7800,-7.2000,-39.7800,-7.2000
Nordeste,CE,Senador Pompeu,Caatinga,1,-39.4200,-5.5800,-39.4200,-5.5800
Nordeste,CE,Senador Sá,Caatinga,1,-40.5000,-3.2400,-40.5000,-3.2400
Nordeste,CE,Sobral,Caatinga,4,-40.5000,-3.9600,-39.9600,-3.7800
Nordeste,CE,Solonópole,Caatinga,4,-39.0600,-5.9400,-38.8800,-5.5800
Nordeste,CE,São Benedito,Caatinga,1,-40.8600,-4.1400,-40.8600,-4.1400
Nordeste,CE,São Gonçalo do Amarante,Caatinga,2,-39.0600,-3.6000,-38.8800,-3.6000
Nordeste,CE,São João do Jaguaribe,Caatinga,1,-38.3400,-5.4000,-38.3400,-5.4000
Nordeste,CE,São Luís do Curu,Caatinga,1,-39.2400,-3.6000,-39.2400,-3.6000
Nordeste,CE,Tabuleiro do Norte,Caatinga,2,-38.1600,-5.4000,-37.9800,-5.2200
Nordeste,CE,Tamboril,Caatinga,4,-40.5000,-5.0400,-40.1400,-4.8600
Nordeste,CE,Tauá,Caatinga,11,-40.6800,-6.3000,-39.9600,-5.5800
Nordeste,CE,Tejuçuoca,Caatinga,1,-39.6000,-3.9600,-39.6000,-3.9600
Nordeste,CE,Tianguá,Caatinga,2,-41.2200,-3.7800,-41.0400,-3.7800
Nordeste,CE,Trairi,Caatinga,3,-39.4200,-3.4200,-39.2400,-3.2400
Nordeste,CE,Tururu,Caatinga,1,-39.4200,-3.6000,-39.4200,-3.6000
Nordeste,CE,Ubajara,Caatinga,1,-41.2200,-3.9600,-41.2200,-3.9600
Nordeste,CE,Umari,Caatinga,1,-38.7000,-6.6600,-38.7000,-6.6600
Nordeste,CE,Umirim,Caatinga,1,-39.4200,-3.7800,-39.4200,-3.7800
Nordeste,CE,Varjota,Caatinga,1,-40.5000,-4.1400,-40.5000,-4.1400
Nordeste,CE,Viçosa do Ceará,Caatinga,3,-41.2200,-3.6000,-41.0400,-3.4200
Nordeste,CE,Várzea Alegre,Caatinga,3,-39.4200,-6.8400,-39.2400,-6.6600
Nordeste,MA,Alcântara,Amazônia,4,-44.6400,-2.5200,-44.4600,-2.1600
Nordeste,MA,Aldeias Altas,Cerrado,6,-43.6050,-4.5000,-43.2000,-4.3200
Nordeste,MA,Altamira do Maranhão,Amazônia,2,-45.5400,-4.1400,-45.3600,-4.1400
Nordeste,MA,Alto Alegre do Maranhão,Cerrado,1,-44.4600,-4.1400,-44.4600,-4.1400
Nordeste,MA,Alto Alegre do Pindaré,Amazônia,5,-46.2600,-4.1400,-45.7200,-3.7800
Nordeste,MA,Alto Parnaíba,Cerrado,29,-46.6200,-10.0800,-45.9000,-8.8200
Nordeste,MA,Amapá do Maranhão,Amazônia,1,-45.9000,-1.6200,-45.9000,-1.6200
Nordeste,MA,Amarante do Maranhão,Amazônia,3,-46.8000,-5.2200,-46.8000,-4.8600
Nordeste,MA,Amarante do Maranhão,Cerrado,3,-46.8000,-5.5800,-46.4400,-5.4000
Nordeste,MA,Anajatuba,Amazônia,3,-44.6400,-3.4200,-44.4600,-3.2400
Nordeste,MA,Anapurus,Cerrado,2,-43.2000,-3.6000,-43.0200,-3.4200
Nordeste,MA,Araguanã,Amazônia,1,-45.7200,-3.0600,-45.7200,-3.0600
Nordeste,MA,Araioses,Cerrado,3,-42.1200,-3.0600,-41.9400,-2.7000
Nordeste,MA,Arame,Amazônia,6,-46.0800,-5.2200,-45.7200,-4.6800
Nordeste,MA,Arari,Amazônia,3,-44.8200,-3.7800,-44.6400,-3.4200
Nordeste,MA,Axixá,Amazônia,1,-44.1000,-2.8800,-44.1000,-2.8800
Nordeste,MA,Açailândia,Amazônia,15,-47.8800,-5.0400,-46.9800,-4.5000
Nordeste,MA,Bacabal,Amazônia,4,-45.0000,-4.3200,-44.6400,-3.9600
Nordeste,MA,Bacabal,Cerrado,1,-44.6400,-4.1400,-44.6400,-4.1400
Nordeste,MA,Bacabeira,Amazônia,1,-44.2800,-2.8800,-44.2800,-2.8800
Nordeste,MA,Bacuri,Amazônia,3,-45.1800,-1.8000,-45.0000,-1.6200
Nordeste,MA,Bacurituba,Amazônia,1,-44.6400,-2.7000,-44.6400,-2.7000
Nordeste,MA,Balsas,Cerrado,30,-46.9800,-9.3600,-45.7200,-7.2000
Nordeste,MA,Barra do Corda,Cerrado,10,-45.3600,-5.7600,-44.8200,-5.2200
Nordeste,MA,Barreirinhas,Cerrado,7,-43.0200,-3.0600,-42.8400,-2.5200
Nordeste,MA,Barão de Grajaú,Cerrado,4,-43.3800,-6.6600,-43.0200,-6.4800
Nordeste,MA,Belágua,Cerrado,2,-43.5600,-3.0600,-43.3800,-3.0600
Nordeste,MA,Benedito Leite,Cerrado,4,-44.6400,-7.2000,-44.2800,-7.0200
Nordeste,MA,Bequimão,Amazônia,2,-44.8200,-2.5200,-44.8200,-2.3400
Nordeste,MA,Bernardo do Mearim,Cerrado,1,-44.6400,-4.6800,-44.6400,-4.6800
Nordeste,MA,Bom Jardim,Amazônia,12,-46.9800,-4.3200,-45.7200,-3.6000
Nordeste,MA,Bom Jesus das Selvas,Amazônia,4,-46.8000,-4.6800,-46.6200,-4.5000
Nordeste,MA,Bom Lugar,Amazônia,1,-45.0000,-4.1400,-45.0000,-4.1400
Nordeste,MA,Brejo,Cerrado,2,-42.8400,-3.7800,-42.8400,-3.6000
Nordeste,MA,Brejo de Areia,Amazônia,3,-45.7200,-4.5000,-45.5400,-4.3200
Nordeste,MA,Buriti,Cerrado,3,-43.2000,-3.9600,-43.0200,-3.7800
Nordeste,MA,Buriti Bravo,Cerrado,4,-43.9200,-5.9400,-43.7400,-5.7600
Nordeste,MA,Buriticupu,Amazônia,5,-46.4400,-4.6800,-46.2600,-4.3200
Nordeste,MA,Buritirana,Cerrado,3,-47.1600,-5.5800,-46.9800,-5.4000
Nordeste,MA,Cachoeira Grande,Cerrado,2,-43.9200,-3.2400,-43.9200,-3.0600
Nordeste,MA,Cajari,Amazônia,1,-45.0000,-3.4200,-45.0000,-3.4200
Nordeste,MA,Campestre do Maranhão,Cerrado,2,-47.3400,-6.1200,-47.1600,-6.1200
Nordeste,MA,Cantanhede,Cerrado,2,-44.2800,-3.6000,-44.1000,-3.6000
Nordeste,MA,Capinzal do Norte,Cerrado,1,-44.2800,-4.6800,-44.2800,-4.6800
Nordeste,MA,Carolina,Cerrado,17,-47.7000,-7.9200,-46.8000,-6.8400
Nordeste,MA,Carutapera,Amazônia,4,-46.0800,-1.6200,-45.9000,-1.2600
Nordeste,MA,Caxias,Cerrado,25,-43.7400,-5.2200,-42.9750,-4.5000
Nordeste,MA,Central do Maranhão,Amazônia,1,-44.8200,-2.1600,-44.8200,-2.1600
Nordeste,MA,Centro Novo do Maranhão,Amazônia,9,-46.9800,-3.9600,-46.2600,-2.1600
Nordeste,MA,Centro do Guilherme,Amazônia,2,-46.0800,-2.5200,-46.0800,-2.3400
Nordeste,MA,Chapadinha,Cerrado,8,-43.5600,-4.1400,-43.2000,-3.6000
Nordeste,MA,Cidelândia,Amazônia,4,-47.8800,-5.2200,-47.7000,-4.8600
Nordeste,MA,Codó,Cerrado,14,-44.2800,-4.8600,-43.5600,-4.3200
Nordeste,MA,Coelho Neto,Cerrado,3,-43.2000,-4.3200,-43.0200,-4.1400
Nordeste,MA,Colinas,Cerrado,5,-44.4600,-6.3000,-44.1000,-5.9400
Nordeste,MA,Conceição do Lago-Açu,Amazônia,2,-45.0000,-3.7800,-44.8200,-3.7800
Nordeste,MA,Coroatá,Cerrado,5,-44.2800,-4.3200,-44.1000,-3.9600
Nordeste,MA,Cururupu,Amazônia,2,-44.8200,-1.8000,-44.6400,-1.8000
Nordeste,MA,Cândido Mendes,Amazônia,4,-45.7200,-1.8000,-45.5400,-1.4400
Nordeste,MA,Davinópolis,Cerrado,1,-47.3400,-5.5800,-47.3400,-5.5800
Nordeste,MA,Dom Pedro,Cerrado,1,-44.4600,-5.0400,-44.4600,-5.0400
Nordeste,MA,Duque Bacelar,Cerrado,3,-43.0200,-4.1400,-42.9750,-4.0950
Nordeste,MA,Esperantinópolis,Cerrado,2,-45.0000,-4.8600,-44.8200,-4.8600
Nordeste,MA,Estreito,Cerrado,6,-47.3400,-6.8400,-46.9800,-6.6600
Nordeste,MA,Feira Nova do Maranhão,Cerrado,5,-46.8000,-7.2000,-46.4400,-6.8400
Nordeste,MA,Fernando Falcão,Cerrado,1,-44.8200,-6.1200,-44.8200,-6.1200
Nordeste,MA,Formosa da Serra Negra,Cerrado,11,-46.4400,-6.8400,-45.9000,-6.3000
Nordeste,MA,Fortaleza dos Nogueiras,Cerrado,4,-46.2600,-7.0200,-45.9000,-6.8400
Nordeste,MA,Fortuna,Cerrado,2,-44.1000,-5.7600,-43.9200,-5.5800
Nordeste,MA,Gonçalves Dias,Cerrado,2,-44.2800,-5.2200,-44.1000,-5.0400
Nordeste,MA,Governador Archer,Cerrado,1,-44.2800,-5.0400,-44.2800,-5.0400
Nordeste,MA,Governador Edison Lobão,Cerrado,1,-47.3400,-5.7600,-47.3400,-5.7600
Nordeste,MA,Governador Eugênio Barros,Cerrado,2,-44.1000,-5.4000,-43.9200,-5.4000
Nordeste,MA,Governador Luiz Rocha,Cerrado,1,-44.1000,-5.5800,-44.1000,-5.5800
Nordeste,MA,Governador Newton Bello,Amazônia,4,-46.2600,-3.4200,-45.7200,-3.4200
Nordeste,MA,Governador Nunes Freire,Amazônia,4,-45.9000,-2.1600,-45.7200,-1.9800
Nordeste,MA,Grajaú,Cerrado,15,-46.4400,-6.3000,-45.9000,-5.4000
Nordeste,MA,Graça Aranha,Cerrado,1,-44.2800,-5.4000,-44.2800,-5.4000
Nordeste,MA,Guimarães,Amazônia,1,-44.6400,-2.1600,-44.6400,-2.1600
Nordeste,MA,Humberto de Campos,Cerrado,3,-43.5600,-2.8800,-43.5600,-2.5200
Nordeste,MA,Icatu,Amazônia,1,-43.9200,-2.7000,-43.9200,-2.7000
Nordeste,MA,Igarapé Grande,Cerrado,2,-44.8200,-4.6800,-44.8200,-4.5000
Nordeste,MA,Imperatriz,Amazônia,2,-47.7000,-5.2200,-47.5200,-5.2200
Nordeste,MA,Imperatriz,Cerrado,2,-47.7000,-5.4000,-47.5200,-5.4000
Nordeste,MA,Itaipava do Grajaú,Cerrado,3,-45.7200,-5.2200,-45.3600,-5.0400
Nordeste,MA,Itapecuru Mirim,Cerrado,4,-44.4600,-3.4200,-44.1000,-3.2400
Nordeste,MA,Itinga do Maranhão,Amazônia,10,-47.5200,-4.6800,-46.9800,-3.7800
Nordeste,MA,Jenipapo dos Vieiras,Cerrado,3,-45.5400,-5.4000,-45.3600,-5.2200
Nordeste,MA,Joselândia,Cerrado,2,-44.8200,-5.0400,-44.6400,-5.0400
Nordeste,MA,João Lisboa,Amazônia,2,-47.1600,-5.2200,-46.9800,-5.2200
Nordeste,MA,João Lisboa,Cerrado,1,-47.3400,-5.4000,-47.3400,-5.4000
Nordeste,MA,Junco do Maranhão,Amazônia,2,-46.0800,-1.9800,-46.0800,-1.8000
Nordeste,MA,Lago Verde,Amazônia,2,-45.0000,-3.9600,-44.8200,-3.9600
Nordeste,MA,Lago da Pedra,Amazônia,2,-45.3600,-4.6800,-45.1800,-4.6800
Nordeste,MA,Lago da Pedra,Cerrado,1,-45.1800,-4.8600,-45.1800,-4.8600
Nordeste,MA,Lago do Junco,Cerrado,1,-45.0000,-4.5000,-45.0000,-4.5000
Nordeste,MA,Lagoa Grande do Maranhão,Cerrado,1,-45.3600,-4.8600,-45.3600,-4.8600
Nordeste,MA,Lagoa do Mato,Cerrado,3,-43.5600,-6.1200,-43.3800,-5.9400
Nordeste,MA,Lajeado Novo,Cerrado,2,-46.9800,-6.1200,-46.8000,-6.1200
Nordeste,MA,Lima Campos,Cerrado,1,-44.4600,-4.5000,-44.4600,-4.5000
Nordeste,MA,Loreto,Cerrado,9,-45.5400,-7.5600,-45.0000,-6.8400
Nordeste,MA,Luís Domingues,Amazônia,1,-45.9000,-1.4400,-45.9000,-1.4400
Nordeste,MA,Magalhães de Almeida,Cerrado,1,-42.1200,-3.2400,-42.1200,-3.2400
Nordeste,MA,Maracaçumé,Amazônia,2,-46.0800,-2.1600,-45.9000,-1.8000
Nordeste,MA,Marajá do Sena,Amazônia,1,-45.7200,-4.6800,-45.7200,-4.6800
Nordeste,MA,Marajá do Sena,Cerrado,2,-45.5400,-4.8600,-45.5400,-4.6800
Nordeste,MA,Maranhãozinho,Amazônia,1,-45.9000,-2.3400,-45.9000,-2.3400
Nordeste,MA,Mata Roma,Cerrado,2,-43.3800,-3.6000,-43.2000,-3.6000
Nordeste,MA,Matinha,Amazônia,2,-45.0000,-3.0600,-44.8200,-3.0600
Nordeste,MA,Matões,Cerrado,5,-43.3800,-5.5800,-43.2000,-5.2200
Nordeste,MA,Matões do Norte,Cerrado,2,-44.4600,-3.7800,-44.4600,-3.6000
Nordeste,MA,Milagres do Maranhão,Cerrado,2,-42.8400,-3.6000,-42.6600,-3.4200
Nordeste,MA,Mirador,Cerrado,22,-45.9000,-6.6600,-44.2800,-6.1200
Nordeste,MA,Mirinzal,Amazônia,1,-44.8200,-1.9800,-44.8200,-1.9800
Nordeste,MA,Montes Altos,Cerrado,1,-47.1600,-5.7600,-47.1600,-5.7600
Nordeste,MA,Monção,Amazônia,3,-45.3600,-3.6000,-45.1800,-3.4200
Nordeste,MA,Morros,Cerrado,5,-43.9200,-3.2400,-43.7400,-2.7000
Nordeste,MA,Nina Rodrigues,Amazônia,1,-43.9200,-3.4200,-43.9200,-3.4200
Nordeste,MA,Nina Rodrigues,Cerrado,1,-43.7400,-3.4200,-43.7400,-3.4200
Nordeste,MA,Nova Colinas,Cerrado,1,-46.2600,-7.2000,-46.2600,-7.2000
Nordeste,MA,Nova Iorque,Cerrado,2,-44.1000,-6.8400,-43.9200,-6.6600
Nordeste,MA,Nova Olinda do Maranhão,Amazônia,3,-45.9000,-2.8800,-45.7200,-2.7000
Nordeste,MA,Olho d'Água das Cunhãs,Amazônia,1,-45.1800,-4.1400,-45.1800,-4.1400
Nordeste,MA,Palmeirândia,Amazônia,1,-45.0000,-2.7000,-45.0000,-2.7000
Nordeste,MA,Paraibano,Cerrado,1,-43.9200,-6.4800,-43.9200,-6.4800
Nordeste,MA,Parnarama,Cerrado,7,-43.7400,-5.7600,-43.3800,-5.4000
Nordeste,MA,Passagem Franca,Cerrado,4,-43.9200,-6.3000,-43.7400,-6.1200
Nordeste,MA,Pastos Bons,Cerrado,4,-44.2800,-6.8400,-44.1000,-6.4800
Nordeste,MA,Paulino Neves,Cerrado,3,-42.6600,-2.8800,-42.4800,-2.7000
Nordeste,MA,Paulo Ramos,Amazônia,2,-45.3600,-4.5000,-45.1800,-4.5000
Nordeste,MA,Paulo Ramos,Cerrado,1,-45.5400,-4.5000,-45.5400,-4.5000
Nordeste,MA,Paço do Lumiar,Amazônia,1,-44.1000,-2.5200,-44.1000,-2.5200
Nordeste,MA,Pedreiras,Cerrado,1,-44.6400,-4.8600,-44.6400,-4.8600
Nordeste,MA,Pedro do Rosário,Amazônia,4,-45.5400,-3.0600,-45.3600,-2.8800
Nordeste,MA,Penalva,Amazônia,3,-45.5400,-3.2400,-45.1800,-3.2400
Nordeste,MA,Peri Mirim,Amazônia,1,-45.0000,-2.5200,-45.0000,-2.5200
Nordeste,MA,Peritoró,Cerrado,3,-44.2800,-4.5000,-44.1000,-4.3200
Nordeste,MA,Pindaré-Mirim,Amazônia,1,-45.3600,-3.6000,-45.3600,-3.6000
Nordeste,MA,Pinheiro,Amazônia,3,-45.1800,-2.7000,-45.0000,-2.3400
Nordeste,MA,Pio XII,Amazônia,1,-45.1800,-3.9600,-45.1800,-3.9600
Nordeste,MA,Pirapemas,Cerrado,2,-44.2800,-3.7800,-44.1000,-3.7800
Nordeste,MA,Porto Franco,Cerrado,5,-47.3400,-6.4800,-46.8000,-6.3000
Nordeste,MA,Porto Rico do Maranhão,Amazônia,1,-44.6400,-1.9800,-44.6400,-1.9800
Nordeste,MA,Poção de Pedras,Cerrado,1,-45.0000,-4.6800,-45.0000,-4.6800
Nordeste,MA,Presidente Dutra,Cerrado,2,-44.4600,-5.4000,-44.4600,-5.2200
Nordeste,MA,Presidente Juscelino,Amazônia,1,-44.1000,-3.0600,-44.1000,-3.0600
Nordeste,MA,Presidente Médici,Amazônia,1,-45.7200,-2.3400,-45.7200,-2.3400
Nordeste,MA,Presidente Sarney,Amazônia,2,-45.3600,-2.7000,-45.3600,-2.5200
Nordeste,MA,Primeira Cruz,Cerrado,3,-43.3800,-2.8800,-43.3800,-2.5200
Nordeste,MA,Riachão,Cerrado,17,-47.1600,-8.2800,-46.2600,-7.2000
Nordeste,MA,Ribamar Fiquene,Cerrado,1,-47.3400,-5.9400,-47.3400,-5.9400
Nordeste,MA,Sambaíba,Cerrado,9,-45.9000,-8.1000,-45.3600,-6.8400
Nordeste,MA,Santa Filomena do Maranhão,Cerrado,2,-44.6400,-5.5800,-44.6400,-5.4000
Nordeste,MA,Santa Helena,Amazônia,6,-45.5400,-2.7000,-45.0000,-2.1600
Nordeste,MA,Santa Inês,Amazônia,2,-45.5400,-3.9600,-45.3600,-3.7800
Nordeste,MA,Santa Luzia,Amazônia,11,-46.2600,-4.6800,-45.7200,-3.9600
Nordeste,MA,Santa Luzia do Paruá,Amazônia,2,-45.9000,-2.5200,-45.7200,-2.5200
Nordeste,MA,Santa Quitéria do Maranhão,Cerrado,3,-43.0200,-3.4200,-42.6600,-3.2400
Nordeste,MA,Santa Rita,Amazônia,3,-44.4600,-3.2400,-44.2800,-3.0600
Nordeste,MA,Santana do Maranhão,Cerrado,2,-42.8400,-3.2400,-42.6600,-3.2400
Nordeste,MA,Santo Amaro do Maranhão,Cerrado,3,-43.2000,-2.8800,-43.2000,-2.5200
Nordeste,MA,Santo Antônio dos Lopes,Cerrado,2,-44.4600,-4.8600,-44.4600,-4.6800
Nordeste,MA,Satubinha,Amazônia,1,-45.1800,-3.7800,-45.1800,-3.7800
Nordeste,MA,Senador Alexandre Costa,Cerrado,2,-44.1000,-5.2200,-43.9200,-5.2200
Nordeste,MA,Senador La Rocque,Amazônia,1,-47.1600,-5.4000,-47.1600,-5.4000
Nordeste,MA,Serrano do Maranhão,Amazônia,2,-45.0000,-1.9800,-45.0000,-1.8000
Nordeste,MA,Sucupira do Norte,Cerrado,2,-44.4600,-6.6600,-44.2800,-6.4800
Nordeste,MA,Sucupira do Riachão,Cerrado,3,-43.5600,-6.4800,-43.3800,-6.3000
Nordeste,MA,São Benedito do Rio Preto,Cerrado,1,-43.5600,-3.4200,-43.5600,-3.4200
Nordeste,MA,São Bento,Amazônia,1,-45.1800,-2.8800,-45.1800,-2.8800
Nordeste,MA,São Bernardo,Cerrado,4,-42.4800,-3.4200,-42.3000,-3.2400
Nordeste,MA,São Domingos do Azeitão,Cerrado,2,-44.6400,-6.8400,-44.4600,-6.8400
Nordeste,MA,São Domingos do Maranhão,Cerrado,4,-44.4600,-5.7600,-44.2800,-5.5800
Nordeste,MA,São Francisco do Brejão,Amazônia,2,-47.3400,-5.2200,-47.3400,-5.0400
Nordeste,MA,São Francisco do Maranhão,Cerrado,3,-43.2000,-6.3000,-43.0200,-6.1200
Nordeste,MA,São Félix de Balsas,Cerrado,5,-45.0000,-7.3800,-44.8200,-6.8400
Nordeste,MA,São João Batista,Amazônia,1,-44.6400,-3.0600,-44.6400,-3.0600
Nordeste,MA,São João do Paraíso,Cerrado,4,-46.9800,-6.6600,-46.8000,-6.3000
Nordeste,MA,São João do Soter,Cerrado,3,-43.9200,-5.0400,-43.7400,-4.8600
Nordeste,MA,São João dos Patos,Cerrado,3,-43.7400,-6.6600,-43.5600,-6.4800
Nordeste,MA,São Luís,Amazônia,2,-44.2800,-2.7000,-44.2800,-2.5200
Nordeste,MA,São Luís Gonzaga do Maranhão,Cerrado,2,-44.6400,-4.3200,-44.4600,-4.3200
Nordeste,MA,São Mateus do Maranhão,Cerrado,1,-44.4600,-3.9600,-44.4600,-3.9600
Nordeste,MA,São Pedro da Água Branca,Amazônia,2,-48.2400,-5.2200,-48.2400,-5.0400
Nordeste,MA,São Pedro dos Crentes,Cerrado,2,-46.8000,-6.8400,-46.4400,-6.8400
Nordeste,MA,São Raimundo das Mangabeiras,Cerrado,8,-45.9000,-7.2000,-45.5400,-6.8400
Nordeste,MA,São Raimundo do Doca Bezerra,Cerrado,1,-45.1800,-5.0400,-45.1800,-5.0400
Nordeste,MA,São Roberto,Cerrado,1,-45.0000,-5.0400,-45.0000,-5.0400
Nordeste,MA,São Vicente Ferrer,Amazônia,2,-45.0000,-2.8800,-44.8200,-2.8800
Nordeste,MA,Sítio Novo,Cerrado,6,-46.6200,-6.6600,-46.6200,-5.7600
Nordeste,MA,Tasso Fragoso,Cerrado,10,-46.0800,-8.6400,-45.7200,-7.9200
Nordeste,MA,Timbiras,Cerrado,3,-43.9200,-4.1400,-43.7400,-3.9600
Nordeste,MA,Timon,Cerrado,4,-43.0200,-5.2200,-42.8400,-4.9500
Nordeste,MA,Trizidela do Vale,Cerrado,1,-44.6400,-4.5000,-44.6400,-4.5000
Nordeste,MA,Tufilândia,Amazônia,1,-45.5400,-3.7800,-45.5400,-3.7800
Nordeste,MA,Tuntum,Cerrado,7,-44.8200,-5.9400,-44.6400,-5.2200
Nordeste,MA,Turiaçu,Amazônia,7,-45.5400,-1.9800,-45.3600,-1.4400
Nordeste,MA,Turilândia,Amazônia,3,-45.5400,-2.3400,-45.3600,-2.1600
Nordeste,MA,Tutóia,Cerrado,4,-42.6600,-3.0600,-42.3000,-2.8800
Nordeste,MA,Urbano Santos,Cerrado,5,-43.5600,-3.4200,-43.2000,-3.0600
Nordeste,MA,Vargem Grande,Cerrado,5,-43.9200,-3.9600,-43.7400,-3.6000
Nordeste,MA,Viana,Amazônia,2,-45.1800,-3.2400,-45.0000,-3.0600
Nordeste,MA,Vila Nova dos Martírios,Amazônia,3,-48.0600,-5.2200,-48.0600,-4.8600
Nordeste,MA,Vitorino Freire,Amazônia,3,-45.3600,-4.3200,-45.1800,-3.9600
Nordeste,MA,Vitória do Mearim,Amazônia,2,-45.0000,-3.6000,-44.8200,-3.6000
Nordeste,MA,Zé Doca,Amazônia,4,-46.2600,-3.4200,-45.5400,-3.2400
Nordeste,MA,Água Doce do Maranhão,Cerrado,1,-42.1200,-2.8800,-42.1200,-2.8800
Nordeste,PB,Aguiar,Caatinga,1,-38.1600,-7.0200,-38.1600,-7.0200
Nordeste,PB,Alagoa Grande,Caatinga,1,-35.6400,-7.0200,-35.6400,-7.0200
Nordeste,PB,Alcantil,Caatinga,1,-36.0000,-7.7400,-36.0000,-7.7400
Nordeste,PB,Alhandra,Mata Atlântica,1,-34.9200,-7.3800,-34.9200,-7.3800
Nordeste,PB,Amparo,Caatinga,1,-37.0800,-7.5600,-37.0800,-7.5600
Nordeste,PB,Areia,Caatinga,2,-35.6850,-7.0200,-35.6625,-6.9750
Nordeste,PB,Aroeiras,Caatinga,1,-35.6400,-7.5600,-35.6400,-7.5600
Nordeste,PB,Assunção,Caatinga,1,-36.7200,-7.0200,-36.7200,-7.0200
Nordeste,PB,Bananeiras,Caatinga,2,-35.6400,-6.6825,-35.6175,-6.6600
Nordeste,PB,Barra de Santa Rosa,Caatinga,2,-36.1800,-6.8400,-36.0000,-6.8400
Nordeste,PB,Barra de Santana,Caatinga,1,-36.0000,-7.5600,-36.0000,-7.5600
Nordeste,PB,Barra de São Miguel,Caatinga,2,-36.3600,-7.7400,-36.1800,-7.7400
Nordeste,PB,Belém,Caatinga,2,-35.5050,-6.7500,-35.4600,-6.6600
Nordeste,PB,Belém do Brejo do Cruz,Caatinga,2,-37.4400,-6.1200,-37.2600,-6.1200
Nordeste,PB,Bernardino Batista,Caatinga,1,-38.5200,-6.4800,-38.5200,-6.4800
Nordeste,PB,Bom Sucesso,Caatinga,1,-37.9800,-6.4800,-37.9800,-6.4800
Nordeste,PB,Boqueirão,Caatinga,1,-36.1800,-7.5600,-36.1800,-7.5600
Nordeste,PB,Brejo do Cruz,Caatinga,1,-37.4400,-6.3000,-37.4400,-6.3000
Nordeste,PB,Cabaceiras,Caatinga,2,-36.3600,-7.3800,-36.1800,-7.3800
Nordeste,PB,Cachoeira dos Índios,Caatinga,1,-38.7000,-7.0200,-38.7000,-7.0200
Nordeste,PB,Cacimba de Dentro,Caatinga,1,-35.8200,-6.6600,-35.8200,-6.6600
Nordeste,PB,Cacimbas,Caatinga,1,-37.0800,-7.2000,-37.0800,-7.2000
Nordeste,PB,Cajazeiras,Caatinga,1,-38.5200,-6.8400,-38.5200,-6.8400
Nordeste,PB,Camalaú,Caatinga,2,-36.9000,-7.9200,-36.7200,-7.9200
Nordeste,PB,Campina Grande,Caatinga,1,-36.0000,-7.2000,-36.0000,-7.2000
Nordeste,PB,Caraúbas,Caatinga,1,-36.5400,-7.7400,-36.5400,-7.7400
Nordeste,PB,Carrapateira,Caatinga,1,-38.3400,-7.0200,-38.3400,-7.0200
Nordeste,PB,Casserengue,Caatinga,1,-35.8200,-6.8400,-35.8200,-6.8400
Nordeste,PB,Catingueira,Caatinga,2,-37.6200,-7.2000,-37.6200,-7.0200
Nordeste,PB,Catolé do Rocha,Caatinga,2,-37.8000,-6.3000,-37.6200,-6.3000
Nordeste,PB,Conceição,Caatinga,1,-38.5200,-7.3800,-38.5200,-7.3800
Nordeste,PB,Condado,Caatinga,1,-37.6200,-6.8400,-37.6200,-6.8400
Nordeste,PB,Congo,Caatinga,1,-36.7200,-7.7400,-36.7200,-7.7400
Nordeste,PB,Coremas,Caatinga,1,-37.9800,-7.0200,-37.9800,-7.0200
Nordeste,PB,Cruz do Espírito Santo,Mata Atlântica,1,-35.1000,-7.2000,-35.1000,-7.2000
Nordeste,PB,Cubati,Caatinga,1,-36.3600,-6.8400,-36.3600,-6.8400
Nordeste,PB,Cuité,Caatinga,2,-36.1800,-6.6600,-36.1800,-6.4800
Nordeste,PB,Curral Velho,Caatinga,1,-38.1600,-7.5600,-38.1600,-7.5600
